Parameter,Case 1,Case 2
Cost,3.978378076957755,109.0233105660056
xk1,-0.021351414776765415,9.893930506301825
xk1,0.1682621048113799,-12.14272136608804
xk1,0.026530611579877707,-28.141410519488403
xk1,-0.28659258138856014,-19.89761415262435
xk1,-0.3472085306947561,-11.074688552135573
xk1,1.1977932370387485,0.6039058813240397
xk1,-0.08888024223805967,16.3799330503222
xk1,-0.28913872788762374,35.76479119761607
xk1,-1.6038277999669732,55.13161611503669
xk1,-0.3253987671578513,43.940352696607576
xk1,1.8222512732530183,30.595889585600492
xk1,3.4164467716172817,4.192097358950001
xk1,-2.521037094214554,5.855658883923034
xk1,-5.6257605483720186,13.637685790054151
xk1,-3.189688686182821,21.689743731720267
xk1,8.20308670342184,21.705602852555053
xk1,13.148817535300113,12.55164016734162
xk1,1.126687636223954,6.673995596702402
xk1,-1.775273415233273,5.617167029545339
xk1,0.0,9.439426171547336
xk2,0.16574368746656828,21.743196247940077
xk2,0.32764188002667455,-32.16169844745228
xk2,-0.30282957248308184,-32.323582511387464
xk2,-0.4434294845305472,13.138276292741358
xk2,0.7969578436147386,5.218596550836374
xk2,0.45813097799566055,-1.6975456029390577
xk2,0.6508559799891895,19.516817339442134
xk2,-0.9678178294107981,36.468251753980276
xk2,-0.8698269605052379,39.39732398500738
xk2,1.9066982200616152,2.287987445708782
xk2,5.058393781390876,3.52302427895675
xk2,1.4143413983773263,-10.935672934407119
xk2,-3.86478781007433,13.553434343835876
xk2,-4.795154116813047,18.509197983453472
xk2,6.984240733925631,12.077940641385625
xk2,16.908249657165662,6.338160805900756
xk2,7.683856761744774,-1.2740667648241732
xk2,-13.713326251292212,2.0248146371922884
xk2,1.487673851329698,5.949838281305011
xk2,0.0,8.781929683599108
xk3,0.26203233025669553,24.552816889273146
xk3,0.09595688103848087,-58.525461399826085
xk3,-0.6016775808820768,-9.929194250555458
xk3,-0.145314086312544,29.050932662207043
xk3,1.2266594205181671,-28.84401476414663
xk3,-0.6392463486515287,-15.73901541137817
xk3,1.3644975656443652,28.356208753845287
xk3,-2.143669364385896,35.959107298796106
xk3,-0.0984549146276556,37.0609282744358
xk3,1.9531194802458096,4.366750584138529
xk3,3.6835329921634576,41.08870929121467
xk3,-2.677317307946443,6.409549842824883
xk3,-3.273017683668696,32.86034520562743
xk3,-3.609054896774473,10.328258526533851
xk3,9.432854147402837,5.422691080647421
xk3,9.579686365591032,13.242688276118662
xk3,-3.156333791506458,9.61521783046122
xk3,-14.009857086963427,14.54151119750411
xk3,19.73803610084255,9.99014402113203
xk3,0.0,8.473985258718116
uk,0.5848266749544848,-5.647871248191688
uk,-1.5958632944539948,-79.02924939867258
uk,-0.6978144289929684,67.88491200630342
uk,0.3350075806905623,70.10865394427825
uk,-0.020468865834995516,-17.45646102704265
uk,1.5968763957327625,36.73046862312456
uk,-4.170984939827965,35.08703467057759
uk,-1.5352504233402535,-26.74512940383233
uk,0.12019202204494107,-61.68483380553197
uk,3.2951340200287422,-115.70127940453689
uk,-2.5532891811634864,-43.78744932831159
uk,-7.40328619564787,-85.19976893304305
uk,-12.819223627277136,8.467363358477714
uk,4.067607427164752,-33.897622655414295
uk,10.863611222942582,-25.517479867280056
uk,-0.5993774060735682,-28.408539996917597
uk,-26.56812574453873,-39.88560701749593
uk,-31.05514518472108,-19.450204432614527
uk,21.350093727042523,-18.111536376532545
t1,1.8,1.0
t1,1.8,2.023527709785303
t1,1.8,1.975950667371957
t1,1.8,1.6110664257861194
t1,1.8,1.6464482571572305
t1,1.8,1.4815397359258309
t1,1.8,1.7043055350854253
t1,1.8,1.8807443535905328
t1,1.8,2.1028738657434847
t1,1.8,2.0943389286813816
t1,1.8,2.1439706733442248
t1,1.8,2.1720544015613266
t1,1.8,2.2070575311737195
t1,1.8,2.107602603759198
t1,1.8,2.096627727293049
t1,1.8,2.1369393755069535
t1,1.8,2.1622706482855203
t1,1.8,2.0770730303339255
t1,1.8,1.9960656312794933
t1,1.8,1.9344558272988361
t2,-1.01,-0.6
t2,-1.01,0.4235277097853031
t2,-1.01,0.4764252939898259
t2,-1.01,0.9168644748925249
t2,-1.01,0.8805459989650009
t2,-1.01,-1.2527504484830734
t2,-1.01,-1.3380988580788975
t2,-1.01,-1.321122438089307
t2,-1.01,-1.4449063341248547
t2,-1.01,-1.0536031132384873
t2,-1.01,-1.0685447871468903
t2,-1.01,-1.0117780575896829
t2,-1.01,-1.0129220549708007
t2,-1.01,-0.879422101246619
t2,-1.01,-0.7793696233652831
t2,-1.01,-0.7475880433509238
t2,-1.01,-0.7383280451641044
t2,-1.01,-0.6690722667008244
t2,-1.01,-0.6503340884473694
t2,-1.01,-0.6878711693140519
t3,0.58,0.3
t3,0.58,0.4023527709785303
t3,0.58,0.372522621884309
t3,0.58,0.5700970266832001
t3,0.58,0.5723553837822382
t3,0.58,0.717609288431103
t3,0.58,0.7110339100946588
t3,0.58,0.6927857362231565
t3,0.58,0.8624074479588453
t3,0.58,0.9318201313319014
t3,0.58,0.9322689252286297
t3,0.58,0.9494418666283309
t3,0.58,0.9451910473363567
t3,0.58,0.9422450727832368
t3,0.58,0.9478378831339317
t3,0.58,0.9459256579110646
t3,0.58,0.9526002919818758
t3,0.58,0.9534791146892846
t3,0.58,0.9597744324731644
t3,0.58,0.9706709041869499
t4,0.3,0.1
t4,0.3,0.015525566215633058
t4,0.3,0.15497002383979064
t4,0.3,0.17666982124019134
t4,0.3,0.16239946323933194
t4,0.3,0.2591950750514635
t4,0.3,0.1553412055816331
t4,0.3,0.18631077300247934
t4,0.3,0.28688793731046813
t4,0.3,0.28638482426705364
t4,0.3,0.26341436771784543
t4,0.3,0.15483642792724053
t4,0.3,0.17619956004948392
t4,0.3,0.12228185547189409
t4,0.3,0.09921295396556018
t4,0.3,0.09459211678468256
t4,0.3,0.08055816632543307
t4,0.3,0.09823099587197852
t4,0.3,0.11767172929003662
t4,0.3,0.13292889385323464
t5,0.5,0.7
t5,0.5,0.615525566215633
t5,0.5,0.751568719977545
t5,0.5,0.6975043778878091
t5,0.5,0.6864343524384109
t5,0.5,0.36297979327444074
t5,0.5,0.3551430297270399
t5,0.5,0.39256559497451554
t5,0.5,0.30850897493165547
t5,0.5,0.48984006678877834
t5,0.5,0.49310045411012354
t5,0.5,0.5897154832792622
t5,0.5,0.6157382689836384
t5,0.5,0.6355548437815844
t5,0.5,0.6054250196814759
t5,0.5,0.6176439522936894
t5,0.5,0.6247473526738816
t5,0.5,0.6439280135501474
t5,0.5,0.6413167170965198
t5,0.5,0.6768865295894589
t6,1,1.5
t6,1,0.6552556621563304
t6,1,2.0144868264230125
t6,1,1.2876193050477704
t6,1,1.2323683349046708
t6,1,2.3354311157993943
t6,1,2.3499751766123347
t6,1,2.448680126289363
t6,1,1.805671967162635
t6,1,1.4207768564369192
t6,1,1.3108788117233288
t6,1,1.3898653061540975
t6,1,1.401114263362297
t6,1,1.6394037769667715
t6,1,1.618622065163872
t6,1,1.5949279642261551
t6,1,1.5355693954522447
t6,1,1.6656535112052426
