Parameter,Case 1,Case 2
Cost,8.233216872903046,159.53320852097818
xk1,0.1291276959908867,5.842569016151425
xk1,0.028607759269662827,10.64745327365356
xk1,-0.3231721891589095,14.522330627046598
xk1,-0.6201289362944462,17.442709614371246
xk1,1.222392981202879,11.638936310627757
xk1,-0.532882811832021,10.401235145997859
xk1,1.3564844045629691,10.254117353996635
xk1,-0.9080498075331752,10.351576381030828
xk1,-0.6449370474746358,13.265440026713673
xk1,-1.725877460088744,13.177559706310374
xk1,3.5684350564397445,12.603661720163867
xk1,3.055460661581784,13.579098099693388
xk1,-1.3275228807321469,13.145117217972674
xk1,-6.360215576382962,12.918670394315818
xk1,-2.0688501191899284,13.583149501643964
xk1,8.57937852533453,14.210706833379456
xk1,12.907279430585248,12.819372192722513
xk1,3.618654134727575,13.731280144559681
xk1,-3.482690909498283,12.39394092815033
xk1,0.0,13.182184416608226
xk2,0.16965352743811046,16.894452018310115
xk2,-0.15168889181932996,7.92138786567605
xk2,0.16162540498037883,4.702800790753827
xk2,1.2260683844201965,11.825028667301712
xk2,0.09045586679033386,1.3646778460625968
xk2,2.4194265203002048,4.273168006482234
xk2,1.1821142870601602,7.829207474240749
xk2,0.18639439454344522,5.653541079810878
xk2,-0.7642767888609314,8.7995438172434
xk2,4.095090445343195,6.4884281877732946
xk2,5.221955421308645,5.489451974337097
xk2,1.6383925066082858,8.716204749174363
xk2,-5.047880955192731,6.811185101891147
xk2,-5.048357522259522,6.032172963324805
xk2,5.777185728210886,8.174135427024636
xk2,16.33330805012426,8.36678884598187
xk2,8.415248936815729,4.868870188629398
xk2,-13.9087932461989,8.293253934186156
xk2,0.7082988498179783,5.982247219264336
xk2,0.0,7.489235699564995
xk3,0.2067842840941243,21.37377167698072
xk3,-0.22508376916833403,-5.898759796617975
xk3,-0.009792570057009354,6.923355918846259
xk3,0.7491521564431625,22.021023407390594
xk3,-1.8253287110540504,2.0740331809563894
xk3,3.8456624365387047,14.142200716289276
xk3,-2.0513809060404404,13.171912432172272
xk3,0.18801458045599562,6.300899858190173
xk3,-1.9977506151143756,13.410798909249925
xk3,5.502281479617286,8.935518249686341
xk3,-0.11045446997838589,10.618504965716305
xk3,-0.7638631622292278,15.170156439519152
xk3,-5.435187595695803,9.575504647244818
xk3,-1.3519853968753217,10.84946143069631
xk3,7.434655825648345,14.130283567610945
xk3,11.417258136556212,12.244804224122202
xk3,-1.3959836448753054,8.341979092713736
xk3,-15.381957158472536,15.731745625882128
xk3,21.262551489610146,9.108279560088507
xk3,0.0,12.99539550077216
uk,0.09509250801651645,-1.0087059751181118
uk,0.48446240888864434,-32.980703414462845
uk,-1.4196882123825705,-4.518495767143246
uk,-2.919025590065454,-13.622653219335966
uk,2.3258384076387943,-46.84785330541035
uk,-5.554172331797909,-10.14047584126848
uk,-2.1124135372444677,-20.954016484688534
