Parameter,Case 1,Case 2
Cost,2.0054793734847265,134.24439533597172
xk1,0.0712963817861543,7.280121635054902
xk1,0.147889481305154,4.550937801266898
xk1,-0.02029175495514211,2.986120245053966
xk1,-0.7936351041741149,6.248070291356379
xk1,0.34494730871937046,12.914000545034883
xk1,0.45763548809304083,18.19866116122869
xk1,1.3688061847969506,21.074984984813085
xk1,-1.4760039299613652,14.0039236838383
xk1,-0.9793562609560498,10.320824119198871
xk1,-0.6058859166817272,5.177545432454368
xk1,2.2577365811102448,6.234858750858757
xk1,3.1750915521032224,8.526566757328386
xk1,-1.9605064266151428,11.196076486745666
xk1,-5.147787807266701,16.31731772810565
xk1,-4.171639471536618,15.92965731324074
xk1,10.719045367519836,15.090252646436099
xk1,15.517114669812962,14.975098204843073
xk1,6.229040608791588,13.10942993760356
xk1,0.7821169380565238,12.10234260867156
xk1,0.0,10.67731616357214
xk2,0.16815083125757468,17.763368669439355
xk2,0.16553546870764707,-2.7282805770134004
xk2,-0.829512797643279,-5.123090003020534
xk2,-0.01695215410491556,10.410753585033772
xk2,0.14431615904437864,14.848865794449923
xk2,0.7765567043055961,9.801953349751303
xk2,-1.2558734457498497,10.380630901215758
xk2,-1.740403129144221,0.7255374539298564
xk2,-2.4193945401984367,3.8269664031951405
xk2,0.19529231552260545,1.2064291418650763
xk2,2.4860704792816564,5.4647765156196515
xk2,-1.2954864773253212,7.00448760474085
xk2,-7.41400833658581,7.032915526430753
xk2,-8.771968334982994,12.329234493884458
xk2,4.714565886033487,6.806761670994028
xk2,15.296348698950473,5.946517506787369
xk2,7.14695083198525,9.12154515510507
xk2,-13.271730728102487,5.868473126568886
xk2,-1.0545184401797487,5.198833829019849
xk2,0.0,5.099609094444141
xk3,0.22801679318700513,22.679255760827516
xk3,0.01583560541012195,-19.112205646328867
xk3,-0.7384430382566144,2.359752872962629
xk3,0.8208558148078701,21.481778586912316
xk3,-0.514597679611642,10.616546381302442
xk3,1.1183266211879317,6.080118764675761
xk3,-2.079518698951217,17.738980562032655
xk3,0.6209318765006249,6.555890307075488
xk3,-2.3580452131390923,16.078141285878225
xk3,2.33991867803941,5.114918236317406
xk3,2.2050980792287778,9.744621758113489
xk3,-2.5719066475629306,7.370390514575611
xk3,-4.7496496046827374,7.902667515293456
xk3,-3.8168492142922394,16.901571013944384
xk3,11.631499869906882,7.752750049700599
xk3,9.234727618913787,13.408680169387518
xk3,0.3581441045319627,17.16941317186609
xk3,-10.87812633612963,9.018525098628116
xk3,20.415696022911693,10.895568414123082
xk3,0.0,10.475776238175566
uk,0.28330486940035365,-1.857641702838085
uk,-1.0778974266139445,-45.77218515238982
uk,0.5855864567095643,13.927638971058716
uk,-0.6461723941157126,7.330109905708731
uk,2.514277962614074,-22.991580996406014
uk,-0.3135386388689007,-24.739691763286476
uk,1.343119370332088,-20.78897886896921
uk,-2.6511814144153396,-45.13462960524249
uk,5.60426159727008,-17.18842583971698
uk,5.99196228999154,-28.57602924143758
uk,3.6938835642165575,-6.322621690302811
