Parameter,Case 1,Case 2
Cost,5.6734022730827345,72.97490291039253
xk1,0.044547252056788646,10.358001223925845
xk1,0.09188024564696354,-13.696070522307982
xk1,-0.17126186769561533,-30.814116509689992
xk1,-0.20467635530373343,-22.293137495539426
xk1,-0.2597263992271252,-12.726856587835965
xk1,1.1370201934879482,3.72928678788675
xk1,0.7079311755606512,23.73374319012113
xk1,-0.06116131670569742,46.40294404642273
xk1,-1.9839731820033761,60.50815206301202
xk1,-0.151260933230583,39.64574473566013
xk1,1.7775863492860764,25.692018309611953
xk1,3.5480378127820993,-0.2177163408283676
xk1,-2.3844322509938007,6.388199973975658
xk1,-5.262897414556449,20.520061418788828
xk1,-3.2672630856646347,26.916295998490952
xk1,9.760222276993515,24.51277423038859
xk1,15.500433150173224,13.955389554669713
xk1,2.2240350585036324,2.5736680711245086
xk1,2.42579099868145,3.5946053441012102
xk1,0.0,8.897043173467141
xk2,0.16745598291038977,22.590898135218342
xk2,0.086869054025941,-35.139284486168464
xk2,0.14762968002839433,-34.62782116552559
xk2,0.10021213292327423,13.315573594608372
xk2,1.3247674549022348,5.133277570987024
xk2,1.2674777536595283,3.7815769550217513
xk2,0.29956500442982825,26.335317783854876
xk2,-1.9878611407725681,42.94167713664603
xk2,-1.4161918400125606,35.62762873413543
xk2,1.0800180852759278,-8.294843459271943
xk2,4.079076310169772,5.231993509140868
xk2,0.09369032698035604,-9.996325282221722
xk2,-5.482181403263358,15.923261918886434
xk2,-6.766136773541039,26.39867454848701
xk2,5.361175285379015,11.342187635154103
xk2,15.825192283409569,4.3433527524688085
xk2,6.364036179725758,0.5137140335819991
xk2,-13.101070102934658,-4.171680961430432
xk2,0.3778576912827707,7.326667153355927
xk2,0.0,11.217584801068195
xk3,0.23783785757810594,25.4587372809177
xk3,-0.07190788381040547,-62.90213468220611
xk3,-0.1958272835511423,-10.454868817960287
xk3,-0.2469403281422297,29.549779931609876
xk3,1.3106591544365571,-31.35684609557683
xk3,-0.24060024109987602,-10.027325735803151
xk3,-0.061475517364919414,33.00303544670591
xk3,-2.1829702136091695,42.53718232370822
xk3,0.5998014601044634,33.94437046481463
xk3,1.1749226800450427,0.47608165537886155
xk3,3.636949190283924,51.82652274262292
xk3,-3.2155923089360114,0.3235794091590168
xk3,-3.5912549963054077,31.288986371850356
xk3,-4.029194966600081,18.15077814850742
xk3,10.050418278982079,1.0102867035823513
xk3,10.038748106133026,16.65377851636434
xk3,-2.136448994064986,16.40561362271233
xk3,-9.689374596956341,5.397507308539528
xk3,18.40368860441192,15.885881120536933
xk3,0.0,7.6505803145064455
uk,0.37036011910033156,-6.6936702947850355
uk,-0.5078220938558431,-83.65750686952765
uk,-1.55182982810844,74.04071911573254
uk,-0.5024023260152839,74.84967727174211
uk,-1.3399820320116418,-15.980567620017977
uk,-0.3207249717073523,45.923342989400204
uk,-3.3108986377125995,28.358649056079773
uk,-0.9181245824220899,-37.421071190495965
uk,0.7076794894540256,-86.37059707557545
uk,5.813635444989334,-124.1499980769925
uk,-0.6312063377149307,-26.98494886345528
uk,-4.379547685958929,-92.69450240612066
uk,-9.197163616331716,20.66443702802443
uk,8.860293071045541,-27.25141470596979
uk,14.38900457010827,-46.34115451950607
uk,6.526371275267811,-29.703947557808647
uk,-22.220469264778608,-43.284372604817634
uk,-33.07621576604604,-34.85668899564445
uk,26.46136997081817,1.021364257453382
t1,1.8,1.0
t1,1.8,1.9797822240038165
t1,1.8,1.9492783156277
t1,1.8,1.6177590627914211
t1,1.8,1.655179315054989
t1,1.8,1.7305631815104365
t1,1.8,1.8415365157324493
t1,1.8,2.1256981831863286
t1,1.8,2.301272275640426
t1,1.8,2.2660306939398365
t1,1.8,2.276752964300706
t1,1.8,2.2163883895341185
t1,1.8,2.2389403667709127
t1,1.8,2.1383929451446075
t1,1.8,2.064082053766636
t1,1.8,2.059681651897092
t1,1.8,2.1275401700186456
t1,1.8,2.126346945934416
t1,1.8,1.7951574332141225
t1,1.8,1.7897184665709007
t2,-1.01,-0.6
t2,-1.01,0.37978222400381667
t2,-1.01,0.46731072192012624
t2,-1.01,0.9101512840172894
t2,-1.01,0.8751655732740674
t2,-1.01,-1.3136887241050101
t2,-1.01,-1.3393343990621314
t2,-1.01,-1.3219453431089938
t2,-1.01,-1.561340135942694
t2,-1.01,-1.2666898714345747
t2,-1.01,-1.270585787842439
t2,-1.01,-1.2479288093690253
t2,-1.01,-1.2482617602284471
t2,-1.01,-1.1575177507291785
t2,-1.01,-0.8985753463800187
t2,-1.01,-0.9000382301638056
t2,-1.01,-0.8817950581933897
t2,-1.01,-0.88046652112378
t2,-1.01,-0.7590700021543797
t2,-1.01,-0.763938585154683
t3,0.58,0.3
t3,0.58,0.39797822240038166
t3,0.58,0.36987030598507403
t3,0.58,0.559546442544419
t3,0.58,0.5615685548465071
t3,0.58,0.6996212292995545
t3,0.58,0.6932384828367855
t3,0.58,0.6838718903070683
t3,0.58,0.8922006890133398
t3,0.58,0.9380513892825015
t3,0.58,0.9386910734214765
t3,0.58,0.9657139455301621
t3,0.58,0.9618460063840307
t3,0.58,0.9572006877074558
t3,0.58,0.978918936829274
t3,0.58,0.9782941706059937
t3,0.58,0.9766660094624575
t3,0.58,0.9766499689583168
t3,0.58,1.0194271809782292
t3,0.58,1.02073669295912
t4,0.3,0.1
t4,0.3,0.011993705305193558
t4,0.3,0.1541297104047016
t4,0.3,0.17040415819516738
t4,0.3,0.15605404350808638
t4,0.3,0.23407587856470363
t4,0.3,0.18172418460670278
t4,0.3,0.2360838623807041
t4,0.3,0.3339840812321299
t4,0.3,0.2799073957848206
t4,0.3,0.2698548456610426
t4,0.3,0.14547939622235562
t4,0.3,0.15891128199171597
t4,0.3,0.12400176311533068
t4,0.3,0.05017135271610379
t4,0.3,0.05071167985945801
t4,0.3,0.03743057275734084
t4,0.3,0.03822515130544259
t4,0.3,0.10318970850407695
t4,0.3,0.10448638937615651
t5,0.5,0.7
t5,0.5,0.6119937053051935
t5,0.5,0.7501552449822454
t5,0.5,0.6966580118474804
t5,0.5,0.6855089634539837
t5,0.5,0.32947673276759903
t5,0.5,0.3234433710860367
t5,0.5,0.35928601582961495
t5,0.5,0.36362423287722706
t5,0.5,0.5376732714643353
t5,0.5,0.5394688312297022
t5,0.5,0.6159301720716353
t5,0.5,0.6467785404517203
t5,0.5,0.6680172872240525
t5,0.5,0.611999091079094
t5,0.5,0.6103850401350605
t5,0.5,0.629767353644798
t5,0.5,0.6303550416795527
t5,0.5,0.6406579788177119
t5,0.5,0.6404493776507262
t6,1,1.5
t6,1,0.6199370530519355
t6,1,2.0027577725966914
t6,1,1.2995698950891648
t6,1,1.2440420125218954
t6,1,2.356584711867378
t6,1,2.3582301705163613
t6,1,2.4554030028045335
t6,1,1.66647387091966
t6,1,1.2892781314077806
t6,1,1.2580660378140747
t6,1,1.4431324925350095
t6,1,1.4668496634431367
t6,1,1.6701820424018798
t6,1,1.6965547946019368
t6,1,1.704753419703462
t6,1,1.6824635243489376
t6,1,1.6844913429796018
t6,1,1.6775114630450565
t6,1,1.6706755651851595
