Parameter,Actual values,Case 2 : CE,Case3 : Dual,,diffrence in controlers,CE offset,Dual offset
xk_2,350.0,346.8980838497568,346.67156760704955,,0.22651624270724824,3.1019161502431984,3.3284323929504467
xk_2,350.0,348.2832192796587,348.17362362021186,,0.10959565944682481,1.716780720341319,1.8263763797881438
xk_2,350.0,348.132461871033,348.10856886311825,,0.023893007914750797,1.8675381289669986,1.8914311368817494
xk_2,350.0,347.3872261658268,347.38545363085177,,0.0017725349750321584,2.612773834173197,2.614546369148229
xk_2,350.0,348.85377739191864,349.0063924787291,,-0.15261508681044234,1.1462226080813593,0.993607521270917
xk_2,350.0,347.8324837346604,348.0778823718401,,-0.24539863717967592,2.1675162653396,1.9221176281599242
xk_2,350.0,348.70077587997355,348.6338239408913,,0.06695193908223018,1.2992241200264516,1.3661760591086818
xk_2,350.0,347.6390902438634,347.55004859672584,,0.08904164713754881,2.360909756136607,2.449951403274156
xk_2,350.0,347.86644983753354,347.774168606511,,0.09228123102252539,2.133550162466463,2.2258313934889884
xk_2,350.0,349.0392532700039,348.987397608858,,0.05185566114590756,0.9607467299961172,1.0126023911420248
xk_2,350.0,348.168082543502,348.96439367464063,,-0.7963111311386228,1.8319174564979903,1.0356063253593675
xk_2,350.0,348.6457834657417,349.1970520408273,,-0.5512685750856008,1.3542165342582848,0.802947959172684
xk_2,350.0,347.70467989646914,348.5330902290369,,-0.8284103325677279,2.2953201035308552,1.4669097709631274
xk_2,350.0,348.5486661369878,348.92256934972477,,-0.373903212736991,1.4513338630122234,1.0774306502752324
xk_2,350.0,347.522752427508,348.1663512199214,,-0.6435987924133997,2.47724757249199,1.8336487800785903
xk_2,350.0,346.08236660020935,347.02755221993567,,-0.9451856197263169,3.9176333997906454,2.9724477800643285
xk_2,350.0,348.42600331834984,348.85043247496577,,-0.42442915661592906,1.5739966816501578,1.1495675250342288
xk_2,350.0,348.0201175353291,348.23587238541967,,-0.21575485009054773,1.9798824646708795,1.7641276145803317
xk_2,350.0,347.24129957748977,347.28411852671945,,-0.04281894922968377,2.7587004225102305,2.7158814732805467
xk_2,350.0,348.2510643874731,348.2145569710472,,0.03650741642587718,1.7489356125269069,1.785443028952784
xk_2,350.0,347.2355633758298,347.14328381609795,,0.09227955973187818,2.764436624170173,2.8567161839020514
xk_2,350.0,347.60112279957355,347.54700209383685,,0.05412070573669325,2.3988772004264547,2.452997906163148
xk_2,350.0,347.60318512331867,347.5815185113397,,0.021666611978957917,2.396814876681333,2.418481488660291
xk_2,350.0,347.69580394783384,347.6884296307772,,0.007374317056644486,2.304196052166162,2.3115703692228067
xk_2,350.0,347.8028189710517,347.80104370905036,,0.001775262001331157,2.1971810289483074,2.1989562909496385
xk_2,350.0,347.99044416023474,347.9906727022789,,-0.00022854204416944413,2.0095558397652553,2.009327297721086
xk_2,350.0,348.5061818118204,348.5101522244514,,-0.003970412631019826,1.4938181881796027,1.4898477755485828
uk_1,100,100.0,100.0,,0.0,0.0,0.0
uk_1,100,100.00848974134907,100.00848974134907,,0.0,-0.008489741349066549,-0.008489741349066549
uk_1,100,100.41144861267964,100.41144861267964,,0.0,-0.41144861267963506,-0.41144861267963506
uk_1,100,99.92424734702155,99.92424734702155,,0.0,0.07575265297845135,0.07575265297845135
uk_1,100,100.13934204861337,100.13934204861337,,0.0,-0.13934204861337207,-0.13934204861337207
uk_1,100,99.83250257057131,112.24994319329387,,-12.417440622722566,0.1674974294286926,-12.249943193293873
uk_1,100,100.75902821961694,97.37604231483148,,3.382985904785457,-0.7590282196169369,2.62395768516852
uk_1,100,99.29115050474512,98.03780345857777,,1.2533470461673488,0.7088494952548814,1.9621965414222302
uk_1,100,100.54680653290617,100.30630552619814,,0.24050100670802976,-0.5468065329061744,-0.30630552619814466
uk_1,100,99.48968761252947,99.56923444844375,,-0.07954683591428591,0.5103123874705346,0.43076555155624874
uk_1,100,98.79155343789392,98.92961310628789,,-0.13805966839396433,1.2084465621060758,1.0703868937121115
uk_1,100,99.96330542969625,100.07505514171918,,-0.11174971202292738,0.03669457030375156,-0.07505514171917582
uk_1,100,99.70239178112672,99.76888386615988,,-0.06649208503316117,0.29760821887327893,0.23111613384011775
uk_1,100,99.10933627981554,99.14000025456629,,-0.030663974750751777,0.8906637201844632,0.8599997454337114
uk_1,100,98.8563389405257,98.867323604781,,-0.010984664255303755,1.1436610594742973,1.1326763952189935
uk_1,100,98.79139131801523,98.7957857079489,,-0.004394389933665366,1.2086086819847708,1.2042142920511054
uk_1,100,98.50528904652964,119.99785186616127,,-21.49256281963163,1.49471095347036,-19.99785186616127
uk_1,100,100.06021742680453,94.18760512396484,,5.872612302839684,-0.06021742680452746,5.812394876035157
uk_1,100,97.64721377955256,95.55184463754658,,2.0953691420059783,2.3527862204474417,4.44815536245342
uk_1,100,102.58431868965786,102.10088094866451,,0.48343774099335235,-2.584318689657863,-2.1008809486645106
uk_1,100,100.70407181155961,100.771293116069,,-0.06722130450938835,-0.704071811559615,-0.7712931160690033
uk_1,100,101.59127904476482,101.81128016628927,,-0.22000112152444729,-1.5912790447648177,-1.811280166289265
uk_1,100,100.16050094135271,108.34915727890616,,-8.188656337553454,-0.16050094135270854,-8.349157278906162
