Parameter,Case CE
Cost,8.93236788538864
xk1,-0.3722201036616282
xk1,-1.0323519326283175
xk1,-1.837632226287398
xk1,-2.3397803486406232
xk1,0.3659328830923719
xk1,1.754880731973446
xk1,1.8256396219594104
xk1,1.2815310302891592
xk1,0.7861724762838311
xk1,1.8322432489590283
xk1,1.4839514500245572
xk1,0.8094402641232554
xk1,-0.390716262463369
xk1,-0.7710631040286563
xk1,0.4995239245486737
xk1,4.800725665783912
xk1,10.723127571703069
xk1,13.782398798783586
xk1,-1.8841769025074235
xk1,-3.463158455773431
xk2,-0.5614835511103312
xk2,-1.111949894926141
xk2,-1.4716297370992109
xk2,-1.3689790471751344
xk2,3.0862881520650527
xk2,1.6903266352460897
xk2,-0.45235010742259246
xk2,0.13358053873036646
xk2,0.7138883607544463
xk2,2.1799626350300136
xk2,0.043085731206485366
xk2,-0.6073597639159888
xk2,-0.7996505778047499
xk2,-0.17350459294682566
xk2,1.721153987946584
xk2,6.315420968334511
xk2,9.976245025089522
xk2,7.648370713861644
xk2,-18.298941978690365
xk2,0.39932280629852984
xk3,-0.7068049718581884
xk3,-1.033196930989948
xk3,-1.4231184936470962
xk3,-1.575614808250894
xk3,3.474578356959541
xk3,-1.368680652015704
xk3,-0.8127841178945946
xk3,2.4008905038920627
xk3,1.703777764627299
xk3,2.4941251095655046
xk3,-0.9990755027925904
xk3,0.6069317354594701
xk3,0.3703462598484795
xk3,0.3159751844824355
xk3,1.6440780366201158
xk3,6.2907428596813
xk3,9.126124318125735
xk3,7.105237015897736
xk3,-19.961144763137867
xk3,21.438659329623707
uk,-0.498610352099243
uk,0.5031886796516948
uk,1.5179588046681909
uk,3.0194053784784636
uk,7.537902136988198
uk,-4.691152631703399
uk,-1.6589204412807683
uk,-0.3798093683631314
uk,-3.2607177210321643
uk,-1.1275016754089426
uk,-5.83397583737419
uk,-0.8494356215044965
uk,-1.7152848330781496
uk,0.3369231004820997
uk,2.012219609424841
uk,2.20232451191817
uk,-6.663530015670542
uk,-19.745650675541686
uk,-41.85504184949604
t1,1.0
t1,0.993642143039002
t1,0.9794304204875863
t1,1.0201755170033926
t1,1.1385081566010355
t1,1.100901201873747
t1,1.0723003142148286
t1,1.0755638438320911
t1,1.390808669991643
t1,1.3852377029253047
t1,1.3144072339512878
t1,1.291919480815301
t1,1.5181674298636658
t1,1.8166516573949667
t1,1.9467329105507103
t1,1.8178930017480748
t1,1.251558494978974
t1,0.9378368400357602
t1,1.5038326799515613
t1,1.4664510587310915
t2,-0.6
t2,-0.606357856960998
t2,-0.5811463800058776
t2,-0.42967609474438756
t2,-0.22931052964164195
t2,-0.20253019196242905
t2,-0.19066753566238914
t2,-0.16191583493672504
t2,-0.03222587941277727
t2,-0.030246478218124602
t2,0.5417667396643304
t2,0.5516103453412379
t2,0.2423505991433596
t2,0.8222204323801472
t2,0.6739503553129369
t2,0.6100194456008621
t2,0.30129411669150963
t2,-0.4969388273886053
t2,-0.4881222060142981
t2,0.1592561145849335
t3,0.3
t3,0.2993642143039002
t3,0.3049503837243774
t3,0.32749119741628907
t3,0.36948621019239286
t3,0.33198477974090024
t3,0.3402183395598731
t3,0.3406937069332493
t3,0.3453726843800064
t3,0.346582198674204
t3,0.31897272954474365
t3,0.315780764196574
t3,0.2905284996891723
t3,0.10296949394402038
t3,0.11123426681288726
t3,0.13696561532414483
t3,-0.01185240704762458
t3,-0.16336106480746282
t3,-0.3023093471567538
t3,-0.38170812297691437
t4,0.1
t4,0.10119148205378617
t4,0.09752801928047988
t4,0.07672239369239063
t4,0.029577917747839015
t4,0.1027642076817609
t4,0.10010320857115082
t4,0.10586832852124252
t4,0.15950770501394612
t4,0.1583028739737757
t4,0.08302982129230876
t4,0.08595080401579722
t4,0.06655891017185106
t4,-0.019081294608280355
t4,-0.022694065878353886
t4,0.03173057607494344
t4,-0.06753484935593577
t4,-0.03804874024921247
t4,-0.06892725459090948
t4,0.10375979061727719
t5,0.7
t5,0.7011914820537861
t5,0.6963459547444579
t5,0.6756379103609153
t5,0.6402888028120751
t5,0.6978620227296298
t5,0.686759949024787
t5,0.687659201694031
t5,0.7790249995701222
t5,0.7791563984849452
t5,0.7592722659897562
t5,0.764660852426409
t5,0.7186708289811623
t5,0.6511508747385072
t5,0.6410328590749329
t5,0.65833235487549
t5,0.5659182471693927
t5,0.6154381489290756
t5,0.5959950681521068
t5,0.6271606989339336
t6,1.5
t6,1.5119148205378616
t6,1.4813032464434888
t6,1.2463568895237576
t6,0.717162827906985
t6,1.4290519572712514
t6,1.4131169242729067
t6,1.397692755579152
t6,1.1954837405815977
t6,1.190556539468145
t6,1.1907995639752282
t6,1.2431871586788135
t6,1.1027006939815858
t6,0.9251122300604528
t6,0.9180634337801241
t6,0.9770992369737839
t6,0.7399325655082745
t6,1.2202138783068603
t6,0.8903520335130088
t6,1.3467315580554091
