Parameter,Case CE
Cost,109.65926537211261
xk1,-0.06562362582792283
xk1,-0.4542085398194954
xk1,-1.2034615886665863
xk1,-1.767394839585483
xk1,-1.905844699193255
xk1,-1.8796328922791339
xk1,-1.0898921638673282
xk1,-0.5242517838775955
xk1,0.5896314283220401
xk1,1.5282898132193719
xk1,1.4536292570403277
xk1,0.9945554898598695
xk1,-0.43742350310236605
xk1,-2.2473121688986923
xk1,-1.3063561533406922
xk1,3.4875588438773772
xk1,11.582478541508593
xk1,19.56013342633342
xk1,14.25625374360849
xk1,13.21249680635712
xk2,-0.09899135825204138
xk2,-0.606648880865412
xk2,-1.2604630119002853
xk2,-1.1852120878410612
xk2,-0.8130872575872485
xk2,-0.911908716606932
xk2,0.07574301678748464
xk2,0.08251812335806467
xk2,1.01830243817269
xk2,1.4059202633613397
xk2,0.24634940866810484
xk2,-0.06759382222428145
xk2,-1.251822384366493
xk2,-2.4596287065121745
xk2,0.9727509343813252
xk2,6.733137979137046
xk2,12.2001448058169
xk2,14.61431647652594
xk2,-1.274402884342247
xk2,6.1265566911194576
xk3,-0.12461205387919101
xk3,-0.6990373475843518
xk3,-1.2429416023256021
xk3,-1.0292873304706132
xk3,-1.1734885449675259
xk3,-1.8377951542786564
xk3,-0.4028068728435396
xk3,-0.9330288894831363
xk3,0.7910962993353517
xk3,1.0683931547956125
xk3,-0.012042854094160307
xk3,0.9446007522731402
xk3,-0.6788731765992263
xk3,-1.9988651206023202
xk3,2.1834493705875238
xk3,6.001645567016866
xk3,10.285579298807392
xk3,14.00262976005045
xk3,-1.8773611678226005
xk3,22.189187847029036
uk,-0.08790653514149323
uk,-0.2759141977211157
uk,0.4687833134667345
uk,2.258619786644521
uk,2.826935663857587
uk,2.7760587792186247
uk,4.4199858696324545
uk,1.4699507019878972
uk,2.352280305581003
uk,-0.840216110717124
uk,-3.2992545351794784
uk,-1.5552363666967364
uk,-3.0170293108940545
uk,-0.20274761679374692
uk,6.765947432363571
uk,4.153821133702881
uk,-3.4381269428908805
uk,-17.105079648167468
uk,-44.25928292893299
t1,1.0
t1,1.0002927153388403
t1,0.9960292233994661
t1,0.9647924272896435
t1,0.9311278174680138
t1,0.9634355686815268
t1,1.0765151324671394
t1,1.0613691472581774
t1,1.1624534430737077
t1,1.1948538689243902
t1,1.1685460387141675
t1,1.2043056599535096
t1,1.5316738482698093
t1,1.4989348853221949
t1,1.4691508958036814
t1,1.075380562718275
t1,1.3720251996083794
t1,1.5293280554065734
t1,1.2919747028495534
t1,0.9351575978769933
t2,-0.6
t2,-0.5997072846611596
t2,-0.6029676386769319
t2,-0.5573495203546425
t2,-0.4157085114104865
t2,-0.33999985065405647
t2,-0.2916071227494929
t2,-0.2798716328971829
t2,-0.3207787634831907
t2,-0.23091088496042528
t2,-0.16828347494917312
t2,-0.2857716489440868
t2,-0.12279371943183079
t2,-0.19922126753917035
t2,-0.22236795110466095
t2,-0.4415056820539179
t2,-0.8877053309499405
t2,-0.20858174461606405
t2,-0.19445480791952682
t2,-0.07438011294907662
t3,0.3
t3,0.30002927153388403
t3,0.299344479385574
t3,0.31030588808539145
t3,0.3441826020416907
t3,0.35714443228189735
t3,0.366766648111746
t3,0.3628538777135907
t3,0.3612367907165388
t3,0.349035818770664
t3,0.36257201357518415
t3,0.3481575712972323
t3,0.30829691051895347
t3,0.32073599320922835
t3,0.3211823818883662
t3,0.34713031166166664
t3,0.20920737551681634
t3,0.2131592187549348
t3,0.1401993211005222
t3,0.018220492772691
t4,0.1
t4,0.09988219724630837
t4,0.1007947895953258
t4,0.09285063928296726
t4,0.0686464858496558
t4,0.05699710345570352
t4,0.03775188232748148
t4,0.04838724585087825
t4,0.032577127928324255
t4,0.06492550348107701
t4,0.08038786164488607
t4,0.07965588910777519
t4,0.06540402535639453
t4,0.04608820295769114
t4,0.04203651737478656
t4,0.05524073678337336
t4,0.08185102905358196
t4,0.15205391808351726
t4,0.18492517014108695
t4,0.0720443808422569
t5,0.7
t5,0.6998821972463083
t5,0.7007096902241376
t5,0.6901479201205614
t5,0.6662851756300194
t5,0.6600348501518182
t5,0.6599488765001945
t5,0.6656236901761006
t5,0.6745652857151483
t5,0.6959042486609646
t5,0.6968681521122443
t5,0.7049166471761141
t5,0.7525070365966994
t5,0.738807596046391
t5,0.7387746304121515
t5,0.7930484962870546
t5,0.931140088299677
t5,0.8678752182199109
t5,0.8696362285913476
t5,0.7674589247675063
t6,1.5
t6,1.4988219724630838
t6,1.5083730191608293
t6,1.4365360276997179
t6,1.1711367022918227
t6,1.0069436944620789
t6,0.7972139957100983
t6,0.8661775028538549
t6,0.8005451556040566
t6,0.8940341814984153
t6,0.8550499880066567
t6,1.0098418554354522
t6,0.8355202586092599
t6,0.7633292242396107
t6,0.7644091978310422
t6,1.2501603050912313
t6,0.9480702514707461
t6,0.9023882258142829
t6,1.0174175942187809
t6,0.4369053694799847
