Parameter,Case Dual
Cost,[122.32956879]
xk1,-0.004365487168053785
xk1,-0.01150884980445031
xk1,0.0015874266925300642
xk1,0.016491604187465224
xk1,0.09607144265040582
xk1,0.15102604427878127
xk1,0.16604500605746247
xk1,0.14833443162814433
xk1,0.20645041479260565
xk1,0.3779422036120057
xk1,0.4934493920522482
xk1,0.32348257189816026
xk1,-0.09152176814491321
xk1,-0.008786675978036451
xk1,1.0915798111723996
xk1,3.8412519497149114
xk1,8.808457839279587
xk1,17.397515714133082
xk1,16.179647951832173
xk1,13.80246854875561
xk2,-0.0065851962254078735
xk2,-0.012137887357887216
xk2,0.016929279589472494
xk2,0.022427216011234263
xk2,0.11837616382368044
xk2,0.1126728995301494
xk2,0.06515057589825472
xk2,0.052454571630980364
xk2,0.1835041143756488
xk2,0.3642543582970556
xk2,0.3051735607441338
xk2,-0.07730744890443036
xk2,-0.41607803306953284
xk2,0.27359458628568695
xk2,1.7599395395154696
xk2,4.334910466120774
xk2,8.483446362513389
xk2,15.74821767606033
xk2,4.239357989002726
xk2,3.0740164258820055
xk3,-0.008289539904543564
xk3,-0.010980558225484034
xk3,0.025757258431478344
xk3,0.008121930256447694
xk3,0.13749418445744518
xk3,0.08138089498494153
xk3,0.08229612230221427
xk3,0.1343031547550956
xk3,0.29357658389936475
xk3,0.4100829068962605
xk3,0.27346743170090604
xk3,-0.024784236089894187
xk3,-0.14123074400760083
xk3,0.7507882476739611
xk3,1.831836559944961
xk3,4.271745846695825
xk3,8.819642318852383
xk3,17.311976428206233
xk3,1.5393300525684683
xk3,13.475114162044028
uk,-0.005847702573249075
uk,0.0067036474391860956
uk,0.0457653898178816
uk,-0.02097368103746431
uk,0.06603044737700653
uk,-0.2179001324369702
uk,-0.245844420055576
uk,-0.24026482484745793
uk,-0.15580818884688635
uk,-0.310403616264703
uk,-0.7692934055097026
uk,-1.027144380627467
uk,-0.5898528336809129
uk,0.7596103364871288
uk,0.5687344882345376
uk,-0.33465373116794034
uk,-3.575633173983111
uk,-9.451365593940025
uk,-41.733311720142375
t1,1.0
t1,0.9984406099863451
t1,0.9975078927242936
t1,0.9921361444428856
t1,1.005725003514824
t1,1.1847382744072492
t1,1.1685398723347367
t1,1.1544465857820305
t1,1.2948649094357956
t1,1.2905795171938337
t1,1.1790283921901434
t1,1.2502348116605377
t1,1.046373296877889
t1,1.040054595773793
t1,0.6027998501290837
t1,0.6028002946197433
t1,0.9977748839359477
t1,1.0517706555766764
t1,1.4796734389819544
t1,1.7775471953615258
t2,-0.6
t2,-0.6015593900136549
t2,-0.6020207217731006
t2,-0.5982019838915663
t2,-0.6795414981935823
t2,-0.6156781150311741
t2,-0.447609896929278
t2,-0.415377056253191
t2,-0.32330202828972465
t2,-0.2457495605887693
t2,-0.1250158141665614
t2,-0.05030755478929051
t2,0.18453897461499524
t2,0.20162968790727245
t2,-0.36236889294501606
t2,-0.3623693330060676
t2,0.20919383615593928
t2,0.24178898109583824
t2,0.42139531307902256
t2,0.6426611689684987
t3,0.3
t3,0.2998440609986345
t3,0.29992672035678397
t3,0.300789060783292
t3,0.2859449306776598
t3,0.25444869543907805
t3,0.24377445643623571
t3,0.2270741089380789
t3,0.20237470272940272
t3,0.19148900486167433
t3,0.19061032069244635
t3,0.16261398147547756
t3,0.18110985839167812
t3,0.17983096069301274
t3,0.13904076316995162
t3,0.1390407368401197
t3,0.17291579782320293
t3,0.1895495168050074
t3,0.1104573775135352
t3,0.15774364311483105
t4,0.1
t4,0.10000907538747189
t4,0.10000469378344255
t4,0.09981239690540054
t4,0.09943876812909047
t4,0.09833390882457721
t4,0.09602831765166257
t4,0.09953581007973332
t4,0.09341084930923842
t4,0.09743014592859207
t4,0.0739549674406156
t4,0.08251413657324143
t4,0.05216349379361587
t4,0.05420522305891441
t4,0.11808635772591801
t4,0.1180863584204041
t4,0.09860591642994802
t4,0.09279962489079407
t4,0.06063318094240768
t4,0.16110952760592387
t5,0.7
t5,0.7000090753874718
t5,0.7000034632740448
t5,0.6998131593253546
t5,0.6989956427069822
t5,0.6981472395660469
t5,0.6953946455195645
t5,0.697416752840073
t5,0.6957613480983628
t5,0.6974824128351764
t5,0.6793232653246698
t5,0.6873550264422655
t5,0.662556887880266
t5,0.6653921228065264
t5,0.7290686147660602
t5,0.7290685962101322
t5,0.6962910047845107
t5,0.6911924355735095
t5,0.6454217110639116
t5,0.7379919447112846
t6,1.5
t6,1.500090753874719
t6,1.500053119164075
t6,1.4980323471939374
t6,1.4963258921042966
t6,1.488151818302047
t6,1.4640799483901614
t6,1.505528296882589
t6,1.4550776026287195
t6,1.4764085604442545
t6,1.325287511433032
t6,1.405579357772313
t6,1.1283352834474245
t6,1.1623018944512151
t6,1.6085442695086414
t6,1.6085440200466055
t6,1.6082226775356034
t6,1.536371281268238
t6,0.9461077310969555
t6,1.5315830988025616
