Parameter,Case CE
Cost,14.655761113140699
xk1,-0.12667447147036806
xk1,-0.3232258351557457
xk1,-0.7175874820781073
xk1,-1.0255861268383408
xk1,-1.0182225773778453
xk1,-0.6977871304262594
xk1,-0.5183763494547949
xk1,-1.075015019273066
xk1,-1.58311812527903
xk1,0.3600130962977961
xk1,1.6520687853400526
xk1,2.085224095864327
xk1,0.4710576647728372
xk1,-2.116177250647873
xk1,-3.4592542806504127
xk1,1.1314791766109777
xk1,9.496110986486196
xk1,14.511990456704924
xk1,6.742385046937296
xk1,4.1960066131624005
xk2,-0.19108484471150822
xk2,-0.33602497541839105
xk2,-0.6735352242307159
xk2,-0.7064189794939804
xk2,-0.36642515258288505
xk2,-0.026645205820270437
xk2,-0.26049359770792374
xk2,-1.2774282688988419
xk2,-1.1867463486948142
xk2,2.4873374985523427
xk2,1.7769249233459614
xk2,0.2798985600552518
xk2,-1.5422207962952648
xk2,-2.8635567431787203
xk2,-1.9411039242675097
xk2,5.895026332236386
xk2,12.064267102396023
xk2,8.619686455282483
xk2,-7.382787231130433
xk2,1.8443195849731175
xk3,-0.24054066210298244
xk3,-0.2982532282813484
xk3,-0.7294005504373776
xk3,-0.7038623974193005
xk3,-0.5180929648185066
xk3,-0.4890561219706639
xk3,-0.886549154151585
xk3,-1.7038405828304914
xk3,-0.8579320110827134
xk3,3.1350414164458775
xk3,-0.5499615093717063
xk3,-0.15051218689204213
xk3,-0.3690197876797857
xk3,-1.3801736879869213
xk3,-0.9538419877727881
xk3,6.60553370311887
xk3,8.900914990775886
xk3,4.844290431326882
xk3,-6.489654531995461
xk3,17.40758959017627
uk,-0.16968727562043617
uk,0.20889118886874786
uk,0.2506790031009121
uk,1.2820811538321975
uk,1.862818317613455
uk,1.7278980311735113
uk,0.9653854546283711
uk,0.486541463687483
uk,2.652942340237273
uk,5.4014137453348265
uk,-3.838143132194603
uk,-1.8651377809972487
uk,-3.319889052914996
uk,-1.5455942621478518
uk,3.6515751425614535
uk,10.770449535387707
uk,-1.480049790200455
uk,-18.897427631989856
uk,-31.016489215365763
t1,1.0
t1,0.9995069123962813
t1,0.9994588612618553
t1,1.016596299180152
t1,1.0160875771760098
t1,1.0111725447338562
t1,1.0120279880745917
t1,0.9687226611598765
t1,1.2156724132734205
t1,1.2058532328563514
t1,1.364849934411749
t1,1.354590986267629
t1,1.4425860918829587
t1,1.5350260831146045
t1,1.5440859666650033
t1,1.6209671106296677
t1,1.5372849784109515
t1,1.5295706133645453
t1,1.6628779538647787
t1,1.6977335814961638
t2,-0.6
t2,-0.6004930876037187
t2,-0.5999988271158173
t2,-0.5779598427363304
t2,-0.5128830013449821
t2,-0.4583443465601786
t2,-0.4550991721176342
t2,-0.48510658008958984
t2,-0.4633525883754053
t2,-0.5771775148649629
t2,-0.5863832001162569
t2,-0.5746501858425981
t2,-0.517871099688618
t2,-0.5994172897442666
t2,-0.6578607592549793
t2,-0.5113311270369206
t2,-0.5001517578918807
t2,-0.4024965747004675
t2,-0.22494938554666083
t2,-0.24692573959153336
t3,0.3
t3,0.29995069123962814
t3,0.30003723744860017
t3,0.3011677243500388
t3,0.3206153926378353
t3,0.33772696671996044
t3,0.3385014150425376
t3,0.33673406923241267
t3,0.32335191011789816
t3,0.3657121206311148
t3,0.33586116937904403
t3,0.3116509077898606
t3,0.30523136200999124
t3,0.3075092171152878
t3,0.3081122484978177
t3,0.30431915959255035
t3,0.3148917629603923
t3,0.3303648686261849
t3,0.3288417810249373
t3,0.328292712976562
t4,0.1
t4,0.10011872755772566
t4,0.10005374932167682
t4,0.09754421903641065
t4,0.08165458227516194
t4,0.06839764198944402
t4,0.0676100179865053
t4,0.07657375441545299
t4,0.043653220989557165
t4,-0.004483748695555408
t4,0.027602461410063513
t4,0.016461655577559436
t4,0.03549396251683495
t4,0.022463968653580912
t4,0.009297852625906633
t4,0.02740461403802548
t4,0.05560140574218061
t4,0.05797808759150494
t4,0.04032632076831108
t4,0.03025870459375466
t5,0.7
t5,0.7001187275577256
t5,0.7000368278742574
t5,0.6977393632183622
t5,0.6842085642487145
t5,0.6765682875215011
t5,0.6764836446513938
t5,0.6752248666999744
t5,0.6678365333353072
t5,0.614657293564377
t5,0.6423681822825471
t5,0.6905873797256903
t5,0.7053482764733314
t5,0.7165664414951362
t5,0.718527788204339
t5,0.7183064353132937
t5,0.7240319327568904
t5,0.6981574529936772
t5,0.7202599793773631
t5,0.7151007466796064
t6,1.5
t6,1.5011872755772566
t6,1.5006222256102049
t6,1.4680023273078815
t6,1.3037902606227776
t6,1.1572852217506504
t6,1.149658748255529
t6,1.1979998489672428
t6,1.10402792131599
t6,0.7905539705962463
t6,1.288507611041009
t6,1.348668082841081
t6,1.3104019839795262
t6,1.2387889018157812
t6,1.2285840995784556
t6,1.1112222761847708
t6,1.3986269334729775
t6,1.3935456308601712
t6,1.1944682927670613
t6,1.1733608072034163
