Parameter,Case Dual
Cost,[95.46907808]
xk1,0.0
xk1,0.05490191941684468
xk1,0.7958155639843871
xk1,2.2862454332492113
xk1,4.719299268638132
xk1,5.469610466432953
xk1,6.500932769265128
xk1,2.3066233608933784
xk1,0.6771469208494104
xk1,1.2733971483871858
xk1,1.7606335315939166
xk1,1.4857769105122114
xk1,0.43455991236484326
xk1,-0.4749742843254202
xk1,-1.1709096247065298
xk1,-1.676697992243356
xk1,-2.024209465141947
xk1,-3.9093718822755794
xk1,-4.649744343374904
xk1,1.2804040629631055
xk2,0.0
xk2,0.08281796204749514
xk2,1.134781241270794
xk2,2.486992903319306
xk2,4.276398536933152
xk2,2.669040501803246
xk2,3.723000240875854
xk2,-2.804718896999066
xk2,-0.43266812539515076
xk2,3.287143630109121
xk2,1.1809538779252804
xk2,-0.7259136736121828
xk2,-0.5574193979607365
xk2,-0.266489541445328
xk2,-0.940756389879187
xk2,-1.3103430021093339
xk2,-1.178742921972769
xk2,-3.7099150894641526
xk2,-2.7873273962952756
xk2,7.280849441941302
xk3,0.0
xk3,0.10425270513258855
xk3,1.374418159978103
xk3,2.4336003377920874
xk3,4.392214111105334
xk3,2.3496534464572156
xk3,6.365344991898121
xk3,-2.4612510646275645
xk3,4.956285151367454
xk3,4.83703980276424
xk3,-1.533896001213746
xk3,-0.5540061175226594
xk3,1.5169776388439926
xk3,0.5711038068558738
xk3,-1.3540269867948296
xk3,-1.5150517088916846
xk3,-1.3684159836893017
xk3,-5.0312201507019365
xk3,-2.365165204347464
xk3,8.363093344709734
uk,0.07354414968610996
uk,0.7878473279326109
uk,-0.7853528062081031
uk,-2.6334190327166955
uk,-9.64303803734099
uk,-6.097701300687728
uk,-17.935127957093247
uk,2.043142220200757
uk,-2.828067139301691
uk,-7.603756762602535
uk,-1.386636954517094
uk,-0.7790139400422219
uk,-1.9219841802057644
uk,-0.841732954044977
uk,2.0251529385362566
uk,3.0321941751834722
uk,0.8577902900803548
uk,9.108432291254493
uk,15.207364197835766
t1,1.0
t1,1.0019360643280029
t1,0.9502125284016865
t1,0.7784651363700836
t1,0.7097751269879998
t1,0.7002934400794084
t1,1.4043062482639135
t1,1.4595441861255471
t1,1.768658716089805
t1,2.2010833310113713
t1,2.2984748871120315
t1,2.300033259273256
t1,2.3734084254566263
t1,2.3817204386986472
t1,2.4070736386266973
t1,2.3958908505771377
t1,2.3619865010185674
t1,2.2192461354564754
t1,2.2398853468394084
t1,2.169261351129766
t2,-0.6
t2,-0.5980639356719972
t2,-0.6538448571383125
t2,-0.5586277966480977
t2,-0.028872830358853685
t2,-0.03777685089322101
t2,0.15736615497977718
t2,0.37939483923830475
t2,0.4259884867450651
t2,-0.17453891100722557
t2,-0.05738985176665923
t2,-0.06372174909994957
t2,-0.09692814497351834
t2,-0.10706222237811112
t2,-0.12424590617686745
t2,-0.12313907352158401
t2,-0.21593942988759052
t2,-0.3963500359134207
t2,-0.29648419505593615
t2,-0.1918839363557741
t3,0.3
t3,0.30019360643280024
t3,0.29116308293819526
t3,0.33144075191189454
t3,0.4215975742953463
t3,0.4200671280171367
t3,0.4076452761226425
t3,0.38423712096051954
t3,0.2605267817984214
t3,0.32159222587267167
t3,0.2789935384586865
t3,0.278436686703553
t3,0.27736873463003286
t3,0.27882104321828377
t3,0.2780357583613797
t3,0.2745559999722584
t3,0.2728124084596392
t3,0.26774077073155794
t3,0.26596257806384693
t3,0.2800958722713432
t4,0.1
t4,0.09975309572483104
t4,0.10901930147293346
t4,0.09409328300777797
t4,0.04849594892429773
t4,0.0514587109293925
t4,0.11143808691341278
t4,0.21526207955584042
t4,0.12538426047534762
t4,0.12262941661420548
t4,0.09921612909129217
t4,0.09716981911064974
t4,0.07191470910008788
t4,0.06732835335101797
t4,0.08218556812644642
t4,0.08077222970639944
t4,0.10122550313564109
t4,0.1531135014704222
t4,0.14429908961475213
t4,0.16796657292498396
t5,0.7
t5,0.699753095724831
t5,0.7087616790114217
t5,0.6867607492114526
t5,0.6370938263796816
t5,0.6402350116453988
t5,0.6855100476551252
t5,0.7572263804351886
t5,0.7374185675733408
t5,0.5751559361610704
t5,0.6087775059834334
t5,0.6055215645597996
t5,0.6072241236790518
t5,0.6054562961567906
t5,0.6139391893430873
t5,0.6116030353764644
t5,0.6094642743454176
t5,0.6208386940283519
t5,0.5901028369731403
t5,0.5765743199799429
t6,1.5
t6,1.4975309572483104
t6,1.5914736454320257
t6,1.4763700423785924
t6,0.9216703512879783
t6,0.9584987463426285
t6,0.6303826758407552
t6,1.1183291642328546
t6,1.4459067765121048
t6,1.432416010477564
t6,1.6025203210090493
t6,1.6108937591462935
t6,1.5867921343067868
t6,1.5784429928216248
t6,1.5827183814996733
t6,1.602676264796453
t6,1.6554988270467768
t6,1.566056692233057
t6,1.437703685488767
t6,1.543341443928237
