Parameter,Case CE
Cost,73.73653744100586
xk1,0.05577913099513011
xk1,0.1393675323811368
xk1,0.020358317534681356
xk1,-0.038437506435267964
xk1,-0.21587573734160947
xk1,-0.3918785294266049
xk1,-0.7794548166026767
xk1,-1.2106661817336433
xk1,-0.5219337457306601
xk1,0.2737460422893413
xk1,0.9876671873820461
xk1,0.4891167466029972
xk1,-1.2670947948511335
xk1,-3.096575411009465
xk1,-2.9539575115068524
xk1,3.1118400769978733
xk1,12.78674610197041
xk1,18.229472381039947
xk1,10.291351853922441
xk1,9.356048359995517
xk2,0.08414121158889114
xk2,0.1434983695375118
xk2,-0.14581139489123368
xk2,-0.07395526399290742
xk2,-0.20423864247388787
xk2,-0.3360999114125509
xk2,-0.7239825663815618
xk2,-0.9379758351646752
xk2,0.6008878512848708
xk2,0.8564069916662246
xk2,0.6591228698149466
xk2,-0.5796736407325999
xk2,-2.257857528837283
xk2,-2.691823764003693
xk2,-0.4764640383663793
xk2,7.801143694793432
xk2,14.357516487700437
xk2,10.507830094055734
xk2,-5.879782993725174
xk2,6.298025664667138
xk3,0.10591843576168115
xk3,0.12571049420534286
xk3,-0.23279638247048418
xk3,0.11170873300000873
xk3,-0.21613210072310263
xk3,-0.3657339895081119
xk3,-0.8491924277543971
xk3,-0.9834256259939389
xk3,0.8212760548017857
xk3,-0.1497174741491151
xk3,0.10653498108947518
xk3,-0.6036450485654783
xk3,-1.686312241873527
xk3,-1.8025510750263602
xk3,-0.1567598068941605
xk3,7.7149904547655535
xk3,11.296166961007115
xk3,7.3615966257713445
xk3,-3.6174302313373676
xk3,24.254746964032957
uk,0.07471922953319485
uk,-0.09594720960529775
uk,-0.49138108867542707
uk,0.2669986026241055
uk,-0.21837935805303263
uk,0.27343208820999604
uk,0.3430584649620201
uk,1.2981017945377782
uk,3.3527205163635516
uk,-0.05476093367818634
uk,-0.07628279548943985
uk,-1.984318697982157
uk,-1.4111422925355956
uk,2.1296236347154114
uk,6.204908983455469
uk,10.147790786683316
uk,-3.7584488752760583
uk,-24.40891767294592
uk,-37.12724686241087
t1,1.0
t1,0.9993296330849681
t1,0.9963662503416085
t1,0.9967666742306555
t1,1.0012318860372587
t1,0.9705822725618606
t1,0.9531918185379887
t1,0.9371287562509822
t1,1.0005313655982706
t1,0.9969999056945018
t1,1.1469768419018147
t1,1.2046975922392043
t1,1.2857322751720701
t1,1.2865786727768478
t1,1.2684226996401602
t1,1.5141718921176068
t1,1.4602032597647314
t1,1.3489102657292222
t1,1.4755534872346587
t1,1.2709578209471384
t2,-0.6
t2,-0.6006703669150318
t2,-0.5998179092567409
t2,-0.615367880550056
t2,-0.6137337101792124
t2,-0.6085459374807256
t2,-0.6023926551067995
t2,-0.5508036381283836
t2,-0.34531805720092523
t2,-0.364176029333276
t2,-0.3273949419412326
t2,-0.2843820463595431
t2,-0.2987164623646482
t2,-0.3003651657584838
t2,-0.3634511332272094
t2,-0.23387952750384672
t2,-0.06642137217050628
t2,-0.5995504367666435
t2,-0.4859549624280989
t2,-0.2969077177872
t3,0.3
t3,0.2999329633084968
t3,0.3004935971001112
t3,0.29723487120287984
t3,0.2966570523330985
t3,0.2956828916976493
t3,0.29884692925684037
t3,0.30352990390383733
t3,0.32423798274161936
t3,0.3125982695847807
t3,0.2900327219402875
t3,0.2815677482284909
t3,0.2829151004409314
t3,0.2829053860311253
t3,0.2797547250986713
t3,0.2662129745040406
t3,0.2663576058665903
t3,0.20395376038525354
t3,0.15630426387048924
t3,0.0655322140312815
t4,0.1
t4,0.10006691027891015
t4,0.09971073515284887
t4,0.10188772758667142
t4,0.10212545409336947
t4,0.10576395830348245
t4,0.10531857664899687
t4,0.10413086076321237
t4,0.08140740123949325
t4,0.09319587038398686
t4,0.09391396767902496
t4,0.10617758367618069
t4,0.10767214690447233
t4,0.1074620445169336
t4,0.1048028712659373
t4,0.07697815663691261
t4,0.1208288095762953
t4,0.0965730579827877
t4,0.10560193391597124
t4,0.18134393893436462
t5,0.7
t5,0.7000669102789101
t5,0.6996220980512587
t5,0.7017542622109115
t5,0.7022604417271873
t5,0.7043506830951002
t5,0.7037699373839238
t5,0.7032977477568054
t5,0.6866343445765831
t5,0.6961030996007682
t5,0.7389783893204216
t5,0.7386198117268781
t5,0.7370195092295795
t5,0.7371218202709159
t5,0.7423263208018398
t5,0.7364960993824736
t5,0.7614378479408824
t5,0.7884424639353503
t5,0.8357806960147132
t5,0.8163261698516843
t6,1.5
t6,1.5006691027891015
t6,1.4975514283271445
t6,1.5207377967881424
t6,1.5220429748270166
t6,1.5389196961102816
t6,1.532323288199214
t6,1.513304151169506
t6,1.2833533298302795
t6,1.4071612392598003
t6,1.3318494439717394
t6,1.3524270948450468
t6,1.28197077027025
t6,1.2805620753337466
t6,1.3029261904065161
t6,0.983668266028835
t6,1.139654412606279
t6,1.1876765022770615
t6,0.7001508717237928
t6,0.8383205930221416
