Parameter,Actual values,Case 2 : CE,Case3 : Dual,,diffrence in controlers,CE offset,Dual offse
xk_1,0.5,0.5,0.5,,0.0,0.0,0.0
xk_1,0.5,0.5000218180270107,0.5000218180270107,,0.0,-2.1818027010733765e-05,-2.1818027010733765e-05
xk_1,0.5,0.4997811136794558,0.4997811136794558,,0.0,0.000218886320544176,0.000218886320544176
xk_1,0.5,0.5008594377202631,0.5008594377202631,,0.0,-0.0008594377202630898,-0.0008594377202630898
xk_1,0.5,0.5002880182334375,0.5002880182334375,,0.0,-0.00028801823343749255,-0.00028801823343749255
xk_1,0.5,0.4991938547285408,0.4991938547285408,,0.0,0.0008061452714592243,0.0008061452714592243
xk_1,0.5,0.4996982245529445,0.4996982245529445,,0.0,0.00030177544705550785,0.00030177544705550785
xk_1,0.5,0.5014104847953881,0.5014104847953881,,0.0,-0.0014104847953880784,-0.0014104847953880784
xk_1,0.5,0.5003532487638112,0.5003532487638112,,0.0,-0.00035324876381115367,-0.00035324876381115367
xk_1,0.5,0.5002062864776688,0.5002062864776688,,0.0,-0.0002062864776688489,-0.0002062864776688489
xk_1,0.5,0.5022037256930612,0.5022037256930612,,0.0,-0.0022037256930611537,-0.0022037256930611537
xk_1,0.5,0.5032328266030991,0.5032328266030991,,0.0,-0.0032328266030990926,-0.0032328266030990926
xk_1,0.5,0.5008837150976087,0.5008837150976087,,0.0,-0.0008837150976086505,-0.0008837150976086505
xk_1,0.5,0.49998062663884035,0.49998062663884035,,0.0,1.937336115964694e-05,1.937336115964694e-05
xk_1,0.5,0.5005034484544694,0.5005034484544694,,0.0,-0.0005034484544693685,-0.0005034484544693685
xk_1,0.5,0.5015023816678119,0.5015023816678119,,0.0,-0.001502381667811914,-0.001502381667811914
xk_1,0.5,0.5023139269389566,0.5023098712510363,,4.055687920279105e-06,-0.002313926938956601,-0.0023098712510363217
xk_1,0.5,0.5028638257120218,0.5028613079733243,,2.5177386975272498e-06,-0.002863825712021817,-0.0028613079733242897
xk_1,0.5,0.5036836936860805,0.5036824523868996,,1.2412991808874452e-06,-0.003683693686080458,-0.0036824523868995707
xk_1,0.5,0.50214257071654,0.5021421226315201,,4.4808501986626226e-07,-0.0021425707165400043,-0.002142122631520138
xk_1,0.5,0.5002308149859852,0.5002307428777213,,7.210826391546021e-08,-0.000230814985985206,-0.00023074287772129054
xk_1,0.5,0.4990142593753016,0.49901431124527673,,-5.186997514838865e-08,0.0009857406246984168,0.0009856887547232684
xk_1,0.5,0.5001855811348667,0.5001856509914642,,-6.985659750657902e-08,-0.0001855811348666636,-0.0001856509914641702
xk_1,0.5,0.501848001548679,0.501848057039792,,-5.549111292690867e-08,-0.0018480015486790347,-0.0018480570397919616
xk_1,0.5,0.5011345627678249,0.5011346006989318,,-3.7931106922073354e-08,-0.0011345627678248649,-0.001134600698931787
xk_1,0.5,0.5010324365934096,0.5010324609575904,,-2.4364180783997824e-08,-0.0010324365934095692,-0.0010324609575903532
xk_1,0.5,0.503072468574263,0.5030724849247296,,-1.6350466536252384e-08,-0.003072468574263021,-0.003072484924729557
xk_1,0.5,0.5048374890806774,0.5048375009731346,,-1.1892457241202692e-08,-0.004837489080677382,-0.004837500973134623
xk_1,0.5,0.5047141616876333,0.5047141710409633,,-9.353329999406412e-09,-0.004714161687633278,-0.0047141710409632775
xk_1,0.5,0.5014144755919105,0.5014144834612946,,-7.869384033298843e-09,-0.0014144755919105467,-0.00141448346129458
xk_1,0.5,0.5002319373788465,0.5002319443381094,,-6.959262832673119e-09,-0.0002319373788465251,-0.00023194433810935777
xk_1,0.5,0.5002417659494071,0.5002417721779583,,-6.228551230336166e-09,-0.00024176594940705787,-0.0002417721779582882
xk_1,0.5,0.4984654418999832,0.49846544745735605,,-5.557372839692931e-09,0.0015345581000167918,0.0015345525426439521
xk_1,0.5,0.497971381193766,0.4979713861497187,,-4.9559527037779105e-09,0.002028618806234006,0.0020286138502813023
xk_1,0.5,0.49840798132303515,0.49840798572383493,,-4.400799780146514e-09,0.0015920186769648459,0.0015920142761650657
xk_1,0.5,0.49840536346681624,0.49840536736707525,,-3.9002590046521846e-09,0.0015946365331837575,0.0015946326329247529
xk_1,0.5,0.4984522506207795,0.4984522540591481,,-3.4383685898475846e-09,0.0015477493792204755,0.0015477459408518857
xk_1,0.5,0.5017128579567413,0.501712860984824,,-3.028082784517494e-09,-0.0017128579567412539,-0.0017128609848240384
xk_1,0.5,0.5027671796947756,0.5027671823829133,,-2.688137712425487e-09,-0.002767179694775579,-0.0027671823829132913
xk_1,0.5,0.5004038246160488,0.5004038269886922,,-2.372643415071707e-09,-0.00040382461604882014,-0.0004038269886922352
xk_1,0.5,0.5018666430839631,0.5018666451650391,,-2.0810759782108335e-09,-0.0018666430839631154,-0.0018666451650390936
xk_1,0.5,0.5033233848889432,0.5033233867373406,,-1.848397324089035e-09,-0.003323384888943237,-0.0033233867373405612
xk_1,0.5,0.5003539521602809,0.5003539538020831,,-1.64180224970778e-09,-0.0003539521602808904,-0.0003539538020831401
xk_1,0.5,0.5019380916372548,0.5018143664194425,,0.00012372521781223167,-0.0019380916372547796,-0.001814366419442548
xk_1,0.5,0.5037824380419484,0.5036076246995408,,0.00017481334240765367,-0.003782438041948444,-0.00360762469954079
xk_1,0.5,0.5053110463539409,0.50517610825121,,0.00013493810273090823,-0.0053110463539408626,-0.005176108251209954
xk_1,0.5,0.5083575288599458,0.5082777270794844,,7.980178046140818e-05,-0.008357528859945784,-0.008277727079484376
xk_1,0.5,0.5110071915506166,0.5109669361964583,,4.0255354158302836e-05,-0.01100719155061658,-0.010966936196458277
xk_1,0.5,0.5058497421706133,0.505834226190015,,1.5515980598346246e-05,-0.005849742170613292,-0.005834226190014946
xk_1,0.5,0.5036291834496263,0.5035108389985065,,0.00011834445111980063,-0.003629183449626261,-0.0035108389985064603
xk_1,0.5,0.5047257433502286,0.5045557561076314,,0.00016998724259720266,-0.004725743350228573,-0.00455575610763137
xk_1,0.5,0.5075516123200352,0.5074232794986991,,0.0001283328213360635,-0.007551612320035206,-0.007423279498699142
xk_1,0.5,0.5086979388075228,0.5086214433632007,,7.649544432208888e-05,-0.008697938807522787,-0.008621443363200698
xk_1,0.5,0.5068267744411373,0.5067906050089321,,3.6169432205190866e-05,-0.006826774441137329,-0.006790605008932138
xk_1,0.5,0.5047325679527643,0.5047200781830714,,1.2489769692924924e-05,-0.004732567952764333,-0.004720078183071408
xk_1,0.5,0.5031748598595032,0.5031729655222724,,1.894337230745613e-06,-0.003174859859503165,-0.0031729655222724196
xk_1,0.5,0.5006109628015754,0.5006126352979705,,-1.6724963951553207e-06,-0.0006109628015753543,-0.0006126352979705096
xk_1,0.5,0.5013671175390488,0.5013688022461773,,-1.6847071284686876e-06,-0.0013671175390488344,-0.001368802246177303
xk_1,0.5,0.5046280178616271,0.5046290394008154,,-1.0215391882395508e-06,-0.004628017861627143,-0.004629039400815382
xk_1,0.5,0.5038008047542746,0.5038015248951992,,-7.201409246704316e-07,-0.003800804754274578,-0.0038015248951992486
xk_1,0.5,0.5047348350813856,0.5047349432506671,,-1.081692815319002e-07,-0.004734835081385613,-0.004734943250667145
