Parameter,Case Opt,Case CE,Case Dual
Cost,1.47540776,21.1029969194,4159.61500021
xk1,0,-0.128748731,0
xk1,-0.0347668384,-0.6563437656,-0.1299112042
xk1,0.1015083641,-1.2088639116,-0.1186933375
xk1,-0.1233206504,-1.3623742684,0.0559767531
xk1,-0.329611861,-2.0022286484,0.1160331476
xk1,0.4014195628,-1.6772678482,0.3052073733
xk1,0.8402306724,-0.9865808182,0.3313047888
xk1,0.6157901452,-0.8950779699,0.3563853167
xk1,-0.8722445643,-0.3161118137,0.6959549582
xk1,-0.7528623294,0.2915462084,1.0945718334
xk1,-1.4888191326,1.2890802687,1.4435415399
xk1,3.4081684635,1.548690167,2.0054758162
xk1,2.3010494232,0.6219004215,1.8826607577
xk1,-0.1186239126,-1.6098468747,0.9672362371
xk1,-6.7300997396,0.0206571479,-0.1734661627
xk1,-2.5149595201,5.1903890527,-0.6087268372
xk1,9.4335721942,15.308018804,-3.7062199741
xk1,14.0996258669,20.2526967961,-10.5658329382
xk1,2.8941501178,11.4575180888,-32.5659947959
xk1,-0.427172665,5.7471152808,-54.408648214
xk2,0,-0.1942138067,0
xk2,0.1653954343,-0.8360417499,-0.1959673648
xk2,0.2098084655,-1.0157102891,-0.0236223374
xk2,0.4012833762,-0.5694859036,0.2492312929
xk2,0.9068424227,-1.5576265548,0.0524171009
xk2,1.1964618995,-0.5382846722,0.2489854669
xk2,1.5165648107,0.2917922415,0.1871165844
xk2,0.9312610257,-0.7366366,0.1725514244
xk2,0.1722763672,0.0811719395,0.7014587
xk2,-0.691956134,0.8113927934,0.9054169884
xk2,3.8067457692,1.3969276937,0.8856718591
xk2,5.0771382545,0.6180511405,1.4438948477
xk2,2.7691675713,-0.8494935942,0.7461220513
xk2,-5.4288427808,-2.6715591369,-0.4903921787
xk2,-5.1381449451,2.5525379227,-0.8588672451
xk2,6.3969983572,8.0621383903,-0.1152796032
xk2,16.1832464003,15.6636129649,-4.6948707324
xk2,7.5964772667,11.498697013,-11.8038263486
xk2,-13.5666500517,-6.0579898627,-36.1757275905
xk2,0.4756095084,-0.0621591282,-43.2246912607
xk3,0,-0.2444794486,0
xk3,0.2669578741,-0.9256392156,-0.2466868549
xk3,-0.0173149586,-0.8353761917,0.0981922307
xk3,-0.1716247389,-0.5734063811,0.2256793586
xk3,0.3251592043,-2.4892393088,-0.1880130273
xk3,0.1092980464,-0.4919659848,0.3734486616
xk3,0.7999768327,-0.4877154242,0.1944914637
xk3,0.0879903417,-2.1118586435,0.2854083908
xk3,-0.3535062826,0.3136823841,0.9830530505
xk3,-1.8228267236,0.6172884156,0.8819319586
xk3,4.9582456125,1.0398459725,0.9910155989
xk3,0.2905695047,0.2527426153,2.0222023811
xk3,0.6151951412,-0.4021257069,0.9254492047
xk3,-7.9582403923,-1.7943672118,0.1488820782
xk3,0.2301121906,4.9734529385,0.3416807364
xk3,7.8485017263,6.8296282575,0.6555391818
xk3,10.1094230231,14.588826677,-6.3808377773
xk3,-1.3518959407,9.113898302,-12.2908808579
xk3,-12.9761965451,-3.2976049341,-40.5169021214
xk3,0,17.4785429601,-38.9535963757
uk,0.6284872564,-0.1724658603,-0.1740230569
uk,-0.8604101044,-0.2268260722,0.4992727147
uk,-2.1679112105,1.2735432431,0.2396446645
uk,-2.5876265601,2.2020466759,-0.4179935446
uk,-0.8061323975,0.8825153123,0.2840577053
uk,-2.1264438155,5.1304023749,-0.6899173379
uk,-4.2030513723,2.7062008844,-0.4903173833
uk,-5.3818420766,0.5954055948,-0.1333376145
uk,0.7506956725,3.6967404894,-1.3808967331
uk,-2.4798225579,0.6161552677,-1.7927713669
uk,-0.4257683135,-0.244723016,-1.7255822379
