Parameter,Case Opt,Case CE,Case Dual
Cost,2.80223365,25.0498362216,2024.44019834
xk1,0,0.1848763614,0
xk1,0.125959874,0.418737787,0.2529720513
xk1,0.1032391806,0.9881258867,0.879578765
xk1,-0.1470010397,1.6268721508,2.1793421668
xk1,-0.603086969,2.259920335,3.5074918248
xk1,0.2976518239,1.6654603235,3.976588312
xk1,-0.148112753,0.6298125601,2.4498507449
xk1,1.3407712695,-0.4483013123,1.9394522929
xk1,-0.8480230524,0.2408695706,1.7324051034
xk1,-1.2661790488,1.1391250223,1.3637290881
xk1,-0.2054071754,1.8410684817,1.5052286703
xk1,2.0215853133,1.3794585445,1.0741587402
xk1,3.4227285463,-0.9529383771,0.8832675664
xk1,-2.2929388442,-1.7752903876,0.4877032423
xk1,-6.3446487501,-1.5842951337,0.0218877731
xk1,-2.6587731333,2.0558327157,-0.8325919282
xk1,7.9267193508,9.6521493966,-1.9400945351
xk1,13.9349759319,16.6692450787,-6.0914565822
xk1,1.3127119039,9.2905159087,-17.8729315864
xk1,0.7866725545,6.2211688538,-32.7538042801
xk2,0,0.2788807776,0
xk2,0.1695711193,0.4104698631,0.381601215
xk2,0.0037394526,0.9571506866,1.0241598407
xk2,-0.575111031,1.3072774823,2.1907763531
xk2,-0.1065556884,1.5257069861,2.6782319478
xk2,0.0583492903,0.0343811678,1.9238839328
xk2,1.8272201749,-0.6274637401,-0.5075916693
xk2,0.2494044109,-0.6813087883,1.0375890404
xk2,-1.0275313674,1.3406106142,1.5505353989
xk2,-1.2084171191,1.4099906978,0.2212597099
xk2,1.1525222183,0.928799774,0.7679742163
xk2,3.8678377941,-0.0688695892,0.3922169923
xk2,0.0022444627,-2.5756941399,0.3406135353
xk2,-5.651742866,-0.9119920211,-0.0138195221
xk2,-5.4584512312,0.2793831878,-0.3212795878
xk2,5.9942580498,4.3734738557,-1.076703662
xk2,16.6809893604,11.2976830928,-1.8190343209
xk2,6.7344850606,12.8376654945,-6.829351455
xk2,-13.3902574652,-5.9518971359,-19.8490222539
xk2,0.9791915251,0.9918988729,-27.9977546696
xk3,0,0.3510596649,0
xk3,0.2079472577,0.3346518413,0.4803659392
xk3,-0.0898903352,1.0841825259,1.0401090307
xk3,-0.4863391806,1.3497166272,2.2907168285
xk3,0.3528763533,1.7773655188,2.6355582653
xk3,-0.3228879192,0.1853350532,2.2964920847
xk3,2.3584162258,0.6578284133,0.5521551459
xk3,-2.0674840975,0.37614762,4.0529584438
xk3,-0.246951715,2.0337880665,2.1773944295
xk3,-1.0739458461,0.2868290607,-0.1167068122
xk3,1.785233371,0.5556538506,1.9527296507
xk3,3.2028150221,0.4628661016,0.8097945929
xk3,-2.8388896912,-1.9570400584,0.881139874
xk3,-3.8331332785,1.1082293366,0.3160953122
xk3,-2.1383350862,-0.2948115107,0.0253442632
xk3,8.237103895,3.7800059678,-0.9691523542
xk3,10.9972927373,10.7478255278,-1.7259415602
xk3,-4.4040159768,11.0220493471,-8.1181802924
xk3,-11.7140780116,-8.0897972976,-21.9783432148
xk3,0,17.1234626853,-26.787177948
uk,0.1054024138,0.2476521316,0.3388703966
uk,-0.3928889138,-0.3758615907,-0.1036118906
uk,0.1065302354,-0.1765761736,-0.6870284992
uk,-0.1047078261,-1.5752935757,-3.5999872345
uk,2.3352686706,-2.495504781,-6.1996474785
uk,-2.4765190714,-5.017729564,-7.9186006447
uk,-0.6914771842,-2.3221332518,-1.6071115844
uk,-4.0373079357,-1.4862648654,-5.5330552725
uk,1.7199533019,1.6493609235,-4.8173562939
uk,4.3498158067,-2.0859103645,-0.5991172267
uk,-0.1765342815,-1.483050222,-3.6876506642
uk,-4.6615862724,-2.9899952986,-1.8364336351
uk,-8.5799559542,-4.0217916045,-2.0181141619
uk,5.4321854065,3.9275031754,-1.0719760195
