Parameter,Case Opt,Case CE,Case Dual
Cost,1.09023928,82.5710588179,7848.10096832
xk1,0,0.155341979,0
xk1,-0.0427522244,0.3605783889,0.2363014601
xk1,0.2408391378,0.6716059303,0.9810956483
xk1,0.217524416,0.7078847612,2.2642042983
xk1,-0.5532546852,0.8388493905,3.5806097943
xk1,-0.5851447759,1.3458580445,3.2812433892
xk1,0.5126982891,1.6467232579,3.1040249765
xk1,1.3188481437,1.4708318752,2.0318024265
xk1,-0.8693163945,1.1747456083,1.1156964901
xk1,-1.3705027845,1.8742819754,0.8095395012
xk1,-1.1636568581,-1.0722234227,0.3242314699
xk1,2.6591087682,-3.1568337479,0.354095059
xk1,2.566283575,-5.8584950461,0.1150861747
xk1,-1.0559905535,-5.7458387411,-0.2205837773
xk1,-5.9742476927,-3.9442304109,-0.5450511144
xk1,-3.2849323392,-3.7103293729,-1.6241444536
xk1,9.0709004878,3.1393856855,-3.6386344159
xk1,14.2734041857,-0.4413127666,-10.6505918627
xk1,3.8814537516,0.1064296002,-30.4924523513
xk1,-0.2654798107,4.8596420972,-66.0465856467
xk2,0,0.23432898,0
xk2,0.1651879669,0.3580726671,0.3564541001
xk2,0.5026787761,0.5544555856,1.1972463644
xk2,-1.0838207759,0.2925097871,2.2002608018
xk2,-1.0788839789,0.5044258317,2.6593773479
xk2,0.4614102513,1.2380856609,0.8332830462
xk2,1.298470612,1.0270037812,1.3469733796
xk2,-0.6464722097,0.3404563134,0.5271367548
xk2,-2.0151854337,0.3703036076,-0.0332161697
xk2,-2.2357119689,1.942668865,0.5292651307
xk2,1.5328285887,-3.5427858875,-0.0359516586
xk2,3.4780033634,-3.4752135187,0.2196489703
xk2,0.6817400939,-3.9908818083,-0.0830801124
xk2,-6.4428315965,-1.9398223012,-0.4266881232
xk2,-6.9444748582,-0.2047625298,-0.470857966
xk2,5.5020936875,-2.6948524191,-1.7361823258
xk2,16.1231224765,7.6499330175,-3.6252422462
xk2,7.2538019532,-4.7511911388,-11.7369069324
xk2,-13.4617893739,-1.1224233397,-33.4648565023
xk2,0.0912109804,9.5687380852,-63.2162302297
xk3,0,0.2949770925,0
xk3,0.2698897091,0.2977769763,0.4487103128
