Parameter,Case Opt,Case CE,Case Dual
xk2,-13.4257719875,-8.9195230014,-21.3703031525
xk2,-0.4209257506,4.2741672098,-9.9158507016
xk3,0,0.2212656562,0
xk3,0.1707891263,0.418278952,-0.4111329597
xk3,-0.2235918685,0.1403864382,-0.1212038792
xk3,-0.1957803332,0.6143132862,-0.8668732935
xk3,-0.6763214346,0.4105550646,-1.2842568953
xk3,0.4277896343,0.4610812053,-1.4757179037
xk3,0.8507158128,0.6360756328,-0.0066770885
xk3,-0.4091864458,0.1108827116,-1.9537088955
xk3,-2.4868924075,1.0721808264,-1.1798218397
xk3,0.4691089975,2.2839696862,-1.031998681
xk3,1.8659315998,0.9868343207,-0.5723542953
xk3,2.5756323444,-2.5322275901,-2.0149899222
xk3,-2.1004540964,-1.2646689647,-1.5469516768
xk3,-6.3108393615,-2.4506225373,-2.5672292126
xk3,0.1862802476,1.763998454,-0.8329999843
xk3,6.014720846,7.5006543304,-3.8158489408
xk3,12.9851545314,9.7110842267,-3.9260733021
xk3,-1.6018434114,4.9398322565,-8.4886038843
xk3,-11.9522638346,-4.3919619058,-24.7876353821
xk3,0,21.8094979825,-3.7370248891
uk,-0.223988331,0.1560898753,-0.2900304437
uk,0.4726328481,-0.0906252808,0.6311484076
uk,-0.2670048143,-0.8557544282,0.0190744226
uk,1.9383710971,-0.4246871028,1.0756698884
uk,2.3228647733,-1.2826608182,2.1938837748
uk,1.0203550674,-0.9883586683,4.3200601386
uk,-0.9073721119,-0.8239473668,0.8325455398
uk,0.7915445012,-1.3801579622,3.0484309513
uk,2.11703371,0.0647077256,1.9161617931
uk,5.817258447,-0.4399925322,2.3120731604
uk,1.2938988792,-4.1124565788,0.8020650758
uk,-5.3836657507,-6.2938002283,3.2636969929
uk,-4.2006878866,0.8139088038,2.6348849017
uk,4.5119872446,2.8145824213,6.0998251895
uk,20.992036207,11.0402309464,1.8455221953
uk,4.1491366729,8.3264693455,5.4740598839
uk,-24.974886249,-6.8641425224,3.5636109861
uk,-24.3152218171,-26.6549569596,1.8656495718
uk,13.2984180787,-33.4048130055,50.7768580175
t1,1.8,1,1
t1,1.8,0.9987611888,0.9919722238
t1,1.8,0.9892281356,0.9916967809
t1,1.8,0.989086833,1.0507762065
t1,1.8,1.0303518732,1.0815594072
t1,1.8,1.0407514884,1.1013146509
t1,1.8,1.0716078421,1.0536015019
t1,1.8,1.120296208,1.4044056624
t1,1.8,1.099219566,1.3900851182
t1,1.8,1.0155751526,1.4559295664
t1,1.8,0.8992180732,1.4349442799
t1,1.8,0.9032849962,1.5469509209
t1,1.8,0.8433836252,1.5365577881
t1,1.8,0.9573893687,1.4629727262
t1,1.8,1.2106487446,1.3266292952
t1,1.8,1.1853935428,1.7514291635
t1,1.8,1.1743384859,1.8199601656
t1,1.8,1.1737131651,0.3028607409
t1,1.8,1.2944547163,0.2864364482
t1,1.8,1.1731939858,0.2198334298
t2,-1.01,-0.6,-0.6
t2,-1.01,-0.6012388112,-0.6080277762
t2,-1.01,-0.5996505943,-0.6227082712
t2,-1.01,-0.5974964366,-0.5899604233
t2,-1.01,-0.5480376662,-0.5396701746
t2,-1.01,-0.5403403519,-0.4028503011
t2,-1.01,-0.5314088397,-0.4945076682
t2,-1.01,-0.5729063525,-0.3122558352
t2,-1.01,-0.5841660245,-0.2964036198
t2,-1.01,-0.5553316621,-0.2765087934
t2,-1.01,-0.4503058962,-0.2491399325
t2,-1.01,-0.3332367802,-0.2531509613
t2,-1.01,-0.3317285371,-0.2812614806
t2,-1.01,-0.5598829677,-0.0501874715
t2,-1.01,-0.3165645514,-0.1549884726
t2,-1.01,-0.3102023432,0.4006862555
t2,-1.01,-0.288979499,0.3807128762
t2,-1.01,-0.3409636564,-0.2367967619
t2,-1.01,-0.3058110524,1.4487356442
t2,-1.01,-0.2316762835,1.4846796951
t3,0.58,0.3,0.3
t3,0.58,0.2998761189,0.2991972224
t3,0.58,0.3010608524,0.2958476447
t3,0.58,0.3015026241,0.2908447876
t3,0.58,0.3034167654,0.3123371145
t3,0.58,0.3057873357,0.3515369429
t3,0.58,0.3077358707,0.3286141363
t3,0.58,0.317560863,0.2954254673
t3,0.58,0.3242776802,0.2924864655
t3,0.58,0.335163353,0.2909652655
t3,0.58,0.3660351558,0.2865337479
t3,0.58,0.3805154021,0.2887555373
t3,0.58,0.3855919585,0.2968715828
t3,0.58,0.3707602924,0.3221182223
t3,0.58,0.365808368,0.317280454
t3,0.58,0.3631540209,0.2838882853
t3,0.58,0.365102807,0.2973357932
t3,0.58,0.3630998916,0.0399314784
t3,0.58,0.3563441399,0.18963088
t3,0.58,0.3395644042,0.1470564466
t4,0.3,0.1,0.1
t4,0.3,0.1001568936,0.1011465036
t4,0.3,0.0996449092,0.1034834276
t4,0.3,0.0993398847,0.1035100056
t4,0.3,0.0962537993,0.0875667783
t4,0.3,0.0934324016,0.0585131286
t4,0.3,0.0877866208,0.0864093288
t4,0.3,0.0654153056,0.0736966882
t4,0.3,0.0597575843,0.0801718905
t4,0.3,0.0519341473,0.062664721
t4,0.3,0.0336049497,0.0675314316
t4,0.3,0.0157554118,0.0351414476
t4,0.3,0.0183804616,0.0321716812
t4,0.3,0.043530262,-0.0017951153
t4,0.3,0.0883750826,0.0241614962
t4,0.3,0.0936876423,-0.0462171028
t4,0.3,0.0966965718,-0.0512077068
t4,0.3,0.0948432453,-0.0889065361
t4,0.3,0.0868848203,0.0022182868
t4,0.3,0.1196841177,-0.0039780033
t5,0.5,0.7,0.7
t5,0.5,0.7001568936,0.7011465036
t5,0.5,0.6993391152,0.7038178054
t5,0.5,0.6990255402,0.7055978712
t5,0.5,0.6989757974,0.6936271615
t5,0.5,0.6974337281,0.6733980348
t5,0.5,0.6964082428,0.6917805558
t5,0.5,0.6912079959,0.7324904268
t5,0.5,0.687805401,0.736897926
t5,0.5,0.6918564688,0.7231777621
t5,0.5,0.6780269657,0.7296395699
t5,0.5,0.654003484,0.7176051376
t5,0.5,0.654545743,0.7142750722
t5,0.5,0.7348828694,0.7108875146
t5,0.5,0.7223114153,0.7491172263
t5,0.5,0.7240155823,0.7982834353
t5,0.5,0.722162632,0.7713520158
t5,0.5,0.7235346033,0.8389744882
t5,0.5,0.7324021353,0.8653278238
t5,0.5,0.7374419028,0.8503426247
t6,1,1.5,1.5
t6,1,1.5015689357,1.5114650361
t6,1,1.4979837451,1.5331221217
t6,1,1.4947740701,1.5124574331
t6,1,1.4473520941,1.3652020557
t6,1,1.422818493,1.0745622673
t6,1,1.3781946969,1.3553597187
t6,1,1.2512454651,1.2782911633
t6,1,1.2168537007,1.3006261017
t6,1,1.2042405347,1.2443407365
t6,1,1.1350737696,1.2825807422
t6,1,0.9276848877,1.1841631722
t6,1,1.0565659579,1.1538909524
t6,1,0.9551903304,0.96514957
t6,1,0.9639585758,1.3586270338
t6,1,1.0031036283,1.3005945821
t6,1,1.0160212833,1.2409698811
t6,1,1.0295203996,0.9118508695
t6,1,0.9003770947,1.0312877516
t6,1,0.9519249799,0.653528736
