Parameter,Case Opt,Case CE,Case Dual
Cost,[2.13942537],8.9943153674,[186.98066538]
xk1,0.1223725743,-0.2409328905,-0.0089339327
xk1,0.1018481466,-0.7655080408,-0.0348965169
xk1,-0.1618846172,-1.2892291877,-0.0088658396
xk1,-0.4175300336,-1.5625759739,0.0156042138
xk1,0.0245013051,-1.2252579516,0.0652010115
xk1,1.1812084728,-0.3403798136,0.0830314091
xk1,-0.5471459765,-0.4635444734,0.0443279462
xk1,0.0776960395,-1.0406303834,-0.0836416785
xk1,-2.2274928197,-0.2848286559,-0.1366348432
xk1,0.0073494239,0.4026678692,0.0077587446
xk1,1.6450586321,1.5912549349,0.3499256641
xk1,3.2968708514,1.5300064665,0.6224115938
xk1,-1.9000200335,0.6412181505,0.4405857024
xk1,-5.4657341368,-0.7126758058,-0.3752418466
xk1,-3.1319151002,-2.2632910285,-1.0791445219
xk1,9.2127602703,1.0775048043,-0.3248704714
xk1,13.5368604812,7.8694389603,0.0339520717
xk1,2.8760426525,13.2046161536,0.4882058143
xk1,-1.2294881704,4.1323216902,0.5091165484
xk1,0,3.0781482542,0.5425855015
xk2,0.1694779785,-0.3634404822,-0.013476535
xk2,0.0055971713,-0.8664924461,-0.0419518346
xk2,-0.4108370925,-0.9866559156,0.0299427622
xk2,-0.3203199067,-0.8222228437,0.0350083786
xk2,0.2512625453,-0.1901086946,0.0611874953
xk2,-0.3245272837,0.5714577779,0.0434931504
xk2,0.5206675834,-0.749737898,-0.0260110606
xk2,-1.6476392062,-1.3477718847,-0.157776307
xk2,-0.7891515029,0.9960778257,-0.0761611865
xk2,1.6373301384,0.9875272861,0.1974764658
xk2,4.8771861547,1.3060496696,0.4778587628
xk2,1.4755366419,0.2998578364,0.4430703252
xk2,-4.6749089218,-0.6168250346,-0.100796699
xk2,-5.8512038166,-1.2466602978,-0.970306922
xk2,6.0654227978,-2.0844625325,-0.9335570323
xk2,16.2397602748,4.4274108272,0.995854718
xk2,8.1094458121,10.3476487255,0.2662646256
xk2,-13.7587264557,9.0842420571,0.1115458511
xk2,0.5415643913,-9.9209228588,0.2133945097
xk2,0,2.4310143095,0.4034031029
xk3,0.2092644163,-0.4575048923,-0.0169645703
xk3,-0.0906933766,-0.8534909368,-0.0440120946
xk3,-0.4037409403,-0.8682862996,0.0579626642
xk3,-0.0530269007,-0.9946727885,-0.0030509582
xk3,0.3284993496,-0.6237664877,0.0511908294
xk3,-0.5618899879,-0.1164820415,0.039159582
xk3,2.0758376085,-1.8968069702,-0.0109599791
xk3,-3.2833291328,-1.09849838,-0.1278818418
xk3,1.1798115561,1.9517193477,0.0202006086
xk3,0.885315998,-0.31720414,0.2110372017
xk3,4.1415280737,0.900568232,0.3646202922
xk3,-2.5864317457,0.2405011008,0.295201149
xk3,-4.4461292209,0.239938876,-0.0980014766
xk3,-3.3391233239,-0.3030310899,-0.7002915205
xk3,9.6371576708,-1.8117689223,-0.3429052854
xk3,9.8752502746,6.0720396269,1.379308054
xk3,-0.9727939101,8.4188471556,-1.2138774678
xk3,-14.3359481389,5.9706272853,-0.0344629694
xk3,20.2036880578,-11.4897184087,0.58390467
xk3,0,19.1149768528,0.6742016847
uk,0.117077504,-0.3227432196,-0.011967113
uk,-0.387601795,0.195405645,-0.00147644
uk,-0.274227284,1.3418456906,0.134910168
uk,0.4702856829,2.0684289748,-0.0439828291
uk,1.5178944259,2.9105915094,0.0198598823
uk,2.5679414516,2.4480187934,-0.1183955117
uk,-3.9164458973,-0.605619311,-0.1716501238
uk,0.8657969014,1.8028783143,-0.151752798
uk,-0.6881874763,3.9457664633,0.2546533041
uk,5.0804206126,-1.6553993498,0.3304923507
uk,-2.6983040661,0.4742722044,0.0549306803
uk,-7.2359308862,-3.0600580247,-0.6471841868
uk,-10.5560770577,-2.4249789378,-1.2830440532
uk,5.6029415791,-1.5498090733,-1.0946699211
uk,12.8630777688,-0.028832938,0.9303159073
uk,3.6083484948,9.3937699583,2.8797595878
uk,-27.5186100625,-1.3920574866,-1.6339066892
uk,-29.5355339452,-15.3084398618,1.2148658452
uk,19.2388624867,-33.6015006982,-0.2987089107
t1,1.8,1,1
t1,1.8,0.9985584165,0.9989506641
t1,1.8,0.9868803991,0.999405129
t1,1.8,0.9992721413,1.030177951
t1,1.8,1.063919979,1.1390509558
t1,1.8,1.0995450753,1.1507126945
t1,1.8,1.0500522209,1.1258471514
t1,1.8,1.2266431092,1.158489054
t1,1.8,1.2008922649,1.2668089739
t1,1.8,1.3442737212,1.2983137517
t1,1.8,1.4160877027,1.3422211484
t1,1.8,1.5650082891,1.3769159381
t1,1.8,1.6108448848,1.4911901748
t1,1.8,1.6846138775,1.4534696823
t1,1.8,1.7448688991,1.5083693864
t1,1.8,1.7982681631,1.449572885
t1,1.8,1.5374185868,1.4574594087
t1,1.8,1.5094431748,1.4747073204
t1,1.8,1.8983178766,1.3870452716
t1,1.8,1.7837295844,1.3166946031
t2,-1.01,-0.6,-0.6
t2,-1.01,-0.6014415835,-0.6010493359
