Parameter,Case Opt,Case CE,Case Dual
Cost,[1.60835909],114.1398964247,[62.05512831]
xk1,0.0525313518,0.2496827227,-0.023925371
xk1,0.1864541357,0.2476948701,-0.0460905729
xk1,0.0938376434,-0.0205450553,-0.0672280576
xk1,-1.114649424,-0.0228042046,-0.0510435194
xk1,0.4135286696,-0.063598273,-0.0586381187
xk1,0.2484932135,-0.7264914344,-0.1264631414
xk1,1.2869312804,-1.7393590582,-0.2770503838
xk1,-0.9738001883,-3.7923977196,-0.5618909955
xk1,-1.4179473159,-4.8469962289,-0.8520410466
xk1,-0.3772605435,-2.3299863486,-0.9905311969
xk1,2.1708048377,-2.8189214924,-1.3284676612
xk1,2.1652105839,-3.7791667363,-2.5991323425
xk1,-1.1862540095,-3.4488768579,-3.8363429126
xk1,-6.208317277,-3.1502147842,-3.5640145312
xk1,-2.4674454063,-2.4485050581,-1.5041502978
xk1,8.6623905894,-0.6444600666,1.8157584545
xk1,14.3959376522,4.5125851431,5.3723114195
xk1,2.5263183379,-8.1915810261,17.2924720171
xk1,0.1796444356,-11.6594222342,11.6118001336
xk1,0,-6.5962856952,8.7948871456
xk2,0.1676634534,0.3766393563,-0.0360907397
xk2,0.2681850467,0.0749253043,-0.0409025324
xk2,-1.3200545582,-0.3711292198,-0.0420725583
xk2,0.001180305,0.0936939202,-0.0025648996
xk2,0.1134617662,0.0671166001,-0.0414160593
xk2,1.0701439094,-1.105658137,-0.142557267
xk2,-0.6903299998,-1.7984963367,-0.2728634989
xk2,-1.9084074441,-3.4977451963,-0.5146176974
xk2,-2.0062219676,-2.8801175619,-0.6312798018
xk2,0.4866259743,1.9547221137,-0.5246943051
xk2,2.8641084314,-2.5700703993,-0.957755922
xk2,0.8377224322,-4.1729797773,-2.5701203459
xk2,-6.0585275777,-0.5346459139,-2.8691789901
xk2,-6.3042262687,-0.6967679832,-0.9056260293
xk2,5.1461732558,-1.4429626454,1.3578261409
xk2,16.137935656,0.9992756941,3.2607557152
xk2,6.8636283393,7.1958046894,4.8261964603
xk2,-13.3583950572,-18.4584092894,19.3537064079
xk2,0.6442845555,-8.5962828191,-2.5425350079
xk2,0,8.4180885956,-0.717856781
