Parameter,Case Opt,Case CE,Case Dual
Cost,[4.89184901],109.6592653721,[758.37135327]
xk1,0.1890655537,-0.0656236258,-0.0271661173
xk1,0.008696624,-0.4542085398,-0.0707372035
xk1,-0.4106192473,-1.2034615887,-0.0936586158
xk1,-0.1166261129,-1.7673948396,-0.0801775934
xk1,0.1190797898,-1.9058446992,-0.0767013197
xk1,0.580133682,-1.8796328923,-0.183595682
xk1,0.7668735821,-1.0898921639,-0.4173754916
xk1,-1.1990559651,-0.5242517839,-0.704874844
xk1,-1.2702659495,0.5896314283,-0.9003624935
xk1,-0.5136450796,1.5282898132,-0.7612398609
xk1,2.3566435002,1.453629257,-0.5930310582
xk1,3.1480789584,0.9945554899,-1.1579709728
xk1,-1.1509496892,-0.4374235031,-1.9340644197
xk1,-6.5816549506,-2.2473121689,-2.1255755557
xk1,-2.4651779798,-1.3063561533,-0.8404546196
xk1,7.7561709448,3.4875588439,1.290149711
xk1,12.5394173089,11.5824785415,6.4841899475
xk1,1.1518135783,19.5601334263,22.8168864571
xk1,-2.2520576038,14.2562537436,-4.6661438062
xk1,0,13.2124968064,-22.0019607263
xk2,0.1712110187,-0.0989913583,-0.0409793157
xk2,-0.2702102206,-0.6066488809,-0.074203758
xk2,0.3240735535,-1.2604630119,-0.0518870097
xk2,0.1264117171,-1.1852120878,-0.0124759479
xk2,0.5869528925,-0.8130872576,-0.0435023897
xk2,1.2673716275,-0.9119087166,-0.2153965414
xk2,0.3721239621,0.0757430168,-0.4226558578
xk2,-0.038074439,0.0825181234,-0.5570337975
xk2,0.0255140262,1.0183024382,-0.5380934075
xk2,3.1196089263,1.4059202634,-0.174201733
xk2,5.6865571342,0.2463494087,-0.1781479747
xk2,2.4427584629,-0.0675938222,-1.305662284
xk2,-4.6055055134,-1.2518223844,-1.6948984974
xk2,-4.369308181,-2.4596287065,-0.8542013753
xk2,6.8558274725,0.9727509344,1.0453053526
xk2,16.9894516023,6.7331379791,2.2991150437
xk2,8.0825091732,12.2001448058,7.4744838198
xk2,-13.8844515183,14.6143164765,26.4479353223
