Parameter,Actual values,Case 2 : CE,Case3 : Dual,,diffrence in controlers,CE offset,Dual offse
xk_1,0.5,0.5,0.5,,0.0,0.0,0.0
xk_1,0.5,0.49994180178850967,0.49994180178850967,,0.0,5.819821149033455e-05,5.819821149033455e-05
xk_1,0.5,0.4989609142649557,0.4989609142649557,,0.0,0.0010390857350442984,0.0010390857350442984
xk_1,0.5,0.49841955944187705,0.49841955944187705,,0.0,0.001580440558122953,0.001580440558122953
xk_1,0.5,0.49983762134105303,0.49983762134105303,,0.0,0.00016237865894697112,0.00016237865894697112
xk_1,0.5,0.5005451554850401,0.5005451554850401,,0.0,-0.000545155485040083,-0.000545155485040083
xk_1,0.5,0.5003797497424919,0.5003797497424919,,0.0,-0.0003797497424918861,-0.0003797497424918861
xk_1,0.5,0.5005884949863182,0.5005884949863182,,0.0,-0.0005884949863181888,-0.0005884949863181888
xk_1,0.5,0.4991175361583112,0.4991175361583112,,0.0,0.0008824638416887742,0.0008824638416887742
xk_1,0.5,0.4990058927199454,0.4990058927199454,,0.0,0.0009941072800546125,0.0009941072800546125
xk_1,0.5,0.5002820245061016,0.5002820245061016,,0.0,-0.0002820245061015969,-0.0002820245061015969
xk_1,0.5,0.5011480867365142,0.5011480867365142,,0.0,-0.001148086736514231,-0.001148086736514231
xk_1,0.5,0.5011314556533094,0.5011314556533094,,0.0,-0.00113145565330941,-0.00113145565330941
xk_1,0.5,0.5018392306430202,0.5018392306430202,,0.0,-0.0018392306430201621,-0.0018392306430201621
xk_1,0.5,0.5011190893076972,0.5011190893076972,,0.0,-0.0011190893076972186,-0.0011190893076972186
xk_1,0.5,0.5027938303479427,0.5027938303479427,,0.0,-0.002793830347942672,-0.002793830347942672
xk_1,0.5,0.5031302861669747,0.5031302861669747,,0.0,-0.0031302861669747495,-0.0031302861669747495
xk_1,0.5,0.5026841900753232,0.5026841900753232,,0.0,-0.0026841900753231673,-0.0026841900753231673
xk_1,0.5,0.5044931375298891,0.5044931375298891,,0.0,-0.004493137529889113,-0.004493137529889113
xk_1,0.5,0.5038206608520309,0.5038206608520309,,0.0,-0.0038206608520309215,-0.0038206608520309215
xk_1,0.5,0.5013716056322612,0.5013716056322612,,0.0,-0.0013716056322612413,-0.0013716056322612413
xk_1,0.5,0.49877761300967144,0.49877761300967144,,0.0,0.0012223869903285611,0.0012223869903285611
xk_1,0.5,0.5009094612024215,0.5009094612024215,,0.0,-0.0009094612024215243,-0.0009094612024215243
xk_1,0.5,0.501812958809012,0.501812958809012,,0.0,-0.0018129588090119997,-0.0018129588090119997
xk_1,0.5,0.5014963434023039,0.5014963434023039,,0.0,-0.001496343402303868,-0.001496343402303868
xk_1,0.5,0.5030132418235451,0.5030132418235451,,0.0,-0.003013241823545121,-0.003013241823545121
xk_1,0.5,0.5039606701619891,0.5039606701619891,,0.0,-0.003960670161989088,-0.003960670161989088
xk_1,0.5,0.5026878446787214,0.5026878446787214,,0.0,-0.002687844678721407,-0.002687844678721407
xk_1,0.5,0.5039672684542433,0.5039672684542433,,0.0,-0.003967268454243333,-0.003967268454243333
xk_1,0.5,0.5047573840247709,0.5047573840247709,,0.0,-0.004757384024770883,-0.004757384024770883
xk_1,0.5,0.5036964426257259,0.5036964426257259,,0.0,-0.003696442625725882,-0.003696442625725882
xk_1,0.5,0.503750474661684,0.503750474661684,,0.0,-0.003750474661683989,-0.003750474661683989
xk_1,0.5,0.5052952178936293,0.5052952178936293,,0.0,-0.0052952178936293,-0.0052952178936293
xk_1,0.5,0.5048908070844881,0.5048908070844881,,0.0,-0.00489080708448808,-0.00489080708448808
xk_1,0.5,0.5027010305154795,0.5027010305154795,,0.0,-0.002701030515479541,-0.002701030515479541
xk_1,0.5,0.4982083543461771,0.4982083543461771,,0.0,0.001791645653822893,0.001791645653822893
xk_1,0.5,0.4987931115298876,0.4987931115298876,,0.0,0.0012068884701124105,0.0012068884701124105
xk_1,0.5,0.5008590932142721,0.5008590932142721,,0.0,-0.000859093214272133,-0.000859093214272133
xk_1,0.5,0.5023109975163603,0.5023109975163603,,0.0,-0.0023109975163603247,-0.0023109975163603247
xk_1,0.5,0.5037240431549599,0.5037240431549599,,0.0,-0.0037240431549598885,-0.0037240431549598885
xk_1,0.5,0.5043880395813434,0.5043880395813434,,0.0,-0.004388039581343373,-0.004388039581343373
xk_1,0.5,0.5046538804908905,0.5046538804908905,,0.0,-0.0046538804908905496,-0.0046538804908905496
xk_1,0.5,0.5032329370582843,0.5032635610682198,,-3.062400993547598e-05,-0.003232937058284313,-0.003263561068219789
xk_1,0.5,0.5043222810324959,0.5043619761805307,,-3.969514803481289e-05,-0.004322281032495878,-0.004361976180530691
xk_1,0.5,0.5045473155305094,0.5045750494786376,,-2.7733948128272345e-05,-0.004547315530509355,-0.004575049478637627
xk_1,0.5,0.5023221649496051,0.502336847106376,,-1.4682156770917665e-05,-0.002322164949605132,-0.00233684710637605
xk_1,0.5,0.5012010781099413,0.5012069495266375,,-5.871416696168197e-06,-0.0012010781099413004,-0.0012069495266374686
xk_1,0.5,0.5044444816272239,0.504445960627556,,-1.479000332094138e-06,-0.004444481627223884,-0.004445960627555978
xk_1,0.5,0.5044331915128034,0.5044326840658084,,5.074469949795102e-07,-0.004433191512803414,-0.004432684065808434
xk_1,0.5,0.5024277569682348,0.5024266574005397,,1.0995676951175426e-06,-0.0024277569682348288,-0.0024266574005397112
xk_1,0.5,0.5020004957941191,0.5019994611339093,,1.0346602098421087e-06,-0.002000495794119095,-0.0019994611339092527
xk_1,0.5,0.5028662892039731,0.502865461934341,,8.27269632130978e-07,-0.002866289203973138,-0.002865461934341007
xk_1,0.5,0.503118813982668,0.5031181722819121,,6.417007558656707e-07,-0.0031188139826680006,-0.003118172281912135
xk_1,0.5,0.5024945253504162,0.5024940132067951,,5.121436210675512e-07,-0.0024945253504161657,-0.002494013206795098
xk_1,0.5,0.5026625940464803,0.5026621730672691,,4.209792111575794e-07,-0.002662594046480282,-0.0026621730672691246
xk_1,0.5,0.500860456324209,0.5008600899216771,,3.66402531870591e-07,-0.0008604563242089469,-0.0008600899216770763
xk_1,0.5,0.498012489990589,0.4980121690474971,,3.2094309188046566e-07,0.0019875100094109976,0.001987830952502878
xk_1,0.5,0.49775067188377997,0.4977503927941308,,2.7908964916889545e-07,0.0022493281162200285,0.0022496072058691974
xk_1,0.5,0.49909684589277353,0.4990966000043219,,2.458884516554072e-07,0.000903154107226467,0.0009033999956781225
xk_1,0.5,0.49958807426593715,0.49958785680433804,,2.174615991168416e-07,0.0004119257340628457,0.00041214319566196256
xk_1,0.5,0.4991448213660191,0.49914463164593526,,1.897200838651969e-07,0.0008551786339808798,0.000855368354064745
xk_1,0.5,0.49869591574803757,0.4986957508860235,,1.6486201404042333e-07,0.001304084251962434,0.0013042491139764745
xk_1,0.5,0.4996900569968513,0.4996899147555719,,1.422412794216399e-07,0.00030994300314868273,0.00031008524442810437
xk_1,0.5,0.49848438031208986,0.4984842558228193,,1.2448927055874748e-07,0.0015156196879101413,0.0015157441771807
xk_1,0.5,0.4982417933285742,0.4982416862140403,,1.071145339093249e-07,0.0017582066714257882,0.0017583137859596976
xk_1,0.5,0.5002498471262888,0.5002497543689638,,9.275732504310241e-08,-0.000249847126288838,-0.0002497543689637949
xk_1,0.5,0.4993610815502284,0.4993609992511981,,8.229903031287122e-08,0.0006389184497715972,0.00063900074880191
xk_1,0.5,0.4990789891804728,0.4990789174796164,,7.170085636332146e-08,0.0009210108195272237,0.0009210825203835871
xk_1,0.5,0.4993562373877684,0.49935617112520747,,6.626256093822391e-08,0.0006437626122315909,0.0006438288747925291
xk_1,0.5,0.5015098735705195,0.5015098170545047,,5.651601475697987e-08,-0.00150987357051946,-0.001509817054504703
xk_1,0.5,0.5016158699021298,0.501615820941599,,4.896053085179375e-08,-0.0016158699021298073,-0.0016158209415989555
xk_1,0.5,0.5016756673974962,0.5016756251197964,,4.227769989650909e-08,-0.00167566739749625,-0.0016756251197963534
xk_1,0.5,0.5005975454764047,0.5005975084698503,,3.700655437643974e-08,-0.0005975454764046706,-0.0005975084698502942
xk_1,0.5,0.4997691590651359,0.499769126722602,,3.234253392880859e-08,0.00023084093486408497,0.00023087327739801378
xk_1,0.5,0.500148350307578,0.50014832197238,,2.833519796574535e-08,-0.0001483503075779824,-0.00014832197238001665
xk_1,0.5,0.49861768154277053,0.49861765652879997,,2.50139705615382e-08,0.00138231845722947,0.0013823434712000315
xk_1,0.5,0.4995682339926156,0.49956821214746044,,2.1845155129263105e-08,0.0004317660073844265,0.00043178785253955576
xk_1,0.5,0.5004801099042063,0.5004800906387514,,1.9265454898054202e-08,-0.00048010990420632726,-0.0004800906387514292
xk_1,0.5,0.5001297261147634,0.5001297091847505,,1.6930012836091635e-08,-0.00012972611476336215,-0.00012970918475052606
xk_1,0.5,0.5012036165930159,0.5012036017506932,,1.4842322704211597e-08,-0.0012036165930159326,-0.0012036017506932284
xk_1,0.5,0.4984488150490061,0.49844880190514224,,1.3143863886178053e-08,0.001551184950993878,0.0015511980948577642
xk_1,0.5,0.4978023266256814,0.4978023151692579,,1.1456423532063553e-08,0.0021976733743185872,0.0021976848307421193
xk_1,0.5,0.5006282200909554,0.5006282100554653,,1.0035490105586575e-08,-0.0006282200909554225,-0.0006282100554653169
xk_1,0.5,0.5027159510046748,0.5027159421311229,,8.873551893273657e-09,-0.0027159510046748103,-0.002715942131122917
xk_1,0.5,0.5010507238668858,0.5010507160117269,,7.855158856706623e-09,-0.001050723866885761,-0.0010507160117269043
xk_1,0.5,0.4992454648586231,0.49924545796819964,,6.890423454031236e-09,0.0007545351413769108,0.0007545420318003648
xk_1,0.5,0.4991750976155179,0.49917509158031786,,6.035200061926815e-09,0.0008249023844820735,0.0008249084196821355
xk_1,0.5,0.49847804447891153,0.49847803916469835,,5.31421318061831e-09,0.0015219555210884694,0.00152196083530165
xk_1,0.5,0.4975171869827867,0.4975171823123445,,4.670442199650182e-09,0.0024828130172133145,0.002482817687655514
xk_1,0.5,0.49893063944974775,0.49893063535870547,,4.091042282716728e-09,0.0010693605502522519,0.0010693646412945346
xk_1,0.5,0.499405988350058,0.49940598473557507,,3.614482935176966e-09,0.0005940116499419945,0.0005940152644249297
