Parameter,Case Dual
Cost,[166.38071931]
xk1,5.770664446381296e-15
xk1,8.160644610219596e-05
xk1,-0.00033929494759610203
xk1,-0.002313503894705004
xk1,-0.004721080483389051
xk1,-0.005293078144007904
xk1,-0.0006218470691599338
xk1,0.010365960057775177
xk1,0.025141759077679203
xk1,0.03027055224691504
xk1,0.021502411568990368
xk1,0.01179479590152112
xk1,0.026561289846750522
xk1,0.07599493411572657
xk1,0.18303823774397968
xk1,0.3797693250637083
xk1,0.7441356782642924
xk1,1.4434571091840724
xk1,2.821607567487531
xk1,3.719853942863452
xk2,7.114139131096862e-15
xk2,0.00012306079391687154
xk2,-0.0006093972805510677
xk2,-0.003098166056137115
xk2,-0.004246216573339751
xk2,-0.002134565039267723
xk2,0.00485839111251637
xk2,0.014750713780298253
xk2,0.023349971339758153
xk2,0.014669407170823899
xk2,-0.0012991561294554298
xk2,0.0003941515626410899
xk2,0.03573669334932536
xk2,0.08652032120947803
xk2,0.18167338146045875
xk2,0.35424856479250977
xk2,0.6792490838626207
xk2,1.3181826548383124
xk2,2.594893631176688
xk2,2.3611659193027155
xk3,8.173034297474794e-15
xk3,0.00015491482280551396
xk3,-0.0008474316857022608
xk3,-0.003437219245049585
xk3,-0.0035950708467209253
xk3,-0.0017787052869631481
xk3,0.003936143493907441
xk3,0.012109974038833758
xk3,0.02082568070123948
xk3,0.012645022051675454
xk3,0.007801790655425756
xk3,0.020741208365290968
xk3,0.053465970693479144
xk3,0.08747444226396774
xk3,0.1907915702400318
xk3,0.3869309109780723
xk3,0.7593929124809008
xk3,1.4888849291410062
xk3,2.93384886521455
xk3,2.2992615985410154
uk,2.6645352591003757e-15
uk,0.00010919288763844293
uk,-0.0008677797253069386
uk,-0.0011053943320575854
uk,0.004189144216062424
uk,0.009228978411734978
uk,0.012574658537720218
uk,0.006132450274227708
uk,-0.011917951653026115
uk,-0.04854279011482365
uk,-0.052737449916888224
uk,-0.027176801609456014
uk,-0.002072600484426701
uk,-0.029953132650857306
uk,-0.06219272935016118
uk,-0.18422681075746894
uk,-0.40684639157745295
uk,-0.7999273363976753
uk,-1.5356894985353664
t1,1.0
t1,0.999502610334262
t1,0.9985667635326207
t1,0.9772133071810049
t1,1.0086662077657425
t1,0.9998201791323875
t1,1.008414766615463
t1,1.1362407710049487
t1,1.1192993336348185
t1,1.115799941121727
t1,1.120322002948529
t1,1.0822554028245246
t1,1.2020264581750484
t1,1.1896839513941824
t1,0.9862843291904636
t1,0.9938418557263602
t1,0.7692035686515113
t1,0.6022071766213108
t1,0.5770004936807559
t1,0.6042293417197634
t2,-0.6
t2,-0.600497389665738
t2,-0.6024651043165644
t2,-0.6212890226215664
t2,-0.6222996734720008
t2,-0.5886677800855781
t2,-0.6363851580828397
t2,-0.5903561837418669
t2,-0.5345862370679638
t2,-0.5398227070623657
t2,-0.536804221860134
t2,-0.528638762446795
t2,-0.5071070416132221
t2,-0.5947270099377361
t2,-0.6693782305703313
t2,-0.6683541113909331
t2,-0.5070217234089102
t2,-0.574157271825994
t2,-0.5553143388553469
t2,0.2486140688277596
t3,0.3
t3,0.2999502610334262
t3,0.29943548954661003
t3,0.29922291819612973
t3,0.295260938341451
t3,0.2940200234859701
t3,0.2844447854076526
t3,0.26371010438930187
t3,0.26068377906671814
t3,0.26021260304666066
t3,0.2597340191145648
t3,0.25886679095077286
t3,0.2338386557001494
t3,0.2385442690364258
t3,0.25124730040118837
t3,0.25039824923657555
t3,0.2516031631796346
t3,0.28769251223382447
t3,0.2935307259137586
t3,0.33884520136534935
t4,0.1
t4,0.1
t4,0.09999977103037244
t4,0.10000603855858697
t4,0.10000158769451147
t4,0.09998045511977141
t4,0.10010331114016631
t4,0.09998429865229093
t4,0.10005839988521116
t4,0.10004247744975212
t4,0.09999678027760397
t4,0.10065117757427079
t4,0.09969605699254094
t4,0.0990485890440754
t4,0.09691710813658735
t4,0.09694846646611491
t4,0.0938728403386036
t4,0.08716946662469566
t4,0.08608901450715825
t4,0.03845025563095088
t5,0.7
t5,0.7
t5,0.6999997710303724
t5,0.7000063568722654
t5,0.7000032732145
t5,0.6999763387666438
t5,0.7000813645147688
t5,0.7000336560314477
t5,0.7000335304196892
t5,0.7000822657869047
t5,0.7000405525322423
t5,0.7001679357226214
t5,0.7002546666882087
t5,0.700029477795862
t5,0.6982100865185629
t5,0.6982412607047375
t5,0.69604396594567
t5,0.691232753064541
t5,0.6906551940245036
t5,0.662756960744627
t6,1.5
t6,1.5
t6,1.4999977103037243
t6,1.5000587921490478
t6,1.5000044273203772
t6,1.4997932730592676
t6,1.5013105052512128
t6,1.5000168099180105
t6,1.5005008353811957
t6,1.5008847985605258
t6,1.5002515196706825
t6,1.5071605276472504
t6,1.5017486788582157
t6,1.4995430399834353
t6,1.4878264813780349
t6,1.488188252579809
t6,1.4541894135548186
t6,1.3689058142803654
t6,1.3543442015853737
t6,0.7692962851242086
