Parameter,Case Opt,Case CE,Case Dual
Cost,[3.20980388],153.1114236498,[139.60086986]
xk1,0.011910771,-0.1092557397,0.0359997876
xk1,0.1524345096,-0.3668097471,0.0652110295
xk1,0.0177166279,-0.6439390802,0.1161448254
xk1,-0.9173762309,-0.9536739813,0.2229901529
xk1,0.4109726265,-1.6549419943,0.4109195418
xk1,0.3721572117,-1.3403640452,0.6059734691
xk1,0.9234336205,-1.4812940022,0.7525644343
xk1,-0.8792055803,-0.9942793904,0.9154924887
xk1,-0.9384480677,-0.8779537641,1.2432074052
xk1,-1.028800539,-0.2028481636,1.7286661446
xk1,3.1122673727,0.3400300621,2.3337646726
xk1,1.441571426,-0.5239871325,1.178998083
xk1,0.4855634555,-2.6316589177,0.0379887057
xk1,-7.2650597885,-3.9758928543,-0.6525660854
xk1,-1.4310460019,-0.4800273883,-0.4218609446
xk1,8.1447291419,5.2068603815,0.3776018586
xk1,13.4749347502,11.4931719974,1.3216951781
xk1,2.3329626595,18.3620971253,3.8588879079
xk1,-1.7061671445,17.5229597063,5.3269505113
xk1,0,11.4405157161,6.6267008622
xk2,0.1666078568,-0.1648091822,0.0543046594
xk2,0.2521834339,-0.4226069694,0.0552993655
xk2,-0.7008910818,-0.5133511582,0.0908683706
xk2,0.5591601273,-0.6681441109,0.207170636
xk2,0.831003151,-1.4524401602,0.3691211325
xk2,1.8215630527,-0.2055687514,0.4389008283
xk2,0.8720184332,-0.7815880635,0.4493239468
xk2,-0.0286961031,-0.2905010344,0.5831730713
xk2,-0.5837306136,-0.4118330051,0.9389161461
xk2,3.2116600115,0.4280079894,1.2889427569
xk2,4.7342299395,0.5639173683,1.624720011
xk2,3.9008705786,-1.4541112724,-0.7519424246
xk2,-4.941902456,-3.3669870963,-0.9537149408
xk2,-4.1421005905,-2.4473905833,-0.168432091
xk2,6.1720137632,4.1257959323,0.4035290065
xk2,16.5697553483,7.47754355,0.7553393532
xk2,7.3985984258,9.1870794094,1.2124947643
xk2,-13.6016729583,13.6480696753,4.1639580599
xk2,1.0389950169,6.2532221844,3.562464599
xk2,0,-0.897452242,3.6727737986
xk3,0.2498199931,-0.2074644367,0.0683595327
xk3,0.051940833,-0.4243925155,0.0341607975
xk3,-0.7489025269,-0.4573645018,0.106962354
xk3,1.289818146,-0.7954017306,0.2525139333
xk3,-0.4913196707,-1.8566905034,0.4073599155
xk3,1.591885966,0.0673992858,0.4661957471
xk3,-0.7964486021,-1.9627303298,0.5703786772
xk3,-0.1956892547,-0.6437165602,0.8505787565
xk3,-1.4794614384,-1.0290949699,1.2687425219
xk3,3.9163660269,0.3039731443,1.5624597264
xk3,1.0324310327,0.0108534377,1.9973472268
xk3,2.0759858004,-2.1715327644,-0.8695899238
xk3,-9.519901851,-2.8641898012,0.7972111983
xk3,1.5428497642,-1.3564677758,0.8506822415
xk3,5.8710550794,4.5262907192,0.0424766376
xk3,11.9261393841,3.8741473398,0.1038628193
xk3,-3.34051951,7.3649048702,0.9918840263
xk3,-13.206858991,16.4027730263,4.9613389061
xk3,20.0602706935,7.4286621991,2.7802729961
xk3,0,6.8923244133,5.1130639657
uk,0.4765747081,-0.1463539126,0.0482235664
uk,-1.3109158576,0.0622560482,-0.0950600385
uk,0.2749187245,0.6287281906,-0.053813333
uk,-2.1477735768,0.8440669411,-0.1008452239
uk,1.2192833902,0.9063333006,-0.2923576004
uk,-2.6538003988,4.3440958974,-0.6813072334
uk,-3.1152165285,0.6087714302,-0.9631978006
uk,-5.4732684361,3.7758562274,-1.1005490648
uk,0.4822133417,1.4501316805,-1.3305112968
uk,-0.8069113435,2.5900772389,-2.0166782824
uk,-0.5423087638,0.070645167,-2.7216661062
uk,-15.3873550045,-1.9940983412,-6.0905246975
uk,-6.2436625648,0.8359532732,-0.4854693295
uk,-2.9739011442,5.634636669,-0.4179532082
uk,16.1456932858,10.4545559501,0.1455351184
uk,-1.7400552371,-0.6121563217,0.7448921261
uk,-26.0687249265,-5.8780258447,0.1098113126
uk,-28.4451709578,-12.6803384953,0.5833205336
uk,18.2329464807,-38.4416059686,-8.6003830339
t1,1.8,1,1
t1,1.8,0.999952221,0.9673313772
t1,1.8,0.9982280117,0.9769992717
t1,1.8,1.0019422757,0.9915917231
t1,1.8,1.0183790611,0.9837230565
t1,1.8,1.0630981496,0.9997572494
t1,1.8,1.1109441697,1.0554914812
t1,1.8,1.158553162,1.0515664259
t1,1.8,1.153409203,1.05931716
t1,1.8,1.3668231873,1.0450577815
t1,1.8,1.361046024,1.0086078888
t1,1.8,1.3624600725,1.5484199126
t1,1.8,1.0469031447,1.4624686393
t1,1.8,0.9653420621,1.6806489429
t1,1.8,0.9721618299,1.7138396308
t1,1.8,0.8551128314,1.944627713
t1,1.8,1.2692830052,1.8499454001
t1,1.8,1.3936164136,1.5655488128
t1,1.8,1.413299539,1.4525490784
t1,1.8,1.4514234105,1.4114672692
t2,-1.01,-0.6,-0.6
t2,-1.01,-0.600047779,-0.6326686228
t2,-1.01,-0.5975867973,-0.6275399394
t2,-1.01,-0.5772065274,-0.6391561005
t2,-1.01,-0.5428364137,-0.653620747
t2,-1.01,-0.4593862889,-0.6625330553
t2,-1.01,-0.4871087431,-0.544020787
t2,-1.01,-0.1729825119,-0.5442909819
t2,-1.01,-0.1741193368,-0.4143981274
t2,-1.01,-0.1666620689,-0.3937680409
t2,-1.01,-0.1768637704,-0.5006307502
t2,-1.01,-0.1761701001,-0.2208196575
t2,-1.01,-0.2317833847,0.0528023181
t2,-1.01,-0.2234376604,0.0554612441
t2,-1.01,-0.0344274458,-0.0378487822
t2,-1.01,0.0284463746,0.0861030936
t2,-1.01,-1.3783342222,0.2083191071
t2,-1.01,-1.2710317978,0.3141179002
t2,-1.01,-1.2695207016,-0.1318345078
t2,-1.01,-1.2650828953,-0.2145401385
t3,0.58,0.3,0.3
t3,0.58,0.2999952221,0.2967331377
t3,0.58,0.300391803,0.2956788087
t3,0.58,0.3038282225,0.2943753534
t3,0.58,0.309613109,0.2965795495
t3,0.58,0.3444328936,0.2923890232
t3,0.58,0.3257130703,0.290806166
t3,0.58,0.3202559717,0.2941130316
t3,0.58,0.3191832231,0.3101032849
t3,0.58,0.3084399013,0.3284840345
t3,0.58,0.3104722194,0.3121849635
t3,0.58,0.3103736704,0.2678883929
t3,0.58,0.3278634448,0.2380054892
t3,0.58,0.3597705681,0.1821379683
t3,0.58,0.3658333133,0.1872003491
t3,0.58,0.380412914,0.1310995649
t3,0.58,0.3034760206,0.1234947941
t3,0.58,0.3181970311,0.08200369
t3,0.58,0.3307709458,0.0507910474
t3,0.58,0.3181414629,0.0469280471
t4,0.3,0.1,0.1
t4,0.3,0.1000123549,0.0996375917
t4,0.3,0.0998417853,0.0994760295
t4,0.3,0.0966155187,0.0992937565
t4,0.3,0.0906728193,0.0987801003
t4,0.3,0.0583006068,0.0999276449
t4,0.3,0.0723440247,0.0894410484
t4,0.3,0.0613626977,0.0878958592
t4,0.3,0.0638460333,0.0668882469
t4,0.3,0.0234560178,0.0545083795
t4,0.3,0.0206948745,0.0723182463
t4,0.3,0.0208677573,0.0282913094
t4,0.3,0.0135752724,0.0714068966
t4,0.3,0.0084564341,-0.0030245743
t4,0.3,0.0045833314,-0.0113475191
t4,0.3,0.0074071178,-0.0336082506
t4,0.3,0.2389296658,-0.015288379
t4,0.3,0.2753866972,-0.0620267222
t4,0.3,0.2673845161,-0.0380105293
t4,0.3,0.2380824228,-0.0270167156
t5,0.5,0.7,0.7
t5,0.5,0.7000123549,0.6996375917
t5,0.5,0.6996941551,0.6994505845
t5,0.5,0.6963059359,0.6993416688
t5,0.5,0.6923955731,0.6991177328
t5,0.5,0.6835201135,0.6998807599
t5,0.5,0.6949853773,0.6928277262
t5,0.5,0.7367074815,0.692048713
t5,0.5,0.7384890747,0.6850391361
t5,0.5,0.7345667045,0.6794809586
t5,0.5,0.7323161159,0.6906780806
t5,0.5,0.7323047488,0.6672781024
t5,0.5,0.7398985436,0.709482694
t5,0.5,0.7222249601,0.7148101441
t5,0.5,0.7009374802,0.7017738416
t5,0.5,0.704606855,0.7637773924
t5,0.5,0.8821580569,0.7568172478
t5,0.5,0.8839557829,0.6960392318
t5,0.5,0.9005433646,0.7129388421
t5,0.5,0.8825395738,0.736584387
t6,1,1.5,1.5
t6,1,1.5001235494,1.4963759174
t6,1,1.4991561098,1.4948999892
t6,1,1.4649758991,1.4920422849
t6,1,1.3937706819,1.4868896051
t6,1,1.0724229948,1.4974941575
t6,1,1.2008556132,1.3949913382
t6,1,1.0988079046,1.3800704725
t6,1,1.1146529768,1.2060863896
t6,1,0.9146994386,1.1129576417
t6,1,0.9008142662,1.2520584316
t6,1,0.9008223808,0.8788008083
t6,1,1.193135517,1.1955345946
t6,1,1.17421406,1.2342822582
t6,1,1.0313166639,1.2522017463
t6,1,1.1959782182,1.2621003585
t6,1,0.6496524767,1.245316006
t6,1,0.6609364466,1.2360821252
t6,1,0.6388551137,1.0826838662
t6,1,0.5669764484,1.261536428
