Parameter,Case Opt,Case CE,Case Dual
Cost,[1.7353236],39.8864956899,[187.86883547]
xk1,0.1914271862,0.0235713214,-0.022249972
xk1,0.0934693476,0.2328645764,-0.0642487669
xk1,-0.207456021,0.8174998374,-0.043794353
xk1,-0.1668484742,1.512456163,0.0431842827
xk1,-1.100192581,2.1731259498,0.1817317608
xk1,1.7553867576,1.493777114,0.2535605653
xk1,-0.0103869772,0.2251866944,0.2894329052
xk1,-0.3831775385,0.0816102103,0.3727978757
xk1,-1.8668966627,0.0178503157,0.6321269245
xk1,-0.7249535958,0.5137513645,1.0879489756
xk1,2.2807256363,0.7599840619,1.71313236
xk1,2.536677763,0.7302336189,1.676049189
xk1,-0.405361634,-0.2847286887,1.0457047144
xk1,-7.1050278832,-2.6678469862,0.1110863264
xk1,-1.7888530853,-1.2189609989,-0.1245680665
xk1,8.8697393888,3.7899198332,1.0743725785
xk1,13.5956291219,12.599110992,3.2145451189
xk1,5.2533077781,20.3792841361,9.9562730718
xk1,0.4920498267,13.1574565545,13.7692745238
xk1,0,8.1946759313,14.5502935093
xk2,0.1712722715,0.0355566656,-0.0335634463
xk2,-0.101431922,0.323068997,-0.0702975317
xk2,-0.5912898908,0.950436353,0.0147065927
xk2,-1.3380474662,1.2764760508,0.1157107052
xk2,0.9511099328,1.4609993829,0.1935518531
xk2,-0.2307604482,-0.1494711385,0.1409473614
xk2,-0.582720445,-1.0409720668,0.1438360127
xk2,-2.2864507877,0.5997747234,0.2798866499
xk2,-2.0035958957,0.3515118119,0.5763204728
xk2,1.2464833623,0.4239769297,0.9331673878
xk2,3.5968284605,0.4554719669,1.3335406465
xk2,1.0029490795,0.2805710813,0.6006859927
xk2,-7.0634576071,-1.1400026719,-0.1830119907
xk2,-6.0525483506,-3.4729366131,-0.5501120109
xk2,4.8553936958,1.6802554134,0.1803257388
xk2,15.9113193206,7.3155034223,1.9642238135
xk2,7.9854944578,13.0398239653,3.3721315371
xk2,-13.715995309,14.5989757335,10.8709106364
xk2,-0.9225146112,-3.7642450282,9.0413562084
xk2,0,0.2677318709,5.5882287814
xk3,0.1839120507,0.0447593239,-0.0422502235
xk3,-0.1382184958,0.3834731316,-0.0665809526
xk3,-0.4038592167,1.0042929066,0.0466804102
xk3,-0.9152833503,1.1713041298,0.0854377785
xk3,2.5648158944,1.6427218066,0.1428279067
xk3,-2.292011511,-0.0390811031,0.1075679716
xk3,1.2570201426,0.2118127564,0.2392502743
xk3,-2.2741943006,2.1348846748,0.4287182452
xk3,-0.0553304999,-0.3477170469,0.7053993574
xk3,2.199615937,0.1751961151,1.0256983695
xk3,2.2730512692,0.5360048803,1.5051531311
xk3,-1.0061921533,0.4721219951,0.6478222933
xk3,-7.6185986399,-1.1370583222,0.5391331641
xk3,0.6974717859,-3.2272376306,0.416383973
xk3,6.6445233442,3.9582849499,0.9239999694
xk3,12.2759611465,5.8558103548,2.0772843025
xk3,-1.231452771,10.9592807086,2.7897396377
xk3,-14.0056390707,13.8816824805,12.4861709357
xk3,20.4607886252,-4.2451217702,6.863980451
xk3,0,16.8740033979,8.5185131485
uk,-0.1076590916,0.0315750643,-0.0298050338
uk,-0.0806766682,0.1924960158,0.0266785857
uk,0.1675781629,-0.0056373035,0.1920811649
uk,3.0766210493,-1.353216869,0.0824636558
uk,-0.5617985648,-2.2318717554,-0.0385827384
uk,4.5186185023,-4.9105704749,-0.328010433
uk,-2.4827235355,-2.1628716792,-0.3182286731
uk,1.0851772728,0.7884505626,-0.3762498452
uk,2.7670097058,-2.4942204606,-0.4877564216
uk,5.2916636446,0.5047947152,-0.9106025291
uk,1.5895972052,-0.5448704423,-1.5644015937
uk,-7.2877174036,-1.3426957363,-3.5838794918
uk,-3.2922844318,-2.3901563334,-2.8202784437
uk,3.5344142255,-0.818283926,-1.9215023592
uk,19.3892942311,9.8005862207,-0.0296747603
uk,3.1624182558,2.180329793,0.7303999878
uk,-27.1222629789,-3.2017405727,-1.5779979593
