Parameter,Case Opt,Case CE,Case Dual
Cost,[1.68038415],56.6445814947,[198.31723037]
xk1,0.2873830964,0.446497245,-0.0234881161
xk1,-0.0240133043,0.9328349903,-0.0795060426
xk1,-0.5204055624,1.2927744616,-0.1213043402
xk1,0.1181781805,1.2866995509,-0.1179156202
xk1,-0.9450504391,1.162098247,-0.10363666
xk1,1.637842632,0.6596137835,-0.1633691761
xk1,0.3314844319,0.1935085793,-0.4458955237
xk1,-0.2641015282,-0.4856793265,-0.8908055221
xk1,-1.3971233362,-0.2129609024,-1.2493131634
xk1,-1.4362374189,0.4826286657,-1.0894100452
xk1,3.4144337362,1.7365651137,-0.8880294287
xk1,2.8021345014,1.4420513479,-0.9732833092
xk1,-2.2782140927,0.4094135123,-1.6351622371
xk1,-5.9718063843,-1.1437030981,-2.3952593329
xk1,-3.2498713548,-1.6932647225,-1.4857401415
xk1,10.3365380315,2.5084158248,0.8804372288
xk1,14.8088449869,10.8231813595,3.1484006044
xk1,5.5560955329,16.3616760302,8.6700050705
xk1,0.622000286,3.671517449,11.9173756263
xk1,0,4.2414965143,15.9109496605
xk2,0.1737653929,0.6735285497,-0.0354311527
xk2,-0.4647224364,0.8729707986,-0.091831509
xk2,0.2354832004,0.7557574026,-0.0837439841
xk2,-0.6966067499,0.4934759324,-0.0326244372
xk2,1.4293349432,0.5115279205,-0.0394975041
xk2,0.6337161597,-0.0258802478,-0.1627807765
xk2,-0.0406154104,-0.2167970313,-0.5032878843
xk2,-1.9119051391,-0.6762412879,-0.8139850577
xk2,-2.3258799217,0.3929989407,-0.8173571076
xk2,1.9601122663,1.0116185028,-0.2355822784
xk2,2.8185427902,1.7455112218,-0.2862943148
xk2,-0.6675902837,-0.0489088799,-0.8025495931
xk2,-6.0903238901,-0.9780359165,-1.5381596859
xk2,-6.4241274736,-1.4782683063,-1.7371298283
xk2,5.7726134499,-0.6953780891,0.5041301655
xk2,15.6889662985,5.784577879,2.6934969609
xk2,7.5336623219,12.7761284653,2.7927394732
xk2,-13.4544033831,10.5013521776,8.7386266922
xk2,-0.8714021882,-14.0253080853,8.0803243615
xk2,0,5.6323263445,10.1023853707
xk3,0.1486828005,0.847849163,-0.0446013259
xk3,-0.3938702532,0.6592203395,-0.0924694218
xk3,0.2833521639,0.7371358743,-0.0641797453
xk3,-1.4203692242,0.8597119692,-0.0491422287
xk3,2.6790409463,1.1677503043,-0.1146185725
xk3,-1.7198739094,0.3327756548,-0.2436529026
xk3,0.7889066511,0.32441113,-0.5741183746
xk3,-2.0972587129,-0.4547095192,-0.8022674855
xk3,-0.7825890833,0.8697951471,-0.8326517124
xk3,3.9103403202,0.5588785032,-0.4173411755
xk3,-0.2491325749,1.4261362494,-1.0385217019
xk3,-0.9766427084,-0.6148659774,-1.3974076645
