Parameter,Case Opt,Case CE,Case Dual
Cost,[7.20201661],37.7154519862,[463.55873925]
xk1,-0.1627881836,-0.0691364108,-0.0196942588
xk1,0.2677211641,-0.4164154035,-0.0397352138
xk1,0.3275516004,-0.8287790076,-0.0289412316
xk1,-0.7589052378,-1.3307464304,0.0082346486
xk1,-0.4676555307,-1.8271955866,0.0176262785
xk1,0.8106153403,-1.902491601,-0.0537977406
xk1,1.3207376751,-1.0254611553,-0.2905085718
xk1,-1.0091622007,-1.091295725,-0.6869103612
xk1,-1.2310804744,-0.6470094041,-1.0485551015
xk1,-0.4404537021,-0.5104149158,-1.1139767122
xk1,2.0848016706,-0.015023353,-1.3268660114
xk1,2.9665665246,-0.0043224827,-0.9152273164
xk1,-1.6824738306,-1.7643519764,-0.7417214257
xk1,-5.9891976479,-3.1978779771,0.1208086505
xk1,-2.5580713151,-2.8075375701,0.9741171681
xk1,7.3791136616,3.1496976301,3.4526126307
xk1,12.6614315949,6.6627314519,8.9516124641
xk1,-0.457011434,8.4827457988,24.9812857593
xk1,-2.4521749669,2.7292933264,31.8824731991
xk1,0,4.0916542412,29.16542818
xk2,0.1620689394,-0.1042902969,-0.0297082231
xk2,0.7136947828,-0.5454369236,-0.0363776325
xk2,-0.9140878064,-0.7398674329,0.007336172
xk2,-0.1902515765,-0.983498222,0.0424247602
xk2,1.5017377898,-1.2601347636,-0.0004993649
xk2,2.0783196689,-0.8976929231,-0.1134834669
xk2,0.2825696502,0.413035467,-0.3619577171
xk2,-0.5796593237,-0.9170485566,-0.6670962249
xk2,-0.6710115904,-0.2747009552,-0.7488413993
xk2,2.1727534498,-3.71706873708705E-05,-0.4771436802
xk2,5.0123212204,0.3809947183,-0.8548699159
xk2,2.0281729175,-0.2044272988,-0.1065951119
xk2,-4.2814174181,-2.7891754055,-0.2448360005
xk2,-4.837223253,-2.591116463,0.6968872197
xk2,6.393004446,-0.0691375469,1.1398782222
xk2,17.0279089205,7.5696767695,3.8280879808
xk2,7.7228205023,4.9892740773,9.4019900022
xk2,-13.7889767752,3.2769678039,26.9940553409
xk2,2.2960954714,-4.5254163426,18.5115324831
xk2,0,5.4365045279,6.2990702795
xk3,0.3139599046,-0.1312824551,-0.0373971994
xk3,0.3407301133,-0.6185239751,-0.0263991571
xk3,-1.2101228135,-0.63036448,0.0172952606
xk3,1.0145649483,-1.0850197432,0.017457483
xk3,1.2942178624,-1.5691513744,-0.0433060964
xk3,0.308198345,-1.203531045,-0.1228158977
xk3,-1.3279480175,-0.0673783213,-0.3638710749
xk3,0.1916029742,-2.5477310315,-0.6566284377
xk3,-1.1015692237,-0.0684484533,-0.7429698484
xk3,2.4561275739,-0.2629418491,-0.6263034056
xk3,3.1851420912,0.0408560278,-1.4820977971
xk3,-1.6036233601,-0.7113226352,-0.2284068889
xk3,-4.9588467492,-3.2218804973,-0.9927306336
xk3,-2.3178352399,-1.3883730422,0.5707652531
xk3,8.3439905089,0.1149873979,0.6974331289
xk3,11.0331233546,7.0660446564,4.3325422063
xk3,-4.0993688911,-0.1436741016,10.201736728
xk3,-14.5498823147,4.4237082294,30.4300030448
xk3,19.4508058223,-2.1679613788,12.3656311127
xk3,0,14.675587306,14.436099296
uk,1.0451301503,-0.0926121322,-0.0263814962
uk,-3.1813835297,-0.2074918028,0.0465647951
uk,0.4745053494,0.7673748753,0.0963596736
uk,-1.050243741,1.0750203314,0.0406507925
uk,-0.6783474765,1.9524113178,-0.0554455392
uk,-1.5218982245,3.446415489,-0.0694657967
uk,-2.5669835088,4.0388149825,-0.06183962
uk,-5.1454254455,-0.0686572962,0.3150954454
uk,0.8579507486,4.1583821256,1.1323137825
uk,2.0750815454,0.8562814256,1.8567521141
uk,-2.2828112184,1.0972359046,1.2730062679
uk,-9.2779375883,-0.46669604,3.320698455
uk,-10.8931811707,-1.5598762228,0.9491876834
uk,2.6577143675,4.7097664693,2.5516904063
uk,13.1549022349,6.1409187889,-0.1878919438
uk,-2.7561942835,9.2382017179,0.9762995263
uk,-26.6670498829,-11.2496792339,-2.1285414776
uk,-33.2288442603,-6.4247346625,-1.7194129174
uk,23.4696771423,-18.8779380053,-57.8999559543
t1,1.8,1,1
t1,1.8,1.0002620608,0.9997917175
t1,1.8,0.994636851,0.9999420851
t1,1.8,0.987337914,0.9973235109
t1,1.8,1.0063719371,0.998891209
t1,1.8,1.0091006667,1.0008849882
t1,1.8,0.9966623052,1.0002452023
t1,1.8,0.9380887633,0.9876552986
t1,1.8,1.5572444507,0.8026622039
t1,1.8,1.6055697489,1.301731932
t1,1.8,1.5914976068,1.1588162495
t1,1.8,1.6107247486,1.2587581613
t1,1.8,1.5843466335,1.1529331911
t1,1.8,1.1279490083,1.1276462133
t1,1.8,1.1364040664,1.2728612101
t1,1.8,1.4565526697,1.2785502333
t1,1.8,1.4485499603,1.564114351
t1,1.8,1.1307370928,0.9831700756
t1,1.8,1.3423308498,1.5863351349
t1,1.8,1.0957651278,1.6163324226
t2,-1.01,-0.6,-0.6
t2,-1.01,-0.5997379392,-0.6002082825
t2,-1.01,-0.6031355005,-0.600122533
t2,-1.01,-0.5752508134,-0.6042805861
t2,-1.01,-0.4742589334,-0.6044642114
t2,-1.01,-0.3778494326,-0.6619640672
t2,-1.01,-0.3278586708,-0.6622803261
t2,-1.01,-0.3699348965,-0.6587371476
t2,-1.01,-0.2747522707,-0.6815167335
t2,-1.01,-0.2685570921,-0.4643512066
t2,-1.01,-0.1663368729,-0.1964845565
t2,-1.01,-0.1932717791,0.6825183659
t2,-1.01,-0.238397342,0.4217363684
t2,-1.01,-0.1706430356,0.2930106619
t2,-1.01,-0.1725029939,0.1252256257
t2,-1.01,0.3216652894,0.1093903688
t2,-1.01,-0.0056562018,0.1945394217
t2,-1.01,-1.3081876545,-0.6217594694
t2,-1.01,-1.3799838232,0.7393029565
t2,-1.01,-1.1567729752,0.7241025944
t3,0.58,0.3,0.3
t3,0.58,0.3000262061,0.2999791717
t3,0.58,0.2992608655,0.2999179842
t3,0.58,0.3056232717,0.2998210033
t3,0.58,0.3211499701,0.2995003035
t3,0.58,0.3563008283,0.295195233
t3,0.58,0.3758620135,0.295267982
t3,0.58,0.3671594221,0.295542378
t3,0.58,0.3105457216,0.2820583448
t3,0.58,0.298035492,0.2338784574
t3,0.58,0.2898474086,0.1634860893
t3,0.58,0.2889219275,0.1062063096
t3,0.58,0.2945615129,0.1506883556
t3,0.58,0.3563582994,0.1693338868
t3,0.58,0.3325186374,0.1536697387
t3,0.58,0.2668156331,0.1635199902
t3,0.58,0.2278670739,0.2691887326
t3,0.58,0.226692964,0.1062466251
t3,0.58,0.2230218101,0.098824304
t3,0.58,0.1224845608,0.0950985434
t4,0.3,0.1,0.1
t4,0.3,0.0999015059,0.099979219
t4,0.3,0.1010022674,0.0999410685
t4,0.3,0.0960540912,0.0994335512
t4,0.3,0.0827217613,0.0994587978
t4,0.3,0.0544238309,0.099424729
t4,0.3,0.0346019291,0.0994253778
t4,0.3,0.0564316074,0.0993794468
t4,0.3,0.0305598256,0.1033323258
t4,0.3,0.0478773521,0.0855160743
t4,0.3,0.0406459332,0.1213423326
t4,0.3,0.0348354442,0.0080813226
t4,0.3,0.0325939184,-0.0071481551
t4,0.3,0.0438938577,-0.0005014354
t4,0.3,0.05020939,0.0170955273
t4,0.3,0.0512300847,0.0245422982
t4,0.3,0.0072299242,0.0523544447
t4,0.3,-0.0418920601,0.0807469641
t4,0.3,-0.0093218819,0.1608703936
t4,0.3,0.2005096287,0.1502644341
t5,0.5,0.7,0.7
t5,0.5,0.6999015059,0.699979219
t5,0.5,0.7008598618,0.6999342816
t5,0.5,0.6951204923,0.6994734422
t5,0.5,0.6845969344,0.6994678587
t5,0.5,0.6680100913,0.698471988
t5,0.5,0.6562139283,0.6984715959
t5,0.5,0.6632036181,0.6985113954
t5,0.5,0.7698212269,0.7046392288
t5,0.5,0.7848540213,0.6886640031
t5,0.5,0.7842581031,0.7080280874
t5,0.5,0.7756303472,0.6602573534
t5,0.5,0.7749801698,0.6064413234
t5,0.5,0.7801965382,0.5995667243
t5,0.5,0.7943717172,0.6213971723
t5,0.5,0.7953403309,0.6267242666
t5,0.5,0.7628202018,0.6577936133
t5,0.5,0.8878418053,0.6992970276
t5,0.5,0.9372603038,0.7756628222
