Parameter,Actual values,Case 2 : CE,Case3 : Dual,,diffrence in controlers,CE offset,Dual offse
xk_1,0.5,0.5,0.5,,0.0,0.0,0.0
xk_1,0.5,0.49997575304924763,0.49997575304924763,,0.0,2.4246950752371266e-05,2.4246950752371266e-05
xk_1,0.5,0.49926785592612916,0.49926785592612916,,0.0,0.000732144073870844,0.000732144073870844
xk_1,0.5,0.4979532566733085,0.4979532566733085,,0.0,0.0020467433266915247,0.0020467433266915247
xk_1,0.5,0.4998141594941297,0.4998141594941297,,0.0,0.00018584050587028278,0.00018584050587028278
xk_1,0.5,0.5013994404736546,0.5013994404736546,,0.0,-0.0013994404736545896,-0.0013994404736545896
xk_1,0.5,0.5010264808099584,0.5010264808099584,,0.0,-0.0010264808099583744,-0.0010264808099583744
xk_1,0.5,0.49872179189131055,0.49872179189131055,,0.0,0.0012782081086894492,0.0012782081086894492
xk_1,0.5,0.4993875957288143,0.4993875957288143,,0.0,0.0006124042711856958,0.0006124042711856958
xk_1,0.5,0.5004590072336706,0.5004590072336706,,0.0,-0.00045900723367064966,-0.00045900723367064966
xk_1,0.5,0.5027367054668218,0.5027367054668218,,0.0,-0.0027367054668218094,-0.0027367054668218094
xk_1,0.5,0.501684700145699,0.501684700145699,,0.0,-0.0016847001456989918,-0.0016847001456989918
xk_1,0.5,0.50117488172474,0.50117488172474,,0.0,-0.0011748817247400067,-0.0011748817247400067
xk_1,0.5,0.5016229135643918,0.5016229135643918,,0.0,-0.0016229135643918147,-0.0016229135643918147
xk_1,0.5,0.5029228502226667,0.5029228502226667,,0.0,-0.0029228502226666953,-0.0029228502226666953
xk_1,0.5,0.5026852970526715,0.5026852970526715,,0.0,-0.002685297052671509,-0.002685297052671509
xk_1,0.5,0.503464060411376,0.503464060411376,,0.0,-0.0034640604113760354,-0.0034640604113760354
xk_1,0.5,0.5044166678362901,0.5044166678362901,,0.0,-0.0044166678362901335,-0.0044166678362901335
xk_1,0.5,0.5038920689536045,0.5038920689536045,,0.0,-0.0038920689536044994,-0.0038920689536044994
xk_1,0.5,0.5038358057075756,0.5038358057075756,,0.0,-0.003835805707575579,-0.003835805707575579
xk_1,0.5,0.502308808347134,0.502308808347134,,0.0,-0.0023088083471339838,-0.0023088083471339838
xk_1,0.5,0.5004494939575636,0.5004494939575636,,0.0,-0.0004494939575635515,-0.0004494939575635515
xk_1,0.5,0.4988793849042027,0.4988793849042027,,0.0,0.001120615095797306,0.001120615095797306
xk_1,0.5,0.49930925012205135,0.49930925012205135,,0.0,0.0006907498779486487,0.0006907498779486487
xk_1,0.5,0.5010104230460706,0.5010104230460706,,0.0,-0.0010104230460705743,-0.0010104230460705743
xk_1,0.5,0.5017234557824327,0.5017234557824327,,0.0,-0.0017234557824327146,-0.0017234557824327146
xk_1,0.5,0.5010859499129368,0.5010859499129368,,0.0,-0.0010859499129367567,-0.0010859499129367567
xk_1,0.5,0.500818553631334,0.500818553631334,,0.0,-0.0008185536313339847,-0.0008185536313339847
xk_1,0.5,0.502396897855745,0.502396897855745,,0.0,-0.0023968978557450393,-0.0023968978557450393
xk_1,0.5,0.5030475411053418,0.5030475411053418,,0.0,-0.003047541105341778,-0.003047541105341778
xk_1,0.5,0.5029085242229228,0.5029085242229228,,0.0,-0.0029085242229227593,-0.0029085242229227593
xk_1,0.5,0.5018288489303077,0.5018288489303077,,0.0,-0.0018288489303076583,-0.0018288489303076583
xk_1,0.5,0.5016662490284653,0.5016662490284653,,0.0,-0.0016662490284653497,-0.0016662490284653497
