Parameter,Case CE
Cost,7.7378846072813845
xk1,0.049603279921370494
xk1,0.12421310582442112
xk1,0.18876105875883084
xk1,0.3671400726980817
xk1,0.39170460655536943
xk1,0.24785655411137536
xk1,-0.03821495682136879
xk1,-0.5208506132110624
xk1,-0.661491694301299
xk1,-0.1269468099686056
xk1,1.3068048379936736
xk1,1.380973615042043
xk1,0.29785573293668305
xk1,-1.4066590811037363
xk1,-2.6917055627043824
xk1,0.21233936736847678
xk1,8.284184865047276
xk1,14.546470651145782
xk1,5.474547490368761
xk1,3.2516227672585822
xk2,0.07482511029090134
xk2,0.12802706587546892
xk2,0.12743266710709825
xk2,0.33539760080796927
xk2,0.18892725517972206
xk2,-0.06758407532774327
xk2,-0.244881284940786
xk2,-0.6061633306331248
xk2,-0.31287016937389595
xk2,0.5947990868503562
xk2,1.9263991968337237
xk2,0.22671677957156444
xk2,-1.3443288240736937
xk2,-1.837143083939793
xk2,-1.7546250115387827
xk2,3.513986048557135
xk2,11.663807648381853
xk2,10.663435185531355
xk2,-9.902566572142227
xk2,1.1473902083103278
xk3,0.09419115996223486
xk3,0.11231654426806864
xk3,0.11634885097827849
xk3,0.43671609781091586
xk3,0.14830110243620687
xk3,0.03933243620021479
xk3,-0.010380841700099244
xk3,-0.515746448956966
xk3,-0.12586071344980657
xk3,0.5213004302876754
xk3,1.585208002463276
xk3,-0.8761916308110175
xk3,-0.6344472879190562
xk3,-0.4495150444921049
xk3,-1.333144719173003
xk3,4.117949862736773
xk3,10.50386763882952
xk3,6.651150345781811
xk3,-12.123815558919812
xk3,18.74109536083815
uk,0.06644629486616387
uk,-0.08495382468856943
uk,-0.20977200687655112
uk,-0.0887727369913921
uk,-0.8723345872470933
uk,-0.7101889450188078
uk,-0.44439289505487495
uk,-0.3280816351678586
uk,1.1714701088809616
uk,1.4860602179983713
uk,0.8617722521964031
uk,-4.023675943809091
uk,-1.6654577506896746
uk,-0.31642883041478226
uk,1.4598832711245047
uk,8.235940853913233
uk,3.3194796961604465
uk,-17.444427039965674
uk,-36.6231749669109
t1,1.0
t1,0.9994132810881713
t1,0.9979492891148909
t1,0.9979879780213629
t1,1.0098369689688795
t1,1.0109314661529487
t1,1.0200725011255083
t1,1.0529359860394343
t1,1.0806424087699293
t1,1.1106691666175423
t1,1.0835879758624558
t1,1.3428566136263345
t1,1.3022705158597812
t1,1.5373963599190972
t1,1.5441206565616366
t1,1.6116225033787648
t1,1.6306191847757905
t1,1.5710973281503238
t1,1.5888644540095234
t1,1.5831480132952638
t2,-0.6
t2,-0.6005867189118287
t2,-0.6002730949107619
t2,-0.6005736594135713
t2,-0.5851909571734425
t2,-0.5824827699102704
t2,-0.5747511715893577
t2,-0.586074126247349
t2,-0.5548358768400183
t2,-0.5461289671166584
t2,-0.5506199883932801
t2,-0.42120359030172566
t2,-0.439906179638254
t2,-0.3368133672781668
t2,-0.7750934411549404
t2,-0.7197415801751481
t2,-0.7205586446470482
t2,-0.42775351278358453
t2,-0.26285820228912427
t2,-0.258138118127363
t3,0.3
t3,0.29994132810881713
t3,0.30020009143294935
t3,0.3001413659798438
t3,0.3007606511051986
t3,0.3015258996920574
t3,0.3020257930312338
t3,0.3026554734780861
t3,0.29462024656405794
t3,0.3026703131426209
t3,0.31961494861253864
t3,0.27703817645638473
t3,0.2554138965755534
t3,0.2180629056931904
t3,0.2341489266473594
t3,0.22631008944104616
t3,0.22512404483749673
t3,0.26949542204255333
t3,0.2859560378393048
t3,0.2883653627868126
t4,0.1
t4,0.10005574027865188
t4,0.09989400799475256
t4,0.09992596340558266
t4,0.09927980709353439
t4,0.09863891127597636
t4,0.09731105698275334
t4,0.09075321367551333
t4,0.09857809355955154
t4,0.09691456362710457
t4,0.08898505924596882
t4,0.11980795529699352
t4,0.12446022950846526
t4,0.13118474822036244
t4,0.05577036709381657
t4,0.06840379168009347
t4,0.06521205054272829
t4,0.09876207014919987
t4,0.07987506027701118
t4,0.08350102906020186
t5,0.7
t5,0.7000557402786518
t5,0.6998535724778482
t5,0.6998841398090507
t5,0.7000131193463225
t5,0.6994994330276585
t5,0.6991800758644008
t5,0.6995837786653883
t5,0.7017967574828381
t5,0.6939734908190556
t5,0.6942897021700978
t5,0.6759405915159028
t5,0.6965292233535597
t5,0.7592789470269918
t5,0.7629759288668829
t5,0.7758694759878136
t5,0.7746748803236146
t5,0.7150190594725461
t5,0.6978823450697266
t5,0.6986434098670603
t6,1.5
t6,1.5005574027865187
t6,1.4991426133962842
t6,1.4995060677580556
t6,1.4904212425150376
t6,1.4844833265112696
t6,1.4699395771498363
t6,1.4249233691215555
t6,1.4606177982397206
t6,1.3757609543870015
t6,1.2100673597478318
t6,1.432165529725723
t6,1.5836083659468403
t6,1.4374293117163508
t6,1.350537903511695
t6,1.3368819765753492
t6,1.3137784816443785
t6,1.3247617378325294
t6,1.1378536658438
t6,1.1532845739687991
