Parameter,Case Opt
Cost,[2.80366132]
xk1,0.11619887785807892
xk1,0.14132970405466203
xk1,-0.04901396798306199
xk1,-0.7499044280947743
xk1,0.09214954088034605
xk1,0.8557126843427938
xk1,-0.27822262438270073
xk1,0.7056221999384523
xk1,-2.7933185793243855
xk1,0.5733854210368083
xk1,1.7000975735930564
xk1,3.1765997761849296
xk1,-1.7643021161209078
xk1,-5.335204157890617
xk1,-3.316486078597208
xk1,9.797114731560741
xk1,14.134045808477381
xk1,6.922697991828849
xk1,-0.3389606388497671
xk1,0.0
xk2,0.16931744751365346
xk2,0.093687242454269
xk2,-0.972715340988649
xk2,-0.3995889844604992
xk2,0.091381280081473
xk2,0.013210471390877266
xk2,0.5511197305692164
xk2,-2.793547935968625
xk2,-1.3428813264685189
xk2,0.23503966949733232
xk2,2.956909359043155
xk2,-0.49368014025493373
xk2,-6.904013614423438
xk2,-8.083986200227855
xk2,4.385972093974791
xk2,15.526415058663073
xk2,8.09730396698566
xk2,-13.669070521822368
xk2,-1.3815000660859065
xk2,0.0
xk3,0.211530846689313
xk3,-0.01705755079581331
xk3,-0.7505933868680127
xk3,0.5696904321052371
xk3,-0.09300393017563732
xk3,0.07761993315935166
xk3,1.3987447159167081
xk3,-4.432136950610416
xk3,2.44545360686958
xk3,-0.7956816516328732
xk3,4.011366263845549
xk3,-2.7525835830794367
xk3,-5.024396178796355
xk3,-3.363334807080735
xk3,10.249121619563407
xk3,10.73886612878218
xk3,0.30492582199228435
xk3,-13.673639831072535
xk3,21.267351395409857
xk3,0.0
uk,0.1371694695247996
uk,-0.8653891442076539
uk,0.9363923089488614
uk,0.3554275592882198
uk,2.550379465093418
uk,1.7945363723407672
uk,-3.3296679490020438
uk,2.8736153320583884
uk,-0.7768336753114425
uk,9.165191747670427
uk,0.5792662234616981
uk,-3.0224886929311485
uk,-4.989744663012594
uk,11.154463701153043
uk,16.974106583264977
uk,8.449288762590857
uk,-26.791576248036264
uk,-21.844520974110576
uk,12.20610796891494
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t1,1.8
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t2,-1.01
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t3,0.58
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t4,0.3
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t5,0.5
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
t6,1
