Parameter,Actual values,Case 2 : CE,Case3 : Dual,,diffrence in controlers,CE offset,Dual offse
xk_1,0.5,0.5,0.5,,0.0,0.0,0.0
xk_1,0.5,0.5000594983417137,0.5000594983417137,,0.0,-5.949834171370405e-05,-5.949834171370405e-05
xk_1,0.5,0.5000427226848198,0.4989571601848115,,0.0010855625000082414,-4.27226848197515e-05,0.00104283981518849
xk_1,0.5,0.49950775174875267,0.49900240740676066,,0.000505344341992009,0.0004922482512473292,0.0009975925932393381
xk_1,0.5,0.4991212942132088,0.4989422986999733,,0.00017899551323546925,0.0008787057867912229,0.0010577013000266922
xk_1,0.5,0.49957779675101444,0.4995432926431248,,3.450410788963243e-05,0.00042220324898556427,0.0004567073568751967
xk_1,0.5,0.4995468623140941,0.49956306219021074,,-1.6199876116618217e-05,0.00045313768590588,0.0004369378097892618
xk_1,0.5,0.49808462807569004,0.4981100198417922,,-2.5391766102167423e-05,0.001915371924309961,0.0018899801582077935
xk_1,0.5,0.4966493380781078,0.49667002206493416,,-2.0683986826364187e-05,0.0033506619218922062,0.003329977935065842
xk_1,0.5,0.49623206020333915,0.4962453009961368,,-1.3240792797630796e-05,0.0037679397966608463,0.0037546990038632155
xk_1,0.5,0.49779171014901846,0.4977988053546193,,-7.0952056008266595e-06,0.0022082898509815374,0.0022011946453807107
xk_1,0.5,0.4959391510558832,0.4959433281289093,,-4.177073026079281e-06,0.0040608489441167905,0.004056671871090711
xk_1,0.5,0.4957793093202379,0.4956575532480432,,0.00012175607219466755,0.004220690679762107,0.004342446751956774
xk_1,0.5,0.49641104299922617,0.4962192824626395,,0.00019176053658664927,0.003588957000773829,0.0037807175373604784
xk_1,0.5,0.4945585118577317,0.49438826246163975,,0.00017024939609194822,0.005441488142268303,0.005611737538360251
xk_1,0.5,0.4953450261602492,0.4953484015482533,,-3.3753880041009765e-06,0.004654973839750776,0.004651598451746675
xk_1,0.5,0.49611425755333316,0.4961251535879135,,-1.0896034580321068e-05,0.00388574244666684,0.003874846412086519
xk_1,0.5,0.4963969181627976,0.49584207510736594,,0.0005548430554316308,0.0036030818372024265,0.004157924892634057
xk_1,0.5,0.49609878029789156,0.4953406030828561,,0.0007581772150354604,0.0039012197021084383,0.004659396917143899
xk_1,0.5,0.49745550858227033,0.4969247877393836,,0.0005307208428867449,0.0025444914177296662,0.003075212260616411
