Parameter,Case Opt,Case CE,Case Dual
Cost,[1.09023928],82.5710588179,[359.15311079]
xk1,0,0.155341979,0
xk1,-0.0427522244,0.3605783889,0.0164487741
xk1,0.2408391378,0.6716059303,0.0642516201
xk1,0.217524416,0.7078847612,0.1634508109
xk1,-0.5532546852,0.8388493905,0.485538618
xk1,-0.5851447759,1.3458580445,0.7005983823
xk1,0.5126982891,1.6467232579,0.8055562696
xk1,1.3188481437,1.4708318752,1.0007528574
xk1,-0.8693163945,1.1747456083,1.0448530235
xk1,-1.3705027845,1.8742819754,1.6040774509
xk1,-1.1636568581,-1.0722234227,2.4894565506
xk1,2.6591087682,-3.1568337479,1.6238669907
xk1,2.566283575,-5.8584950461,1.1100850127
xk1,-1.0559905535,-5.7458387411,0.4911462813
xk1,-5.9742476927,-3.9442304109,-0.217150758
xk1,-3.2849323392,-3.7103293729,-0.444726965
xk1,9.0709004878,3.1393856855,-1.4798114405
xk1,14.2734041857,-0.4413127666,-4.4296408619
xk1,3.8814537516,0.1064296002,0.4148370427
xk1,-0.2654798107,4.8596420972,0.5360068328
xk2,0,0.23432898,0
xk2,0.1651879669,0.3580726671,0.0248124985
xk2,0.5026787761,0.5544555856,0.0772420503
xk2,-1.0838207759,0.2925097871,0.1668051275
xk2,-1.0788839789,0.5044258317,0.5352815439
xk2,0.4614102513,1.2380856609,0.4841901941
xk2,1.298470612,1.0270037812,0.3802693175
xk2,-0.6464722097,0.3404563134,0.6846762418
xk2,-2.0151854337,0.3703036076,0.5883773513
xk2,-2.2357119689,1.942668865,1.3241543766
xk2,1.5328285887,-3.5427858875,2.0702013803
xk2,3.4780033634,-3.4752135187,-0.3616883479
xk2,0.6817400939,-3.9908818083,0.0291024024
xk2,-6.4428315965,-1.9398223012,0.3483245405
xk2,-6.9444748582,-0.2047625298,-0.5702722387
xk2,5.5020936875,-2.6948524191,-0.3963963027
xk2,16.1231224765,7.6499330175,-1.5542114182
xk2,7.2538019532,-4.7511911388,-4.9928226879
xk2,-13.4617893739,-1.1224233397,5.8927439417
xk2,0.0912109804,9.5687380852,0.3225575067
xk3,0,0.2949770925,0
xk3,0.2698897091,0.2977769763,0.031234321
xk3,0.236052482,0.5879430281,0.0810352858
xk3,-1.1207107471,0.2895997416,0.1726555739
xk3,0.2192508946,0.9141518009,0.6156983375
xk3,1.2974706636,1.6613036342,0.3827511772
xk3,0.4864296296,0.9498075481,0.5237292239
xk3,-1.8418637635,0.6577033803,1.1092082762
xk3,-0.4701951962,1.3482512202,0.7666534036
xk3,-1.2066267869,2.9693739817,1.8713337175
xk3,3.3387223362,-5.2420311131,2.3799119343
xk3,1.3290230756,-0.8460685684,-0.7804284194
xk3,-0.85986675,-3.8152006438,1.9806853743
xk3,-6.4782657569,-2.8343976545,1.2433956072
xk3,-1.7614367693,-2.9823212602,-0.776781148
xk3,9.6289409495,-6.4699313718,0.0232840365
xk3,10.2439660548,9.9070384793,-1.9048345225
xk3,-2.034489174,-12.7404368266,-5.6801772443
xk3,-12.2177992942,4.6884296721,9.6173077642
xk3,0,13.0429148952,-6.7716661644
uk,0.6544756637,0.2080890527,0.0220338953
uk,-2.504640198,-0.3041161786,0.002719149
uk,0.938298716,-0.4051591623,-0.0513143557
uk,1.3904635019,-1.3731904143,0.0243687011
uk,1.2565684582,-0.7179459331,-1.0484549498
uk,0.3566989968,-1.0108067341,-1.0511575597
uk,0.0784747076,-2.9724716836,-0.9623514232
uk,-1.9540364653,-2.9426676906,-2.0707014091
uk,4.0012275271,-1.976197902,-1.0198817325
uk,3.7358970598,-1.0799017719,-2.5715655453
uk,2.646895701,-9.4174791807,-6.6030091708
uk,-7.2484939192,5.9932319816,-0.3819241428
uk,-4.9609478269,2.618874802,-2.8983968116
uk,6.9794536555,10.523220338,-2.5503370828
uk,15.1498406326,9.5194326441,1.0775028068
uk,4.6545215028,4.6453581239,-0.7297210971
uk,-24.7364419352,19.0854801771,0.0515735582
uk,-27.1967679903,-23.0446257269,18.8627055169
uk,17.8342010387,16.4913420813,-14.5304650048
t1,1.8,1,1
t1,1.8,0.9970241739,0.999964053
t1,1.8,0.9940540789,0.9998306026
t1,1.8,1.0027730538,0.9999294327
t1,1.8,1.001472167,1.0122932552
t1,1.8,1.0407236676,1.0020959583
t1,1.8,1.2324736011,1.0073681931
t1,1.8,1.1761210547,1.1336346961
t1,1.8,1.1446000335,1.1242406935
t1,1.8,1.1284230311,1.2819159162
t1,1.8,0.9712049998,1.3534303444
t1,1.8,1.0854322452,1.4175713525
t1,1.8,1.0935339827,1.6751081493
t1,1.8,1.0428351324,1.6373243174
t1,1.8,1.0583883264,1.685517089
t1,1.8,2.2467367315,1.4437498847
t1,1.8,1.9792151517,1.5147124188
t1,1.8,2.1655655004,0.9427648633
t1,1.8,1.3537407269,0.9556621986
t1,1.8,1.1470818787,1.2595569563
t2,-1.01,-0.6,-0.6
t2,-1.01,-0.6029758261,-0.600035947
t2,-1.01,-0.599241877,-0.6000437156
t2,-1.01,-0.5601314111,-0.6007442112
t2,-1.01,-0.5656160683,-0.5944201083
t2,-1.01,-0.5379552111,-0.5838905551
t2,-1.01,-0.5593774081,-0.5532085127
t2,-1.01,-0.5768303416,-0.4521086817
t2,-1.01,-0.5381407123,-0.4540167201
t2,-1.01,-0.556660594,-0.3301239481
t2,-1.01,-0.5426845348,-0.4169770585
t2,-1.01,-0.5486412533,-0.3428714053
t2,-1.01,-0.5918771604,-0.0350961551
t2,-1.01,0.0138189665,-0.2291703081
t2,-1.01,0.0351206753,-0.2271369345
t2,-1.01,0.1643391065,-0.1988318761
t2,-1.01,-0.0129592129,-0.0911390931
t2,-1.01,-0.3400626144,-0.1763530632
t2,-1.01,-0.2421979078,-0.0467870115
t2,-1.01,0.8411726622,-0.4022663346
t3,0.58,0.3,0.3
t3,0.58,0.2997024174,0.2999964053
t3,0.58,0.3008036151,0.3000085494
t3,0.58,0.3062485208,0.2998892961
t3,0.58,0.3051556214,0.2984120766
t3,0.58,0.3050412945,0.3042234799
t3,0.58,0.3160176474,0.3071747753
t3,0.58,0.3462124981,0.313060249
t3,0.58,0.3573880097,0.3046368674
t3,0.58,0.3652307104,0.3024380049
t3,0.58,0.4146494796,0.3536813925
t3,0.58,0.3769867036,0.3286132887
t3,0.58,0.4157567607,0.2639249805
t3,0.58,0.5131796323,0.2904646675
t3,0.58,0.5154333274,0.2873176841
t3,0.58,0.3317164836,0.2810824472
t3,0.58,0.3902047795,0.2694188314
t3,0.58,0.6364122289,0.2085151943
t3,0.58,0.5661530337,0.1922858704
t3,0.58,0.5573175016,0.1430214736
t4,0.3,0.1,0.1
t4,0.3,0.1004016653,0.1000038214
t4,0.3,0.0996081594,0.1000060148
t4,0.3,0.0957312855,0.1000567847
t4,0.3,0.0966112736,0.1004104313
t4,0.3,0.0935948845,0.0976080359
t4,0.3,0.0570402017,0.0953241793
t4,0.3,0.0306749845,0.078261093
t4,0.3,0.0141823777,0.086710372
t4,0.3,0.0024736632,0.0632720419
t4,0.3,-0.0768314661,0.0041109231
t4,0.3,-0.0014203825,0.0383941935
t4,0.3,0.002651973,-0.0361913871
t4,0.3,0.1651199359,-0.0804159758
t4,0.3,0.1619391287,-0.071270723
t4,0.3,0.1504879272,-0.0963174007
t4,0.3,0.0450815931,-0.1008631769
t4,0.3,0.0575936444,-0.0905932181
t4,0.3,0.047193587,-0.1001466134
t4,0.3,-0.0897124323,-0.0771767046
t5,0.5,0.7,0.7
t5,0.5,0.7004016653,0.7000038214
t5,0.5,0.6994360148,0.7000027596
t5,0.5,0.6959861302,0.7000636805
t5,0.5,0.6966823298,0.7006422711
t5,0.5,0.6974915387,0.6978953067
t5,0.5,0.6878366878,0.697032945
t5,0.5,0.6684226201,0.6962631632
t5,0.5,0.6670551263,0.7013416447
t5,0.5,0.6705944557,0.7008867583
t5,0.5,0.6572501237,0.6503246223
t5,0.5,0.8123828214,0.687101456
t5,0.5,0.7628482661,0.7808162134
t5,0.5,0.8365331139,0.7500979087
t5,0.5,0.8373335835,0.7583597277
t5,0.5,0.9873006764,0.762515164
t5,0.5,0.9472025417,0.7640331206
t5,0.5,1.246921021,0.7855310494
t5,0.5,1.300183964,0.7623006114
t5,0.5,1.1419316454,0.7851428171
t6,1,1.5,1.5
t6,1,1.504016653,1.5000382139
t6,1,1.4969500012,1.5000764261
t6,1,1.4484923264,1.5006165482
t6,1,1.4577306077,1.5018804738
t6,1,1.4228523215,1.4743416737
t6,1,1.1905313009,1.4445595838
t6,1,0.9965576597,1.2968267146
t6,1,0.8455511421,1.3572782196
t6,1,0.7883027143,1.2295737047
t6,1,0.6468577664,0.8438664428
t6,1,1.5561679771,1.2249541512
t6,1,1.5358699694,1.1689018327
t6,1,1.2834368989,1.1162354827
t6,1,1.2426161136,1.1441752113
t6,1,0.0836696903,1.2621258681
t6,1,0.0610025503,1.2942240049
t6,1,0.7503007915,1.2212591567
t6,1,1.0922749355,1.0152283973
t6,1,1.2717229582,0.9739447989
