Parameter,Case Opt,Case CE,Case Dual
Cost,[6.55852403],29.1096625925,[186.18399059]
xk1,0,-0.0393613185,0
xk1,0.0073541721,0.2468256938,0.0180413957
xk1,0.1409182034,0.7929497225,0.112235183
xk1,-0.0351738262,1.3511050579,-0.1461067046
xk1,-0.4172034823,1.9961822855,-0.2979842237
xk1,-0.2365154133,2.2981278003,-0.5562440328
xk1,0.8126906821,1.0828624085,-1.0097988045
xk1,1.1776392024,0.3724103426,-1.8924797826
xk1,-0.5045724631,-0.5136303552,-2.5649748897
xk1,-1.5410332639,0.042808402,-2.6627815472
xk1,-1.0298440648,1.2268799352,-2.4682320937
xk1,3.7002463428,0.7627240567,-2.6656376634
xk1,1.5495302021,-1.0580049724,0.6194245772
xk1,0.2695530374,-3.9938116102,1.4570142587
xk1,-7.2553619695,-3.5280147602,0.9144845527
xk1,-0.4849043156,1.9915274659,-0.7840133562
xk1,7.9176576559,7.6140671822,-1.2054705909
xk1,15.9286364627,6.5162795131,-3.4534488782
xk1,3.6812118063,-0.7509025788,-3.8701011078
xk1,2.9146738671,1.6147496364,-2.3360447175
xk2,0,-0.0593754349,0
xk2,0.1664894841,0.4194205986,0.0272149249
xk2,0.2347783397,0.9077445311,0.1477189641
xk2,-0.2772459723,1.0229635975,-0.3578384846
xk2,-0.054695304,1.4030514884,-0.2837704866
xk2,1.12896943,1.304842907,-0.3918663158
xk2,1.5804061456,-0.7809593506,-0.9022581721
xk2,-0.058613245,-0.2228342289,-1.7438426414
xk2,-1.8294438954,-0.420803234,-1.6902617605
xk2,-1.8147217225,0.7899891109,-1.1057116488
xk2,1.9107816394,1.7019026678,-1.0501807864
xk2,2.1871308408,-0.6348927156,-1.8176983999
xk2,0.6397748768,-2.5826501461,3.5031770438
xk2,-8.0231183516,-4.0571774884,1.0567693946
xk2,-6.9032101202,-0.066859371,-1.5580322113
xk2,2.7641969,6.9144624387,-1.7353523715
xk2,15.6201444011,7.3843587984,0.1814146338
xk2,4.9101763672,-1.0272013517,-3.6199054161
xk2,-12.7023774609,-7.98369288,-2.4452673236
xk2,-0.0529573164,6.9506579069,1.1529801888
xk3,0,-0.0747427097,0
xk3,0.2514929516,0.5667352162,0.0342585916
xk3,0.0334551904,0.8375311943,0.1681849665
xk3,-0.5206162957,0.8927369895,-0.5325154431
xk3,0.1686760179,1.7379872791,-0.0346651152
xk3,1.0476270555,1.6906463155,-0.4337086687
xk3,0.3658295091,-0.5460558983,-1.1523142978
xk3,-1.17790134,1.6371845092,-1.976178021
xk3,-1.0853259352,-0.0729386804,-1.6717143495
xk3,-0.5376511127,1.0198532154,-1.6290618627
xk3,3.122249973,1.1907750645,-2.3214789754
