Parameter,Case Opt,Case CE,Case Dual
Cost,2.66042598,43.7942516407,132.98799245
xk1,0,-0.2427832988,0
xk1,0.1979396357,-0.4961160264,-0.1880921075
xk1,0.0511161095,-0.4912113072,-0.6049045836
xk1,-0.2987987473,-0.1969425972,-1.2964498299
xk1,-0.4127231013,0.2357522911,-2.0896347586
xk1,0.3790707355,0.6598956549,-2.8714893904
xk1,-0.5579616105,0.5230374909,-2.3957616778
xk1,1.8758153977,0.8306116484,-1.9600902276
xk1,-1.4937729527,1.7645517184,-0.9176121717
xk1,-1.4175462782,2.2824017741,-1.0080967352
xk1,0.0540461569,0.0854436886,-1.0715936145
xk1,2.7104045438,-1.4832031108,-0.9517527918
xk1,2.0208292989,-3.1458947255,-1.3191733855
xk1,-0.0135598101,-5.0428705344,-1.2797957455
xk1,-7.2137621604,-5.9209037437,-1.6140497811
xk1,-1.1329398614,-3.4064236853,-0.7243117859
xk1,8.3351894985,2.6612003873,-0.4429635461
xk1,14.8291845533,5.3720558732,-0.7707349078
xk1,2.2518086214,2.170532478,-1.7265958906
xk1,1.0238181944,2.9716971226,0.3001750348
xk2,0,-0.3662317708,0
xk2,0.1714414619,-0.457913819,-0.2837316413
xk2,-0.1957848094,-0.1048438534,-0.6874458241
xk2,-0.300821256,0.2347176843,-1.1989583604
xk2,-0.1650298571,0.3986495109,-1.6057055328
xk2,-0.233746174,0.5483477815,-1.9499154315
xk2,2.2143216054,-0.0237217479,-0.4936617593
xk2,-0.0974380407,0.7216948328,-0.6061519154
xk2,-0.5348877517,1.9271355267,0.0691348793
xk2,-0.1257347147,1.3702254398,-0.9519243219
xk2,1.987998521,-2.58334034,-0.7942325248
xk2,3.6440020195,-1.7941404337,-0.1494765036
xk2,1.9179257963,-1.8679165324,-1.0411352515
xk2,-6.4830670075,-4.039320736,-0.7313470339
xk2,-5.4817245687,-3.620467961,-1.0201474483
xk2,4.6538571512,1.3601320513,0.5399763236
xk2,16.035454996,6.8281935971,-0.0984474756
xk2,6.206216597,2.8279791174,-1.1858576645
xk2,-13.1498276275,-4.4296581859,-1.7389858316
xk2,0.7078863098,3.6545390001,2.6772986095
xk3,0,-0.461018615,0
xk3,0.1815209861,-0.3373477779,-0.3571660162
xk3,-0.2171608865,-0.026436879,-0.6801402125
xk3,-0.1939550553,-0.0251982869,-1.210326972
xk3,-0.1254072935,0.0569799994,-1.7157369035
xk3,-0.4080288286,0.4409276265,-2.3563362367
xk3,3.197073523,-0.099931283,-0.7808649965
xk3,-3.3457157663,1.415750443,-2.2936170577
xk3,1.3159027596,2.230700875,-0.796933028
xk3,-0.9958470719,0.9222203936,-2.0397578582
xk3,1.4357362558,-2.840845357,-0.6492173311
xk3,2.2321999339,1.0160517217,-0.1902605723
xk3,0.4447665014,-1.714810742,-1.9820241653
xk3,-8.5140372894,-5.638626515,-0.7530884133
xk3,1.1465162917,-4.0085452642,-1.5376966309
xk3,5.6202834974,0.8543362139,0.5206132744
xk3,13.3080221672,3.8918976184,-1.439637185
xk3,-4.1036897216,-2.1930149998,-1.6608919522
xk3,-10.0109070688,-3.7937010613,-1.3871865395
xk3,0,11.9523661858,3.9218263868
uk,-0.1288537707,-0.3252219524,-0.2519598169
uk,0.4315281176,0.5656303175,0.1427905309
uk,-0.3999282201,1.0395939735,0.6960478713
uk,0.4207370036,0.761421467,1.8945062869
uk,2.6245344595,0.4068258913,3.1454513925
uk,-3.483064933,-0.0594380046,6.0905390381
uk,0.8716743361,-1.4786312377,2.8585831079
uk,-6.106123623,0.2822769267,4.7818681402
uk,0.5657475812,-1.083935209,0.8267026629
uk,2.9413924577,-4.1364663127,3.0889204635
uk,-0.1641799634,-6.3258415853,2.097003719
uk,-10.349683265,3.1540304443,0.2628200744
uk,-3.7082900197,-0.1984366135,3.4289021866
uk,1.3820523288,2.4406132925,1.5877038481
uk,20.2485993766,10.2994919785,4.331442336
uk,0.9788569579,13.4749993304,-0.3467317439
uk,-22.2007838283,7.3717884698,0.9936441949
uk,-30.0242091968,-8.7573647836,1.7732199153
uk,22.969417267,-8.3947895915,6.6492744358
t1,1.8,1,1
t1,1.8,0.9961503287,0.9974102443
t1,1.8,0.9957793495,0.9884743946
t1,1.8,1.0072788424,0.9913339709
t1,1.8,1.029225004,1.0260865543
t1,1.8,1.0321765556,1.1537564545
t1,1.8,1.0117079671,1.1207577872
t1,1.8,1.0459042706,1.3913686122
t1,1.8,0.9622756484,1.3893945222
t1,1.8,0.6361242549,1.5511064151
t1,1.8,0.6204810819,1.5424977391
t1,1.8,0.5157860704,1.5889053956
t1,1.8,0.5537662507,1.572254697
t1,1.8,0.9357382109,1.4999945521
t1,1.8,1.4230882536,1.5106080306
t1,1.8,1.4177625602,1.15786408
t1,1.8,1.3906974778,1.4730815178
t1,1.8,1.5361377723,1.473945828
t1,1.8,0.7227192938,1.4309642419
t1,1.8,1.2041499124,1.4164369837
t2,-1.01,-0.6,-0.6
t2,-1.01,-0.6038496713,-0.6025897557
t2,-1.01,-0.5883325979,-0.598543221
t2,-1.01,-0.567765193,-0.5178671174
t2,-1.01,-0.5574649101,-0.3824691832
t2,-1.01,-0.5589392036,-0.2410594293
t2,-1.01,-0.4961134172,-0.2382071339
t2,-1.01,-0.5071752926,-0.2758329009
t2,-1.01,-0.3439918928,-0.1457869255
t2,-1.01,-0.2627650587,-0.0648362163
t2,-1.01,-0.0486131472,-0.0955194883
t2,-1.01,-0.0814767403,-0.1261756023
t2,-1.01,-0.2133185004,0.1142644535
t2,-1.01,-0.3794316218,0.2547350589
t2,-1.01,-0.4890967639,0.6181679203
t2,-1.01,-0.4791614373,0.6001212391
t2,-1.01,-0.348526608,0.4196765031
t2,-1.01,-0.0069913041,0.4224684461
t2,-1.01,-0.1949460701,0.3858964967
t2,-1.01,-0.6029294897,0.3789157049
t3,0.58,0.3,0.3
t3,0.58,0.2996150329,0.2997410244
t3,0.58,0.3026497851,0.3012774814
t3,0.58,0.3053157218,0.314460819
t3,0.58,0.3062487362,0.3386829676
t3,0.58,0.3064157699,0.3616966178
t3,0.58,0.30193762,0.3564709929
t3,0.58,0.2931755291,0.3476407285
t3,0.58,0.279229189,0.328104066
t3,0.58,0.3526013068,0.2949734739
t3,0.58,0.3726014935,0.3018674925
t3,0.58,0.3833287429,0.2912133186
t3,0.58,0.3415205817,0.2882063741
t3,0.58,0.3508593471,0.2441728889
t3,0.58,0.5377556712,0.2382549346
t3,0.58,0.5368726815,0.2610655894
t3,0.58,0.4564777314,0.2535770864
t3,0.58,0.4395042146,0.2536484422
t3,0.58,0.5262422468,0.2495083672
t3,0.58,0.1090230018,0.2406334333
t4,0.3,0.1,0.1
t4,0.3,0.1007682866,0.1003712222
t4,0.3,0.0983035446,0.0997718402
t4,0.3,0.0953950327,0.0910542368
t4,0.3,0.0929497223,0.0727313202
t4,0.3,0.0924394023,0.0441052181
t4,0.3,0.1055667582,0.0565384229
t4,0.3,0.1078633548,0.0400971459
t4,0.3,0.1242405103,0.0901701956
t4,0.3,0.0885576094,0.0205782999
t4,0.3,0.0566487243,0.0182033141
t4,0.3,0.0592661878,0.0218831132
t4,0.3,0.2389444624,-0.0087528136
t4,0.3,0.2505935857,0.0065010649
t4,0.3,0.2382937694,-0.0220755168
t4,0.3,0.2447267067,-0.0276346868
t4,0.3,0.1794572352,0.0224421061
t4,0.3,0.216608264,0.0225382353
t4,0.3,0.1114151777,0.023158818
t4,0.3,0.4591366053,0.0101069979
t5,0.5,0.7,0.7
t5,0.5,0.7007682866,0.7003712222
t5,0.5,0.6978578549,0.6994039024
t5,0.5,0.6952442192,0.690168472
t5,0.5,0.6948430917,0.674856725
t5,0.5,0.6949568936,0.6567824228
t5,0.5,0.6928643301,0.6653491462
t5,0.5,0.6960377079,0.6881584206
t5,0.5,0.7396557797,0.7191970693
t5,0.5,0.724739838,0.6916092441
t5,0.5,0.6942647704,0.6840718954
t5,0.5,0.7069641666,0.6887978118
t5,0.5,0.884431136,0.6985027518
t5,0.5,0.8432028656,0.7176305197
t5,0.5,0.8896911145,0.6863391859
t5,0.5,0.8890475394,0.7257455616
t5,0.5,0.9357399615,0.7163537365
t5,0.5,0.9244460068,0.7161240292
t5,0.5,0.9442900396,0.715522004
t5,0.5,1.1497151469,0.7071151334
t6,1,1.5,1.5
t6,1,1.5076828659,1.5037122223
t6,1,1.4852896311,1.4995723849
t6,1,1.4513102088,1.4031784322
t6,1,1.4218050978,1.2004254469
t6,1,1.4186509998,0.8866695409
t6,1,1.4214402415,0.9980130319
t6,1,1.4678551693,0.8727129654
t6,1,1.50300331,1.0097321992
t6,1,1.3057467264,1.0441506345
t6,1,0.9918896687,1.0214541979
t6,1,1.2355973802,1.0896370869
t6,1,1.1874833387,1.0298654017
t6,1,1.1954855138,1.2500570364
t6,1,0.7872507788,1.0919208798
t6,1,0.8247019799,1.3454104313
t6,1,0.4447620567,1.3862638716
t6,1,0.5170553028,1.3855481273
t6,1,1.1443871955,1.4155695628
t6,1,0.1775594115,1.2843192028
