Parameter,Case Opt,Case CE,Case Dual
Cost,6.55852403,29.1096625925,243.04458258
xk1,0,-0.0393613185,0
xk1,0.0073541721,0.2468256938,-0.0337756019
xk1,0.1409182034,0.7929497225,-0.0329432501
xk1,-0.0351738262,1.3511050579,0.3712919095
xk1,-0.4172034823,1.9961822855,0.7073962547
xk1,-0.2365154133,2.2981278003,1.3485224463
xk1,0.8126906821,1.0828624085,2.1077979496
xk1,1.1776392024,0.3724103426,3.4427214601
xk1,-0.5045724631,-0.5136303552,3.1811827516
xk1,-1.5410332639,0.042808402,3.0595967941
xk1,-1.0298440648,1.2268799352,1.3265364048
xk1,3.7002463428,0.7627240567,1.5824052913
xk1,1.5495302021,-1.0580049724,1.8582949652
xk1,0.2695530374,-3.9938116102,1.5022198204
xk1,-7.2553619695,-3.5280147602,1.539576996
xk1,-0.4849043156,1.9915274659,1.5113179653
xk1,7.9176576559,7.6140671822,0.8386739347
xk1,15.9286364627,6.5162795131,-0.9622232646
xk1,3.6812118063,-0.7509025788,-4.3096806118
xk1,2.9146738671,1.6147496364,-5.4013304788
xk2,0,-0.0593754349,0
xk2,0.1664894841,0.4194205986,-0.0509495372
xk2,0.2347783397,0.9077445311,-0.0092854404
xk2,-0.2772459723,1.0229635975,0.6054208601
xk2,-0.054695304,1.4030514884,0.6087770171
xk2,1.12896943,1.304842907,1.1052034727
xk2,1.5804061456,-0.7809593506,1.671139285
xk2,-0.058613245,-0.2228342289,2.8366896282
xk2,-1.8294438954,-0.420803234,0.9636717381
xk2,-1.8147217225,0.7899891109,1.2205430523
xk2,1.9107816394,1.7019026678,-0.5538830383
xk2,2.1871308408,-0.6348927156,1.5657077984
xk2,0.6397748768,-2.5826501461,1.6727674258
xk2,-8.0231183516,-4.0571774884,-0.033252538
xk2,-6.9032101202,-0.066859371,0.7347785942
xk2,2.7641969,6.9144624387,1.180175544
xk2,15.6201444011,7.3843587984,-0.2556242015
xk2,4.9101763672,-1.0272013517,-2.2818750574
xk2,-12.7023774609,-7.98369288,-4.8395685051
xk2,-0.0529573164,6.9506579069,-2.5593491696
xk3,0,-0.0747427097,0
xk3,0.2514929516,0.5667352162,-0.0641360479
xk3,0.0334551904,0.8375311943,0.0215713758
xk3,-0.5206162957,0.8927369895,0.741271816
xk3,0.1686760179,1.7379872791,0.3457149559
xk3,1.0476270555,1.6906463155,1.3025464935
xk3,0.3658295091,-0.5460558983,1.9450335412
xk3,-1.17790134,1.6371845092,3.395055375
xk3,-1.0853259352,-0.0729386804,0.7850189103
xk3,-0.5376511127,1.0198532154,3.236015222
xk3,3.122249973,1.1907750645,0.3961609533
xk3,-0.548646645,-1.7428870883,3.7703830806
xk3,1.6198943583,-1.6912032998,1.4265995527
xk3,-9.4457722416,-2.9596697444,-0.4019324175
