Parameter,Case Opt,Case CE,Case Dual
Cost,2.63749849,46.4619679245,138.1434846
xk1,0,0.3183716967,0
xk1,0.2015030185,0.6189799578,-0.0413290736
xk1,0.034329397,0.9243890627,-0.122267763
xk1,-0.3465390553,1.2302096247,-0.2645622337
xk1,-0.2794650931,1.8722816369,-0.6840851676
xk1,0.2665689399,1.3522357591,-1.5347412233
xk1,-0.0219594565,0.8288744328,-2.8224883535
xk1,1.003420769,0.2337568439,-2.7406545663
xk1,-0.4166297082,-0.0680961504,-2.7769940006
xk1,-1.2128038927,0.6002612763,-2.6001304096
xk1,-1.3417932173,0.622016283,1.0912611052
xk1,2.5375941296,1.6366614823,2.5903263198
xk1,3.0191278323,1.8389849852,3.0865575856
xk1,-0.9557642707,0.2725244982,2.5817769975
xk1,-7.051615514,-0.740101413,-0.6468687983
xk1,-2.7649498024,1.1898384281,-1.4979907677
xk1,9.351034806,7.245814715,-1.385713647
xk1,12.874212023,10.7501057678,-1.2464139648
xk1,2.9137289795,3.5326035818,-3.0566540816
xk1,-1.5375323076,-0.1369886359,-1.6469734051
xk2,0,0.480254724,0
xk2,0.1715340702,0.5528178248,-0.0623436997
xk2,-0.2344628431,0.5980272742,-0.1349913134
xk2,-0.0718464469,0.8286100839,-0.2455544459
xk2,-0.1271329479,1.5372804847,-0.7182826284
xk2,0.0004943437,0.0124501937,-1.5199827431
xk2,1.5630694934,-0.1547523212,-2.4399098667
xk2,0.4808123349,0.0042330942,-0.8484327895
xk2,-1.3818615161,-0.0312904508,-1.2273219005
xk2,-1.8802655102,1.0250965198,-1.5524293639
xk2,2.2870565103,0.1906073142,4.1049836033
xk2,4.6220314288,1.5713353415,2.1212953016
xk2,1.2712101793,1.0847513983,0.3487003229
xk2,-6.0773385556,-1.7263926097,0.8432619542
xk2,-5.0996999906,-1.0051280625,-2.7788336323
xk2,6.6916457909,3.5119120106,-0.8349906073
xk2,16.2990803795,9.3946509567,0.4925126825
xk2,8.90625536,6.5773588039,-0.7939261855
xk2,-14.0297205556,-7.8771579578,-3.9293680729
xk2,0.3825261852,-1.8216766683,1.0789713701
xk3,0,0.6045526977,0
xk3,0.18021277,0.38237892,-0.0784793453
xk3,-0.248911894,0.6455214835,-0.1292304709
xk3,-0.0504949935,1.1377668961,-0.2539057304
xk3,-0.3749355742,2.0006717477,-0.8402455851
xk3,-0.0460102897,-0.2236238245,-1.6373074947
xk3,2.0835834165,1.0291613577,-2.5773784887
xk3,-1.3571942405,0.8458395756,-0.6029487972
xk3,-1.2933381789,0.0969804174,-2.9943432121
xk3,-1.0344515659,1.2568919987,-2.8048178633
xk3,3.984969904,-0.4980217366,4.8337297234
xk3,1.6660844114,2.3614857455,-1.4524145626
xk3,-1.5736992435,0.8448883386,0.4617387516
xk3,-6.248995734,-1.8282510164,3.407824801
xk3,0.1488836526,1.1115792188,-2.4170208802
xk3,7.884881337,4.8147648244,1.7521727651
xk3,9.6859510169,8.4742635166,0.0822752439
xk3,0.0672809426,3.3410383632,-2.8212197578
xk3,-16.2595321127,-8.0388462768,-4.9276619297
xk3,0,10.591974366,3.5142533327
uk,-0.1404505615,0.4264771421,-0.055362504
uk,0.6375301828,-0.7840592787,0.0456349706
uk,-0.8914567274,-0.8277581719,0.126193746
uk,0.4578795987,-1.222780632,0.0478809004
uk,1.828989862,-1.5674988982,0.6795333706
uk,-1.9193318908,-4.9303329665,2.0544873263
uk,-1.4476662638,-1.15173534,6.2987253217
uk,-2.613092135,-1.7825487732,2.6685389024
uk,2.3788506128,-1.1700015824,5.2768288178
uk,1.6831605816,0.8883014265,10.1474902974
uk,0.394197834,-2.4422461057,-7.1429200365
uk,-8.3111432803,1.2366744111,-1.9163355237
uk,-6.713394771,-4.1768774106,-2.8414793404
uk,2.0310151783,-4.8798601384,-9.1374576961
uk,14.2519819129,2.0041171128,4.3506949085
uk,2.8613671958,3.2607873108,0.4672550244
uk,-30.0667182007,-0.3584132363,0.157281226
uk,-29.4221960801,-16.3820994151,1.272690548
uk,19.9389141682,-24.9728995708,11.787021029
t1,1.8,1,1
t1,1.8,0.9881076558,0.999892776
t1,1.8,0.9836428754,0.9996708286
t1,1.8,1.0078297576,0.9996454066
t1,1.8,1.052234345,1.008606181
t1,1.8,1.2412429312,0.9676265027
t1,1.8,1.2522825045,0.8132284676
t1,1.8,1.2957417556,0.7987517586
t1,1.8,1.2760715362,1.1245236415
t1,1.8,1.3063908461,1.3640912311
t1,1.8,1.2160370107,1.2929299025
t1,1.8,1.3623591929,1.4400961508
t1,1.8,1.8449049016,1.8195960585
t1,1.8,2.1288000386,2.5382189786
t1,1.8,2.1108183201,2.2935869133
t1,1.8,2.0464057242,2.2240908266
t1,1.8,2.045871451,2.2109164058
t1,1.8,1.9277209604,2.2792429754
t1,1.8,1.9371144173,2.1974711876
t1,1.8,1.9331221481,2.342913906
t2,-1.01,-0.6,-0.6
t2,-1.01,-0.6118923442,-0.600107224
t2,-1.01,-0.5955050242,-0.5999145664
t2,-1.01,-0.5480299957,-0.6000903076
t2,-1.01,-0.5056519196,-0.5944564311
t2,-1.01,-0.422832209,-0.551227217
t2,-1.01,-0.424748674,-0.3032031998
t2,-1.01,-0.3922984295,-0.3631788689
t2,-1.01,-0.4509995745,-0.1292029634
t2,-1.01,-0.4333037658,-0.2855168951
t2,-1.01,-0.3479544794,0.3257004543
t2,-1.01,-0.554665012,0.3141976115
t2,-1.01,-0.1239143432,0.5599979992
t2,-1.01,-0.3096826289,-0.0056336678
t2,-1.01,-0.2965034522,0.4188957529
t2,-1.01,-0.5220014163,0.2502944361
t2,-1.01,-0.7793987965,0.1179602177
t2,-1.01,-0.5185037845,-0.1014964985
t2,-1.01,-0.5073226051,0.199119083
t2,-1.01,-0.5051540328,0.2098166634
t3,0.58,0.3,0.3
t3,0.58,0.2988107656,0.2999892776
t3,0.58,0.3027974443,0.3000431101
t3,0.58,0.3082307581,0.3000183137
t3,0.58,0.3145398049,0.2997757318
t3,0.58,0.3400334147,0.3255326823
t3,0.58,0.332711038,0.4041609592
t3,0.58,0.3312284066,0.3937624741
t3,0.58,0.3413007368,0.3783495699
t3,0.58,0.3353406915,0.3961718453
t3,0.58,0.340292546,0.3815165632
t3,0.58,0.2725117855,0.2999271971
t3,0.58,0.1695322183,0.2851150887
t3,0.58,0.2202894503,0.2714979386
t3,0.58,0.2236193096,0.3036362114
t3,0.58,0.2060174958,0.2988809646
t3,0.58,0.245135404,0.3286740613
t3,0.58,0.3187524321,0.3253547783
t3,0.58,0.31918139,0.3157835897
t3,0.58,0.3196525678,0.3072590028
t4,0.3,0.1,0.1
t4,0.3,0.1017856655,0.1000170681
t4,0.3,0.0986583021,0.0999873178
t4,0.3,0.0937883895,0.1000073731
t4,0.3,0.0861455077,0.099530974
t4,0.3,0.0451821537,0.0867234604
t4,0.3,0.0531679215,0.0474396076
t4,0.3,0.033918572,0.0604502142
t4,0.3,0.0084265314,0.0778160756
t4,0.3,0.0172983193,0.0050431902
t4,0.3,0.0030662436,0.1471196036
t4,0.3,0.0328571384,0.1424762196
t4,0.3,0.0358555617,0.1094674698
t4,0.3,0.0058250604,-0.0667957814
t4,0.3,0.0188735244,0.0002575384
t4,0.3,-0.0918686549,-0.0156746492
t4,0.3,-0.0890973365,0.0276776247
t4,0.3,-0.063024628,0.0964818102
t4,0.3,-0.0665549569,0.0838641735
t4,0.3,-0.0656450143,0.0704812668
t5,0.5,0.7,0.7
t5,0.5,0.7017856655,0.7000170681
t5,0.5,0.6981247947,0.6999753467
t5,0.5,0.6941853377,0.6999958526
t5,0.5,0.6904818441,0.7001428417
t5,0.5,0.6748795219,0.6893394471
t5,0.5,0.6812174037,0.6572384994
t5,0.5,0.7038278655,0.6693004689
t5,0.5,0.6942974633,0.7149414301
t5,0.5,0.7008832838,0.6801016199
t5,0.5,0.692932407,0.8124898288
t5,0.5,0.7824846692,0.8434760186
t5,0.5,0.8214364972,0.8548345167
t5,0.5,0.7853357078,0.696493953
t5,0.5,0.7814951711,0.7963712774
t5,0.5,0.7905657812,0.7539412756
