Parameter,Case Opt,Case CE,Case Dual
Cost,0.11588525,26.2538609181,6624.1369881
xk1,0,-0.1806762138,0
xk1,0.0957868074,-0.5596425825,0.0070920562
xk1,0.1232422972,-0.70621224,0.0105143989
xk1,-0.0963085371,-0.7803252432,0.0085748047
xk1,-0.581183133,-1.2157946448,0.1471642443
xk1,0.4363593505,-1.374623236,0.3416352191
xk1,-0.1184212657,-1.3579839817,0.4494448601
xk1,0.9970708048,-2.1316776378,0.5418639322
xk1,-1.1758487388,-0.3588861522,1.0027571724
xk1,-0.5414570888,0.3777612556,1.3933254699
xk1,-1.7672284141,0.5988765189,1.7132787905
xk1,3.2351538397,0.0327068373,1.1489465508
xk1,2.3012624192,-0.851217626,0.3088004884
xk1,-1.7768133826,-2.0300717961,-1.2238366388
xk1,-5.8519378186,-1.7438795983,-2.5427443443
xk1,-2.9595224146,1.5393098678,-4.2669081289
xk1,8.5699881915,8.1232089078,-6.6125877501
xk1,13.766833489,12.0108998545,-14.8039410091
xk1,3.6693115588,5.8882926312,-39.7736883992
xk1,0.2562634249,4.0284005363,-68.4886011593
xk2,0,-0.2725449715,0
xk2,0.168787255,-0.6280421363,0.0106981186
xk2,0.0836347698,-0.3640580811,0.007375854
xk2,-0.5808924567,-0.3403762765,-0.0008884313
xk2,-0.1656767226,-1.096087492,0.2140643683
xk2,-0.2813937494,-0.8207803897,0.3435786369
xk2,1.2986884833,-0.4825815666,0.2460808357
xk2,0.1989093545,-1.905956287,0.303793946
xk2,-0.4425114067,1.6016570017,0.9779442628
xk2,-1.6994657023,0.8662913607,1.0164177628
xk2,2.9582893584,-0.4374057409,0.9604377654
xk2,4.4519412308,-0.6654303803,-0.0733559282
xk2,2.0470065919,-0.8140471753,-0.5207188144
xk2,-3.8600023006,-1.8388072044,-1.6780857011
xk2,-4.6913393322,-0.3150051521,-2.0967388411
xk2,6.9250320837,4.2296222562,-3.3196978128
xk2,16.7283093684,9.697533888,-5.2381545781
xk2,7.2557531891,7.4190948756,-15.0156847544
xk2,-13.5274554384,-5.5157460311,-43.1604540364
xk2,-0.0132444058,1.8356037703,-56.2840892692
xk3,0,-0.3430840424,0
xk3,0.2190252808,-0.6126649041,0.0134670406
xk3,-0.0398500861,-0.1922122704,0.0023010795
xk3,-0.5500022848,-0.6320740039,-0.0002843417
xk3,0.3398936514,-1.6411813851,0.2782454545
xk3,-0.635856525,-0.7374350882,0.2967792075
xk3,2.2698106992,-0.8452153117,0.1993766227
xk3,-1.4961066736,-3.0010749529,0.4891476962
xk3,0.180489273,2.5268013931,1.3310819007
xk3,-2.6596169555,-1.2786821395,0.9525913778
xk3,5.3148805481,-1.0983517441,1.2214804038
xk3,0.2185018913,0.2948031531,0.2508261768
xk3,0.294805305,-0.2561406368,0.4444605306
xk3,-5.1934343674,-2.127655579,-1.2730763812
xk3,-2.6865683815,0.0567771766,-1.7135467966
xk3,8.97473884,4.1078840432,-3.9262740943
xk3,9.6730473323,8.4056792015,-6.3114520823
xk3,-3.1457277699,4.8503122555,-18.3384074228
xk3,-12.670921381,-5.0187920549,-48.9498756421
xk3,0,14.3632376835,-53.1879553923
uk,0.2036010501,-0.2420257813,0.009499851
uk,-0.7170089893,0.1658425296,-0.0218512725
uk,0.0680824428,1.2822798569,-0.0179468904
uk,-0.079912979,0.8035586943,0.183070101
uk,3.0421030475,0.6653102724,-0.2776297933
uk,-1.626807237,2.9185629814,-0.6507180669
uk,-0.6649549136,2.1953690715,-0.5277002361
uk,-4.6203960053,0.8077922896,-0.3693276553
uk,3.4993402996,7.9417347482,-2.1304992519
uk,-0.9921095534,-2.7267700834,-2.1538272384
uk,1.5091113092,0.0795482373,-3.6237580193
uk,-11.3580630648,0.3464845684,-1.7493753761
uk,-10.772564752,-0.6305151799,-1.9130476582
uk,2.5546007837,-0.0227126156,1.7798071759
