Parameter,Case 1,Case 2
Cost,2.4387707197900035,165.15621341127095
xk1,0.1307550744016561,6.995508411546157
xk1,0.026280799777380976,17.454076930176342
xk1,-0.35694296916507406,19.7279698978265
xk1,-0.03660569250995048,17.597141883045357
xk1,-0.2007532221922471,14.789972668982942
xk1,1.4524161702005032,13.574950496819325
xk1,-0.38402697349145853,13.998247334298165
xk1,0.525773849815136,14.089577889074489
xk1,-2.1899102682284264,14.597909958696505
xk1,0.027443091603769065,15.134871080617733
xk1,1.5098238673326705,14.883321591417232
xk1,3.566690610192153,13.73307061557471
xk1,-1.7420383414000766,12.961631939618183
xk1,-5.527767456291273,12.957336356251327
xk1,-2.9196661846125256,13.710793637641897
xk1,8.410299938518731,13.325273032758359
xk1,14.544390001242537,13.134659838018221
xk1,2.400927391221934,15.11738012951462
xk1,-1.129705932376412,15.258925709044245
xk1,0.0,14.293192697419082
xk2,0.16969584634846144,15.15313315491154
xk2,-0.1585284190770166,7.738474170377502
xk2,0.4705054879753682,0.6329168290723229
xk2,0.18258400559026505,-0.8507831483443696
xk2,1.2655752895761871,-1.3687467683501022
xk2,0.610219612470249,2.29949460202657
xk2,1.3286041016695116,1.225848753439621
xk2,-1.414079834112677,1.890539323475649
xk2,-0.6422334294593421,2.0753934769735913
xk2,1.8392059127415268,2.0090614534548332
xk2,5.338640828218072,0.19011596006318307
xk2,1.6019633059044152,0.264013682017827
xk2,-4.8397190453057295,0.6870694857071769
xk2,-5.909722624081059,1.8236218030006643
xk2,5.808715950998493,2.2235748317181137
xk2,16.47543997822315,-0.5191037141412331
xk2,6.402973871586459,2.9769962641708787
xk2,-13.231925234983779,3.362598714623492
xk2,1.1613780524231632,-1.0451376441030094
xk2,0.0,1.2044985158854273
xk3,0.20618686264304031,16.84907256441744
xk3,-0.2300187885961902,5.74252480292178
xk3,0.15526996084227776,9.324385431238095
xk3,-0.6634876934269915,14.223941760277171
xk3,1.3176032620287639,14.184405409481926
xk3,-0.8714956079012866,16.341632917638584
xk3,2.2527177217739722,12.592060129194236
xk3,-3.7861768725146883,13.865263970047721
xk3,1.5253307950028352,13.965550177403323
xk3,0.9732967307614032,14.40188410229458
xk3,4.48823132351553,13.495347495788263
xk3,-3.102632219069552,14.507680279165013
xk3,-4.514794884779227,14.176392650583754
xk3,-3.077553277373042,14.356799988267388
xk3,9.316897658641285,14.010392943182639
xk3,10.656300454235497,11.67582254064493
xk3,-4.107664294803328,15.882716474063418
xk3,-10.588495401470327,14.598664256850444
xk3,19.660036865123917,10.62491744528119
xk3,0.0,14.5486169867588
uk,0.08979632589806046,-3.0520514126499405
uk,0.5164594432655732,-26.22718144222701
uk,-2.1367559564326695,-20.976166616901438
uk,-0.24033969990626305,-19.770365879021586
uk,-1.5209504415120927,-22.342476442102992
uk,0.9224286345242176,-17.151513134768063
uk,-6.191948545837969,-23.2648641562114
uk,-0.030050420719246306,-18.544288719091984
