Parameter,Case 1,Case 2
Cost,2.9056711162745454,117.48512504011966
xk1,0.1269479701011102,10.240019574751724
xk1,0.07897840158073524,19.418734938836085
xk1,-0.24018772519533446,18.04945087214583
xk1,-0.022080378778493004,14.566015838420904
xk1,0.15932277078574184,13.825172440622302
xk1,0.15241075029225484,15.862558806084072
xk1,-0.11295406003360967,17.041414938414267
xk1,-0.5368110886431023,15.258564035075473
xk1,-0.9698944041923067,13.536950326179335
xk1,-0.9382385018744352,13.472431143515072
xk1,2.493346104224375,12.930698430202366
xk1,3.4743767900246874,12.597551810684369
xk1,-1.4659164435538306,13.67396712965251
xk1,-6.364203405694987,13.746695708008986
xk1,-1.6879998499479973,13.624107170476037
xk1,8.039239789654909,14.750930043605392
xk1,14.085160184423676,15.634197072450892
xk1,0.9988258179591819,15.523549854101297
xk1,-0.3602868406305821,14.288773365997297
xk1,0.0,12.874555435930109
xk2,0.16959679053745913,16.823217504905
xk2,-0.046732414055486976,3.4579005695508744
xk2,0.04294198881627433,-2.4111888760197426
xk2,-0.5997719688296871,-1.2057777843548563
xk2,-0.467463403043898,2.7539957236611845
xk2,0.6714338910668489,4.172758692479594
xk2,1.2665953945146355,1.1464353817849637
xk2,0.08400075221247276,-1.5666930688483343
xk2,-0.6190014930138387,1.1042292302354588
xk2,3.057335102110129,1.1118225237379122
xk2,5.534280674074047,-0.3565076835297133
xk2,1.650613397108712,1.7473246336379165
xk2,-5.0505322794966165,2.3589677883368867
xk2,-4.991285702055364,-0.3210447109024416
xk2,5.385458137375458,2.2835092045894876
xk2,16.41780423055446,1.9441372443358924
xk2,6.72417477208603,2.1198871448131507
xk2,-13.36945157342611,-0.18320856554450468
xk2,1.4450159277706722,-0.01974880614469789
xk2,0.0,-1.1972830074932177
xk3,0.20758449194261863,16.552316538809713
xk3,-0.13381931303311068,3.9662075076719225
xk3,-0.13503781762720138,10.596951839916734
xk3,-0.8910395731958134,14.689895984922982
xk3,0.18893748129985113,15.739070249486101
xk3,1.4925427454155862,14.391612316445924
xk3,0.8017920412198914,12.617582381215433
xk3,-1.5393038987803278,13.171271691592864
xk3,-1.2516892445311674,16.097166802574492
xk3,3.7229536374342027,14.508903895655532
xk3,2.2828408970103164,12.751696302769126
xk3,-2.232832668963949,14.539447807240105
xk3,-4.9735583100628205,13.904429217390865
xk3,-1.4358359928346793,11.801513720315427
xk3,6.895049766372209,14.945527285271451
xk3,12.339691571831434,13.718526983733744
xk3,-4.110888472278924,14.813573644143059
xk3,-11.573881801934505,13.935235319140086
xk3,19.025351206003663,15.44599843633887
xk3,0.0,14.118544595974807
uk,0.10218666646948305,-7.502476363452358
uk,-0.10780728331038875,-34.47197030525298
uk,-1.2759427366699705,-19.57238015145952
uk,1.3798824296161396,-17.679194336135737
uk,2.321689433741378,-17.005073794419374
uk,0.138439003536588,-20.438788684635583
uk,-3.4829359700032914,-25.751291294528016
uk,-3.5792212531675798,-24.858373908993215
uk,0.07820102580457385,-19.083766405342722
uk,-0.45280120244103056,-24.158955003403474
uk,-2.5160007296218527,-24.33461264688846
uk,-9.172604866079888,-18.18925250203677
uk,-10.132328484206846,-21.305480200046294
uk,2.5759782313192487,-24.80043444001686
uk,16.755583068638163,-16.90523696819506
uk,-0.48462803670489213,-22.90911776282524
uk,-23.78423080292269,-21.90892014920144
uk,-31.90508721422129,-26.55633197610697
uk,23.345933163904093,-23.240365747396762
t1,1.8,1.0
t1,1.8,1.4459777652696968
t1,1.8,1.415083638007573
t1,1.8,1.3029900516976187
t1,1.8,1.2620143964914883
t1,1.8,1.286442763430502
t1,1.8,1.314345207049693
t1,1.8,1.3256971523991334
t1,1.8,1.2974777480395667
t1,1.8,1.361245148545862
t1,1.8,1.3516427250660503
t1,1.8,1.3104586201342874
t1,1.8,1.3171728449149056
t1,1.8,1.3241359131654653
t1,1.8,1.2954010337389155
t1,1.8,1.3603220783353447
t1,1.8,1.361266037906477
t1,1.8,1.4288158906936128
t1,1.8,1.4288695421696918
t1,1.8,1.4614516533391821
t2,-1.01,-0.6
t2,-1.01,-0.1540222347303032
t2,-1.01,-0.15929805803865524
t2,-1.01,-0.12644440040770372
t2,-1.01,-0.10795073963276529
t2,-1.01,-0.10172601856121166
t2,-1.01,-0.06515113567962189
t2,-1.01,-0.061822156860110083
t2,-1.01,-0.05398987087428121
t2,-1.01,-0.05287019826206874
t2,-1.01,-0.050573958408677254
t2,-1.01,-0.036812020281045715
t2,-1.01,-0.03489554726770207
t2,-1.01,-0.012015498594273418
t2,-1.01,0.015396847489184979
t2,-1.01,0.0253975180647545
t2,-1.01,0.02489801382381627
t2,-1.01,0.012903957217166723
t2,-1.01,0.013590769891342919
t2,-1.01,-0.0014901252926789923
t3,0.58,0.3
t3,0.58,0.34459777652696966
t3,0.58,0.3413618150109752
t3,0.58,0.34118462225208496
t3,0.58,0.3360844374777292
t3,0.58,0.34141329496914524
t3,0.58,0.3507536884534823
t3,0.58,0.35314305662116374
t3,0.58,0.3508692511060058
t3,0.58,0.35359345975840967
t3,0.58,0.35632559703463285
t3,0.58,0.35373566798885925
t3,0.58,0.3539478155685569
t3,0.58,0.3572319181278308
t3,0.58,0.3525839071626422
t3,0.58,0.3523496883458022
t3,0.58,0.35206012285144367
t3,0.58,0.3531082159787484
t3,0.58,0.35299989306636115
t3,0.58,0.3568489604749756
t4,0.3,0.1
t4,0.3,0.05776964559951643
t4,0.3,0.06782436002802603
t4,0.3,0.07544792643231425
t4,0.3,0.08432074803703271
t4,0.3,0.07543951881789498
t4,0.3,0.06305334125783947
t4,0.3,0.06117166819869398
t4,0.3,0.06552806916113142
t4,0.3,0.05400677743956596
t4,0.3,0.04366694895245695
t4,0.3,0.0485641322425486
t4,0.3,0.04840750896308855
t4,0.3,0.04501086302834931
t4,0.3,0.05010132476333675
t4,0.3,0.04753864459988838
t4,0.3,0.04831937356259525
t4,0.3,0.043205320899277554
t4,0.3,0.04333779432619822
t4,0.3,0.03558975979468145
t5,0.5,0.7
t5,0.5,0.6577696455995163
t5,0.5,0.666987301400519
t5,0.5,0.6629595008267416
t5,0.5,0.6670247605640556
t5,0.5,0.6593840583648743
t5,0.5,0.6381162965612924
t5,0.5,0.6345351333515472
t5,0.5,0.6331328918807174
t5,0.5,0.6352340930238053
t5,0.5,0.6246810041108226
t5,0.5,0.6342398586293296
t5,0.5,0.6342048357206944
t5,0.5,0.6281874209527699
t5,0.5,0.6325745612779377
t5,0.5,0.6363440800051458
t5,0.5,0.6371886854086242
t5,0.5,0.6294431896044377
t5,0.5,0.6296141447965794
t5,0.5,0.6303514225225736
t6,1,1.5
t6,1,1.0776964559951643
t6,1,1.176829250376366
t6,1,1.2274736529711967
t6,1,1.2652513447821991
t6,1,1.2239635427236049
t6,1,1.0970667051328102
t6,1,1.0371050367698722
t6,1,1.082881037828219
t6,1,1.0485951676383565
t6,1,1.0121871854610038
t6,1,1.0728422333798517
t6,1,1.0700346560432998
t6,1,1.0139209467985157
t6,1,1.1241736833878555
t6,1,1.1192250581987877
t6,1,1.1225640133153159
t6,1,1.073701911973164
t6,1,1.0751150507390426
t6,1,1.039621501808295
