Parameter,Case 1,Case 2
Cost,2.1765680599910144,99.28329890718194
xk1,0.0797975485152612,9.697199883648993
xk1,0.13938744976189865,18.555799149608585
xk1,-0.05139160987700714,17.671803710477242
xk1,-0.5029862862279065,15.581444391411706
xk1,-0.4248273165376091,14.517139013785027
xk1,0.4170046786098023,13.495535651906742
xk1,1.2127363441606565,12.74985395802759
xk1,-0.5261789720525277,13.302031528669149
xk1,-1.5434854968747795,13.952819854028245
xk1,-0.4216559513156263,14.191532092007616
xk1,2.1432929130436422,14.104741655300572
xk1,3.3474355196286907,13.908679308029862
xk1,-1.5965048666007273,14.41529891704995
xk1,-6.273452208676617,14.33986528315432
xk1,-1.8094441243219461,14.76819052919311
xk1,7.662020309963695,15.57623642975927
xk1,14.155139463574155,14.742113944165515
xk1,1.7313478699040457,13.734761947818667
xk1,0.05607415801200024,13.070427281299095
xk1,0.0,13.177034407582916
xk2,0.16837172647744114,16.71647825593729
xk2,0.1372150908725788,2.9018423479602875
xk2,-0.6927899357776661,-0.7902119683657982
xk2,-0.5708703771403305,0.15533129544163668
xk2,0.7965335564924098,0.5946892086160244
xk2,1.8981358413546223,-0.2954703489527118
xk2,0.3406841664327066,1.2086121053988879
xk2,-1.3641908849859279,2.1940821474786736
xk2,-1.2338260334313558,1.4087483802603686
xk2,1.5941536539421608,1.5897008340223566
xk2,4.201543731152517,0.6550038326344029
xk2,0.45295780518001305,1.5953241477648266
xk2,-6.137424954875815,2.013134249771799
xk2,-6.101030306845969,0.3342788448144029
xk2,4.557020814878907,3.315851306016976
xk2,16.33408568913542,0.7000608836639732
xk2,6.486678430614439,0.28859014109026565
xk2,-13.303081217920834,-0.08932261990733137
xk2,1.0695825416163023,0.8482253831052816
xk2,0.0,1.0809620651398513
xk3,0.22489569984124763,16.459707195902546
xk3,-0.0033977193616625497,3.7648707995244264
xk3,-0.6469314306802209,12.23648807557721
xk3,0.09029507509690968,15.6994968283095
xk3,1.1695860994703446,15.043475641539464
xk3,0.9338668697909637,13.403042227220336
xk3,-1.4421356331334823,14.314788306510343
xk3,-0.920954522733046,13.840875989921573
xk3,-0.38899260449997936,12.791164575209626
xk3,2.0595422345202277,13.577493822290098
xk3,2.896784444309934,12.856486476280509
xk3,-2.5366670137113334,14.045186967194184
xk3,-5.029261758404727,13.831237605375064
xk3,-1.6644728661749115,12.312239220930127
xk3,7.245664148659295,15.866058963122404
xk3,13.050609109990948,13.425159893759373
xk3,-4.695095204217242,15.170129419035964
xk3,-11.091025578108342,15.221749494078852
xk3,19.104962859947538,15.795403126398455
xk3,0.0,15.175535390193039
uk,0.25563819610588606,-6.593493074677191
uk,-0.9532512244207912,-35.07688941253784
uk,0.2877533487538121,-17.20771985936767
uk,0.8054504937389424,-19.737658661229386
uk,0.451277370673715,-22.79588704617426
uk,-1.2463290185317748,-23.41196204779513
uk,-1.903279625878443,-18.942133207504757
uk,-3.147246659521436,-19.879696731462033
uk,1.1498048639177016,-21.45039362983649
uk,3.881734542217551,-19.723320725007955
uk,-0.44438464025517005,-21.589236909917428
uk,-5.868095174828003,-18.903842200587366
uk,-7.225712963177732,-20.35705980894314
uk,5.740882944189812,-22.519756068936324
uk,18.7681737203999,-16.560944933879902
uk,0.1320729919827696,-25.574500748374284
uk,-22.723601426468544,-21.99614866004758
uk,-29.650901284271107,-23.342685523580794
uk,22.44800448465891,-21.805273762071
t1,1.8,1.0
t1,1.8,1.4862748609309082
t1,1.8,1.4458693173349824
t1,1.8,1.3829854741520076
t1,1.8,1.4071844954543002
t1,1.8,1.4183471333684106
t1,1.8,1.406408444705817
t1,1.8,1.4040968757209031
t1,1.8,1.4124118612529093
t1,1.8,1.3978037300657462
t1,1.8,1.4111313240627128
t1,1.8,1.3952051124166593
t1,1.8,1.3956794712773868
t1,1.8,1.409080479277569
t1,1.8,1.378559776752273
t1,1.8,1.5699164567960684
t1,1.8,1.5664501243254387
t1,1.8,1.6064016343281817
t1,1.8,1.606519757388643
t1,1.8,1.6144800254014302
t2,-1.01,-0.6
t2,-1.01,-0.11372513906909176
t2,-1.01,-0.12290484226765346
t2,-1.01,-0.10580609402644772
t2,-1.01,-0.11966588806529345
t2,-1.01,-0.119865046597819
t2,-1.01,-0.12346432725451706
t2,-1.01,-0.1242203965589351
t2,-1.01,-0.11726240375055272
t2,-1.01,-0.11874412721968867
t2,-1.01,-0.11828748395039519
t2,-1.01,-0.11580260215040489
t2,-1.01,-0.1157048726446828
t2,-1.01,-0.11282006004218571
t2,-1.01,-0.08925043689441442
t2,-1.01,-0.0339999266142711
t2,-1.01,-0.03569620446982066
t2,-1.01,-0.04720496540380886
t2,-1.01,-0.047516037364275086
t2,-1.01,-0.04619933099990391
t3,0.58,0.3
t3,0.58,0.3486274860930908
t3,0.58,0.34384800363252577
