Parameter,Actual values,Case 2 : CE,Case3 : Dual,,diffrence in controlers,CE offset,Dual offse
xk_1,0.5,0.5,0.5,,0.0,0.0,0.0
xk_1,0.5,0.5000419233379233,0.5000419233379233,,0.0,-4.192333792329972e-05,-4.192333792329972e-05
xk_1,0.5,0.49933792818873335,0.49933792818873335,,0.0,0.0006620718112666513,0.0006620718112666513
xk_1,0.5,0.49879204158827267,0.49879204158827267,,0.0,0.0012079584117273279,0.0012079584117273279
xk_1,0.5,0.4976904044978177,0.4976904044978177,,0.0,0.0023095955021822934,0.0023095955021822934
xk_1,0.5,0.4986623134233653,0.4986623134233653,,0.0,0.001337686576634689,0.001337686576634689
xk_1,0.5,0.5015596507811588,0.5015596507811588,,0.0,-0.0015596507811588278,-0.0015596507811588278
xk_1,0.5,0.5024826652383408,0.5024826652383408,,0.0,-0.002482665238340842,-0.002482665238340842
xk_1,0.5,0.5012356889128353,0.5012356889128353,,0.0,-0.00123568891283532,-0.00123568891283532
xk_1,0.5,0.5008397262374072,0.5008397262374072,,0.0,-0.0008397262374072456,-0.0008397262374072456
xk_1,0.5,0.5018153686376439,0.5018153686376439,,0.0,-0.001815368637643866,-0.001815368637643866
xk_1,0.5,0.500233377206921,0.500233377206921,,0.0,-0.00023337720692095942,-0.00023337720692095942
xk_1,0.5,0.49780867418611763,0.49780867418611763,,0.0,0.002191325813882372,0.002191325813882372
xk_1,0.5,0.4973594234562359,0.4973594234562359,,0.0,0.002640576543764095,0.002640576543764095
xk_1,0.5,0.49662255033975694,0.49662255033975694,,0.0,0.0033774496602430593,0.0033774496602430593
xk_1,0.5,0.49518364793477976,0.49518364793477976,,0.0,0.004816352065220242,0.004816352065220242
xk_1,0.5,0.4966568124064544,0.4966568124064544,,0.0,0.0033431875935456268,0.0033431875935456268
xk_1,0.5,0.49792827307800114,0.49792827307800114,,0.0,0.002071726921998862,0.002071726921998862
xk_1,0.5,0.4965181743662669,0.4965181743662669,,0.0,0.0034818256337331155,0.0034818256337331155
xk_1,0.5,0.49694626221893246,0.49694626221893246,,0.0,0.003053737781067545,0.003053737781067545
xk_1,0.5,0.49666441770084724,0.49666441770084724,,0.0,0.0033355822991527617,0.0033355822991527617
xk_1,0.5,0.4945688374809966,0.4945688374809966,,0.0,0.005431162519003385,0.005431162519003385
xk_1,0.5,0.4906269905915551,0.4906269905915551,,0.0,0.009373009408444877,0.009373009408444877
