Parameter,Case Opt,Case CE,Case Dual
Cost,2.66042598,43.7942516407,124.62227918
xk1,0,-0.2427832988,0
xk1,0.1979396357,-0.4961160264,-0.1288156156
xk1,0.0511161095,-0.4912113072,-0.3693830987
xk1,-0.2987987473,-0.1969425972,-0.6688776248
xk1,-0.4127231013,0.2357522911,-0.4646996067
xk1,0.3790707355,0.6598956549,-0.4020784669
xk1,-0.5579616105,0.5230374909,-0.5711865024
xk1,1.8758153977,0.8306116484,-1.2227359688
xk1,-1.4937729527,1.7645517184,-2.3191554863
xk1,-1.4175462782,2.2824017741,-1.928593807
xk1,0.0540461569,0.0854436886,-1.8903919387
xk1,2.7104045438,-1.4832031108,-1.8941751923
xk1,2.0208292989,-3.1458947255,-1.525872377
xk1,-0.0135598101,-5.0428705344,-1.6040458547
xk1,-7.2137621604,-5.9209037437,-2.7105323171
xk1,-1.1329398614,-3.4064236853,-3.1418368886
xk1,8.3351894985,2.6612003873,-3.7223200453
xk1,14.8291845533,5.3720558732,-5.0956948812
xk1,2.2518086214,2.170532478,-3.9492738686
xk1,1.0238181944,2.9716971226,1.7971591009
xk2,0,-0.3662317708,0
xk2,0.1714414619,-0.457913819,-0.1943147002
xk2,-0.1957848094,-0.1048438534,-0.4030889181
xk2,-0.300821256,0.2347176843,-0.5444612055
xk2,-0.1650298571,0.3986495109,0.0882201454
xk2,-0.233746174,0.5483477815,-0.1436182367
xk2,2.2143216054,-0.0237217479,-0.6394605077
xk2,-0.0974380407,0.7216948328,-1.2433669414
xk2,-0.5348877517,1.9271355267,-2.0182742749
xk2,-0.1257347147,1.3702254398,-0.1996124103
xk2,1.987998521,-2.58334034,-0.8009518939
xk2,3.6440020195,-1.7941404337,-1.4404718264
xk2,1.9179257963,-1.8679165324,-0.4501391453
xk2,-6.4830670075,-4.039320736,-0.8161868762
xk2,-5.4817245687,-3.620467961,-2.6998033814
xk2,4.6538571512,1.3601320513,-1.8285330419
xk2,16.035454996,6.8281935971,-1.9411799018
xk2,6.206216597,2.8279791174,-3.996949986
xk2,-13.1498276275,-4.4296581859,-0.7168250695
xk2,0.7078863098,3.6545390001,6.8347595172
xk3,0,-0.461018615,0
xk3,0.1815209861,-0.3373477779,-0.2446064549
xk3,-0.2171608865,-0.026436879,-0.3805637728
xk3,-0.1939550553,-0.0251982869,-0.5248469714
xk3,-0.1254072935,0.0569799994,0.1754726306
xk3,-0.4080288286,0.4409276265,-0.7156416874
xk3,3.197073523,-0.099931283,-0.9439934067
xk3,-3.3457157663,1.415750443,-1.2691356874
xk3,1.3159027596,2.230700875,-2.1128007262
xk3,-0.9958470719,0.9222203936,0.1459160354
xk3,1.4357362558,-2.840845357,-2.5310392845
xk3,2.2321999339,1.0160517217,-2.3913689105
xk3,0.4447665014,-1.714810742,-0.4259904299
xk3,-8.5140372894,-5.638626515,-1.8524404416
xk3,1.1465162917,-4.0085452642,-3.7567177558
xk3,5.6202834974,0.8543362139,-1.34047443
xk3,13.3080221672,3.8918976184,-3.0697890425
xk3,-4.1036897216,-2.1930149998,-5.9096893635
xk3,-10.0109070688,-3.7937010613,-0.4273346185
xk3,0,11.9523661858,5.8986341382
uk,-0.1288537707,-0.3252219524,-0.1725554559
uk,0.4315281176,0.5656303175,0.1579143496
uk,-0.3999282201,1.0395939735,0.5426041736
uk,0.4207370036,0.761421467,1.6332179168
uk,2.6245344595,0.4068258913,0.0516045114
uk,-3.483064933,-0.0594380046,0.6809400562
uk,0.8716743361,-1.4786312377,0.8814032009
uk,-6.106123623,0.2822769267,1.5538462201
uk,0.5657475812,-1.083935209,5.6208738614
uk,2.9413924577,-4.1364663127,1.0456886958
uk,-0.1641799634,-6.3258415853,3.766137302
uk,-10.349683265,3.1540304443,4.9237114284
uk,-3.7082900197,-0.1984366135,1.4514478286
uk,1.3820523288,2.4406132925,1.6525724924
uk,20.2485993766,10.2994919785,6.7857699101
uk,0.9788569579,13.4749993304,3.8651238436
uk,-22.2007838283,7.3717884698,4.5391619936
uk,-30.0242091968,-8.7573647836,13.1944016937
uk,22.969417267,-8.3947895915,10.6656101993
t1,1.8,1,1
t1,1.8,0.9961503287,0.9985002956
t1,1.8,0.9957793495,0.9951416644
t1,1.8,1.0072788424,1.0053074642
t1,1.8,1.029225004,0.9796804587
t1,1.8,1.0321765556,1.0958968151
t1,1.8,1.0117079671,1.1352985443
t1,1.8,1.0459042706,1.1641622005
t1,1.8,0.9622756484,1.1722194452
t1,1.8,0.6361242549,1.2351209156
t1,1.8,0.6204810819,1.4249420217
t1,1.8,0.5157860704,1.5657992744
t1,1.8,0.5537662507,1.4917216126
t1,1.8,0.9357382109,1.4169223036
t1,1.8,1.4230882536,1.8738983462
t1,1.8,1.4177625602,1.8298732639
t1,1.8,1.3906974778,1.9298142037
t1,1.8,1.5361377723,1.4651966003
t1,1.8,0.7227192938,1.3965060666
t1,1.8,1.2041499124,1.8105490981
t2,-1.01,-0.6,-0.6
t2,-1.01,-0.6038496713,-0.6014997044
t2,-1.01,-0.5883325979,-0.5982448925
t2,-1.01,-0.567765193,-0.5407296742
t2,-1.01,-0.5574649101,-0.6554629912
t2,-1.01,-0.5589392036,-0.6019638077
t2,-1.01,-0.4961134172,-0.6295808839
t2,-1.01,-0.5071752926,-0.6441744478
t2,-1.01,-0.3439918928,-0.5342068317
t2,-1.01,-0.2627650587,-0.5528902647
t2,-1.01,-0.0486131472,-0.0332109784
t2,-1.01,-0.0814767403,-0.1211436347
t2,-1.01,-0.2133185004,-0.1217325932
t2,-1.01,-0.3794316218,-0.171010967
t2,-1.01,-0.4890967639,-0.0403185229
t2,-1.01,-0.4791614373,0.0566391818
t2,-1.01,-0.348526608,0.2798459245
t2,-1.01,-0.0069913041,0.504769366
t2,-1.01,-0.1949460701,0.6591498405
t2,-1.01,-0.6029294897,-0.0110126301
t3,0.58,0.3,0.3
t3,0.58,0.2996150329,0.2998500296
t3,0.58,0.3026497851,0.3008110283
t3,0.58,0.3053157218,0.3098516383
t3,0.58,0.3062487362,0.2872260956
t3,0.58,0.3064157699,0.2750083536
t3,0.58,0.30193762,0.278237893
t3,0.58,0.2931755291,0.2912471342
t3,0.58,0.279229189,0.3576612227
t3,0.58,0.3526013068,0.3127416189
t3,0.58,0.3726014935,0.2830167684
t3,0.58,0.3833287429,0.303522049
t3,0.58,0.3415205817,0.3055451426
t3,0.58,0.3508593471,0.3129860166
t3,0.58,0.5377556712,0.283647862
t3,0.58,0.5368726815,0.2655748467
t3,0.58,0.4564777314,0.2561553921
t3,0.58,0.4395042146,0.2161103006
t3,0.58,0.5262422468,0.2085276843
t3,0.58,0.1090230018,0.0560974408
t4,0.3,0.1,0.1
t4,0.3,0.1007682866,0.1002177782
t4,0.3,0.0983035446,0.0997152903
t4,0.3,0.0953950327,0.0932198986
t4,0.3,0.0929497223,0.109801113
t4,0.3,0.0924394023,0.1088424706
t4,0.3,0.1055667582,0.1019990201
t4,0.3,0.1078633548,0.0876794363
t4,0.3,0.1242405103,0.0417894033
t4,0.3,0.0885576094,0.0728263964
t4,0.3,0.0566487243,0.0412417768
t4,0.3,0.0592661878,-0.0054689459
t4,0.3,0.2389444624,0.0195854562
t4,0.3,0.2505935857,0.0285793427
t4,0.3,0.2382937694,0.0018382001
t4,0.3,0.2447267067,0.0030075011
t4,0.3,0.1794572352,-0.0489699921
t4,0.3,0.216608264,0.0040320593
t4,0.3,0.1114151777,0.0136066989
t4,0.3,0.4591366053,0.0438678743
t5,0.5,0.7,0.7
t5,0.5,0.7007682866,0.7002177782
t5,0.5,0.6978578549,0.6995351001
t5,0.5,0.6952442192,0.6930088873
t5,0.5,0.6948430917,0.7067680613
t5,0.5,0.6949568936,0.7143159192
t5,0.5,0.6928643301,0.7119180674
t5,0.5,0.6960377079,0.7027908598
t5,0.5,0.7396557797,0.6679833528
t5,0.5,0.724739838,0.6947007811
t5,0.5,0.6942647704,0.7688937471
t5,0.5,0.7069641666,0.7337514493
t5,0.5,0.884431136,0.7611424586
t5,0.5,0.8432028656,0.7628028172
t5,0.5,0.8896911145,0.7058917913
t5,0.5,0.8890475394,0.7229140528
t5,0.5,0.9357399615,0.7308682284
t5,0.5,0.9244460068,0.7864182227
t5,0.5,0.9442900396,0.7646152652
t5,0.5,1.1497151469,0.7219354142
t6,1,1.5,1.5
t6,1,1.5076828659,1.5021777817
t6,1,1.4852896311,1.4980579076
t6,1,1.4513102088,1.425632581
t6,1,1.4218050978,1.6045136746
t6,1,1.4186509998,1.5832145591
t6,1,1.4214402415,1.5543043753
t6,1,1.4678551693,1.4829619842
t6,1,1.50300331,1.1063617066
t6,1,1.3057467264,1.4434213262
t6,1,0.9918896687,1.3127019026
t6,1,1.2355973802,1.1290134929
t6,1,1.1874833387,1.2613807153
t6,1,1.1954855138,1.2636046232
t6,1,0.7872507788,1.2045945717
t6,1,0.8247019799,1.335623485
t6,1,0.4447620567,1.23207997
t6,1,0.5170553028,1.2161763646
t6,1,1.1443871955,1.0535371314
t6,1,0.1775594115,0.6253286558
