Parameter,Case Opt,Case CE,Case Dual
Cost,1.45931268,26.9975144007,90.03084659
xk1,0,-0.0159266553,0
xk1,-0.1053394101,-0.1026556654,0.0520572256
xk1,0.2210615117,-0.0265713401,0.3040796061
xk1,0.1781537281,0.7544653752,0.5507708444
xk1,-0.4548333609,1.8844305616,1.0548500414
xk1,-0.0021226475,2.9900676812,1.7110135179
xk1,0.8711503623,2.9848860811,2.4180186722
xk1,0.310060614,3.3436705523,2.2366797848
xk1,-0.3343752851,2.0894473657,2.2279407489
xk1,-1.5208348412,1.9603815477,0.5102894835
xk1,-0.7529485652,0.7139131422,-0.0660854887
xk1,2.2942192224,0.9255033912,-0.3196874488
xk1,2.9818390343,-0.840225166,-0.1191915407
xk1,-1.4412785035,-1.8414001867,-0.390414728
xk1,-6.1052362155,-1.3301842206,-0.7207559284
xk1,-1.8954820516,2.2201569993,-0.8426215481
xk1,8.8020379285,6.8812862944,-1.5221965009
xk1,14.0489120649,9.7980095762,-6.6806957549
xk1,3.9902710986,2.0784254845,-9.3836577973
xk1,0.706873055,0.7367351712,0.1692116668
xk2,0,-0.0240248966,0
xk2,0.1635613852,-0.1357985845,0.0785268196
xk2,0.544194053,0.0855268922,0.3964146982
xk2,-0.4718687168,1.1785122535,0.4578932678
xk2,-0.2559579099,1.8850823274,0.9095594994
xk2,0.4504469507,2.1176448928,1.3985329729
xk2,0.5240455898,1.0653953003,1.7096399065
xk2,0.150957545,2.0128888794,0.6979118497
xk2,-1.6462185759,0.0795805826,1.0992091175
xk2,-1.7838871737,1.0472529686,-1.1564926657
xk2,1.4903132505,-0.3620365346,-0.2339589074
xk2,3.9136140246,0.8656204074,0.2810006003
xk2,0.6400472432,-1.9146077038,0.118883367
xk2,-6.0682435268,-1.7972067989,-0.7208738241
xk2,-6.3293638273,0.6461709888,-0.6731789145
xk2,4.4420997816,4.7109059153,-0.2676421265
xk2,15.8536580386,6.7941448899,-1.3838158099
xk2,7.4593908927,5.746969425,-8.5466630935
xk2,-13.538277268,-7.966721922,-6.2469165694
xk2,-0.284756358,0.9040840789,11.9712781769
xk3,0,-0.0302428788,0
xk3,0.2928677421,-0.1552618798,0.0988509368
xk3,0.2300912527,0.1836265559,0.4477506786
xk3,-0.8547617759,1.3463286276,0.3590885055
xk3,0.3476556236,1.5907608262,1.0869691078
xk3,0.4341628328,2.0721626727,1.5791409606
xk3,0.1515510108,1.4385211335,1.9612302934
xk3,0.3421200649,3.8858626488,0.9370776107
xk3,-1.9771476792,0.4873501518,2.5236078814
xk3,-0.4940700766,3.071749285,-0.914795155
xk3,2.5866699976,-0.1416132455,1.5678392153
xk3,2.3301701141,2.1606530262,0.4334159766
xk3,-1.8040532996,-2.7461892058,-0.4967781174
xk3,-5.5352862909,-0.597797772,-1.1104498072
xk3,-1.8476815668,1.2632411815,-0.2811939721
xk3,7.5279051141,3.8849367166,-0.1916916344
xk3,12.5193283584,4.8312785219,-2.1792748887
xk3,-1.8845114851,5.2500713722,-10.3649189599
xk3,-12.7580413509,-8.2150377625,-3.2324006943
xk3,0,12.8286629899,14.0372234975
uk,0.858163696,-0.0213344947,0.069733504
uk,-2.4645672552,-0.0568109645,0.1435527285
uk,-0.4390516531,0.4310231971,-0.627987513
uk,-0.5007159824,0.8135516476,-0.3992547519
uk,1.0770156741,-1.2801626315,-1.5272082406
uk,0.8196604899,-2.8569571883,-2.7213326221
uk,-2.4864265836,-5.494288542,-4.8981942026
uk,-0.8052169894,-3.2537134625,-2.5806006111
uk,2.1312245374,-8.6063783981,-6.5754130036
uk,4.0438676022,-1.586758579,1.0914201329
uk,0.8636264388,-6.1862092915,-1.2445146633
uk,-6.5148714939,0.5050738678,-0.2596568147
uk,-6.6637619849,-5.4924027971,-0.0670989506
uk,6.0773731369,3.457113846,1.4566900857
uk,18.6880657633,4.1289341613,1.1851691646
uk,3.5274722295,3.602636957,-0.0618946489
uk,-25.4909921179,-3.4059617276,-2.8793450958
uk,-26.7258302537,-11.0692271623,17.650528907
uk,20.6153385568,-25.7014853476,27.0060691328
t1,1.8,1,1
t1,1.8,0.9998959557,1.0001778218
t1,1.8,1.0000993129,0.9913809969
t1,1.8,1.0018456627,0.9932834763
t1,1.8,0.9956373707,1.0488892415
t1,1.8,0.8687526534,1.0908332822
t1,1.8,0.7426908386,1.1270189375
t1,1.8,0.7544883117,1.1143154944
t1,1.8,1.0039109903,1.4872316961
t1,1.8,0.9939090768,1.5484713617
t1,1.8,1.3381864354,1.6096917323
t1,1.8,1.4668174114,1.56462364
t1,1.8,1.5562703293,1.5170505532
t1,1.8,1.5614473242,1.517339339
t1,1.8,1.1922929349,1.4438553928
t1,1.8,1.620437132,1.3866035315
t1,1.8,1.5927894969,1.2089235063
t1,1.8,1.487350646,1.4027230395
t1,1.8,1.7415347797,1.6757483338
t1,1.8,1.3631655317,2.0827465299
t2,-1.01,-0.6,-0.6
t2,-1.01,-0.6001040443,-0.5998221782
t2,-1.01,-0.5999943422,-0.6053098569
t2,-1.01,-0.5880397883,-0.610573614
t2,-1.01,-0.649580389,-0.5244603628
t2,-1.01,-0.5987539243,-0.4534929025
t2,-1.01,-0.2777209266,-0.3340126985
t2,-1.01,-0.2549377666,-0.34213764
t2,-1.01,-0.104919683,-0.2886039905
t2,-1.01,-0.0867897804,-0.0664038702
t2,-1.01,-0.1130522922,0.1467272703
t2,-1.01,-0.1453146858,0.2376245519
t2,-1.01,0.2428019683,0.2725479318
t2,-1.01,0.3968247632,0.2699264067
t2,-1.01,-0.0600989022,0.1112566709
t2,-1.01,-0.0601563123,0.0567626707
t2,-1.01,-0.3591435236,0.0600638546
t2,-1.01,-0.9725406695,0.2115958599
t2,-1.01,-1.000206722,0.6544931975
t2,-1.01,-0.6197341006,0.059367269
t3,0.58,0.3,0.3
t3,0.58,0.2999895956,0.3000177822
t3,0.58,0.2998604385,0.299440555
t3,0.58,0.3024467695,0.2981267884
t3,0.58,0.2887461495,0.3005271271
t3,0.58,0.3311185453,0.3263061408
t3,0.58,0.393163246,0.3602141073
t3,0.58,0.3996750076,0.3567329528
t3,0.58,0.4080934434,0.344256551
t3,0.58,0.4055707018,0.3055217881
t3,0.58,0.4142401851,0.2608812201
t3,0.58,0.3886745691,0.252877078
t3,0.58,0.3368573764,0.2520185067
t3,0.58,0.3122343553,0.2519415533
t3,0.58,0.3199355891,0.2505128603
t3,0.58,0.2574999464,0.2557849112
t3,0.58,0.2404057991,0.258996619
t3,0.58,0.211359149,0.2977857859
t3,0.58,0.1897399951,0.3763165697
t3,0.58,0.071328335,0.3642252568
t4,0.3,0.1,0.1
t4,0.3,0.0999874897,0.0999774279
t4,0.3,0.1001247615,0.1009100025
t4,0.3,0.0976132093,0.1016226498
t4,0.3,0.1093235316,0.0974172983
t4,0.3,0.092906142,0.0774634729
t4,0.3,0.0630121983,0.0457403765
t4,0.3,0.0570604455,0.0520099159
t4,0.3,0.0687676768,0.0170468744
t4,0.3,0.0935781346,0.0999853412
t4,0.3,0.0896251105,0.0406669544
t4,0.3,0.1595336801,0.0485451511
t4,0.3,0.0760677583,0.0538733733
t4,0.3,0.0807943724,0.0540434317
t4,0.3,0.0649198879,0.0558758644
t4,0.3,0.0564120917,0.0564583636
t4,0.3,-0.0033296591,0.0541580767
t4,0.3,-0.0695874506,0.0758655057
t4,0.3,-0.0713402162,0.04188208
t4,0.3,0.1270633253,-0.0196931745
t5,0.5,0.7,0.7
t5,0.5,0.6999874897,0.6999774279
t5,0.5,0.7001097404,0.7007790899
t5,0.5,0.6974156619,0.7015899788
t5,0.5,0.7068059506,0.6998054611
t5,0.5,0.6799785837,0.6859412669
t5,0.5,0.6494629806,0.6661811254
t5,0.5,0.6449421142,0.6702000825
t5,0.5,0.6889860426,0.7029767543
t5,0.5,0.7053782195,0.7729961414
t5,0.5,0.7807096596,0.7739007621
t5,0.5,0.8338862842,0.7981309204
t5,0.5,0.823306763,0.7906470788
t5,0.5,0.8568129975,0.7910148628
t5,0.5,0.8964208825,0.8143037868
t5,0.5,0.8737612708,0.8179416371
t5,0.5,0.8905341937,0.8089097531
t5,0.5,0.9070638745,0.8292944153
t5,0.5,0.9612644661,0.7848892784
t5,0.5,0.9640379372,0.7429511265
t6,1,1.5,1.5
t6,1,1.4998748968,1.4997742789
t6,1,1.5013227438,1.5097542384
t6,1,1.4766765537,1.5166650265
t6,1,1.6110710016,1.449934573
t6,1,1.458041837,1.2582556291
t6,1,0.9786747312,0.9503819845
t6,1,0.8780572825,1.0098558139
t6,1,0.6281228896,0.7767670653
t6,1,0.7497352524,1.1040356173
t6,1,0.5991327986,1.2057148871
t6,1,0.7864206083,1.2184625809
t6,1,0.931552073,1.1933073186
t6,1,1.0954171641,1.1927888984
t6,1,1.2688578612,1.3094717882
t6,1,1.0175251125,1.3486783353
t6,1,0.8441022088,1.3089904513
t6,1,1.0810125602,1.587707872
t6,1,0.9288097317,1.1502379111
t6,1,1.2968377067,0.9012247967
