Parameter,Case Opt,Case CE,Case Dual
Cost,2.80223365,25.0498362216,128.94345498
xk1,0,0.1848763614,0
xk1,0.125959874,0.418737787,0.2524729861
xk1,0.1032391806,0.9881258867,0.4336785492
xk1,-0.1470010397,1.6268721508,0.7353602721
xk1,-0.603086969,2.259920335,1.0770951614
xk1,0.2976518239,1.6654603235,1.4371903089
xk1,-0.148112753,0.6298125601,1.9095269556
xk1,1.3407712695,-0.4483013123,1.5928792857
xk1,-0.8480230524,0.2408695706,0.6349702843
xk1,-1.2661790488,1.1391250223,0.2088478528
xk1,-0.2054071754,1.8410684817,0.0221072515
xk1,2.0215853133,1.3794585445,-0.1917378901
xk1,3.4227285463,-0.9529383771,-0.9180937974
xk1,-2.2929388442,-1.7752903876,-2.3874763986
xk1,-6.3446487501,-1.5842951337,-3.9104885451
xk1,-2.6587731333,2.0558327157,-2.9280031843
xk1,7.9267193508,9.6521493966,-3.4949220562
xk1,13.9349759319,16.6692450787,-8.3785512116
xk1,1.3127119039,9.2905159087,-7.0678928749
xk1,0.7866725545,6.2211688538,1.9540472851
xk2,0,0.2788807776,0
xk2,0.1695711193,0.4104698631,0.3808483894
xk2,0.0037394526,0.9571506866,0.3521371068
xk2,-0.575111031,1.3072774823,0.5461304415
xk2,-0.1065556884,1.5257069861,0.8175235413
xk2,0.0583492903,0.0343811678,0.9918277311
xk2,1.8272201749,-0.6274637401,1.3162956286
xk2,0.2494044109,-0.6813087883,0.3696589465
xk2,-1.0275313674,1.3406106142,-0.6235287431
xk2,-1.2084171191,1.4099906978,0.1334765821
xk2,1.1525222183,0.928799774,0.2643401094
xk2,3.8678377941,-0.0688695892,-0.3793841159
xk2,0.0022444627,-2.5756941399,-1.2506691773
xk2,-5.651742866,-0.9119920211,-2.406258909
xk2,-5.4584512312,0.2793831878,-2.9652037892
xk2,5.9942580498,4.3734738557,0.1148777256
xk2,16.6809893604,11.2976830928,-2.3940071134
xk2,6.7344850606,12.8376654945,-9.8776942751
xk2,-13.3902574652,-5.9518971359,-1.0181116679
xk2,0.9791915251,0.9918988729,11.6949278313
xk3,0,0.3510596649,0
xk3,0.2079472577,0.3346518413,0.4794182692
xk3,-0.0898903352,1.0841825259,0.1946529102
xk3,-0.4863391806,1.3497166272,0.6587062064
xk3,0.3528763533,1.7773655188,1.0117291831
xk3,-0.3228879192,0.1853350532,1.1990217212
xk3,2.3584162258,0.6578284133,1.7169271257
xk3,-2.0674840975,0.37614762,0.5365074671
xk3,-0.246951715,2.0337880665,0.1837696343
xk3,-1.0739458461,0.2868290607,1.4409885653
xk3,1.785233371,0.5556538506,0.2493913867
xk3,3.2028150221,0.4628661016,-0.781412619
xk3,-2.8388896912,-1.9570400584,-1.2477668685
xk3,-3.8331332785,1.1082293366,-2.3197713962
xk3,-2.1383350862,-0.2948115107,-2.934970337
xk3,8.237103895,3.7800059678,0.2602625454
xk3,10.9972927373,10.7478255278,-5.8081581187
xk3,-4.4040159768,11.0220493471,-12.3623551913
xk3,-11.7140780116,-8.0897972976,3.5094819983
xk3,0,17.1234626853,9.2249188804
uk,0.1054024138,0.2476521316,0.3382018688
uk,-0.3928889138,-0.3758615907,-0.6983638272
uk,0.1065302354,-0.1765761736,-0.3636007619
uk,-0.1047078261,-1.5752935757,-1.037600554
uk,2.3352686706,-2.495504781,-1.7653317564
uk,-2.4765190714,-5.017729564,-2.1309496986
uk,-0.6914771842,-2.3221332518,-4.1902394214
uk,-4.0373079357,-1.4862648654,-2.8587790335
uk,1.7199533019,1.6493609235,-0.252646643
uk,4.3498158067,-2.0859103645,-1.6204038065
uk,-0.1765342815,-1.483050222,-0.8061090251
uk,-4.6615862724,-2.9899952986,0.1729737159
uk,-8.5799559542,-4.0217916045,0.9092255696
uk,5.4321854065,3.9275031754,3.7131896938
uk,15.0129917751,1.2886719605,8.9011389124
uk,-0.2058869881,5.4835995276,0.2200809344
uk,-23.6174927249,1.084919225,2.3981804815
uk,-30.61324128,-16.80011098,26.9326938408
uk,25.8096841156,-41.3004920641,13.7685371658
t1,1.8,1,1
t1,1.8,0.9959539128,0.988433261
t1,1.8,0.9948522837,0.9886472454
t1,1.8,1.0098403107,1.0305770945
t1,1.8,1.016743867,1.0905039867
t1,1.8,1.0955676452,1.126941005
t1,1.8,1.1026000481,1.239514073
t1,1.8,1.157604076,1.2400363452
t1,1.8,1.1781706157,1.1587582887
t1,1.8,1.1288623633,1.3290835154
t1,1.8,1.2070513406,1.3161064516
t1,1.8,1.2097688469,1.2565336686
t1,1.8,1.3883775318,1.1865918832
t1,1.8,1.2923297507,1.0919706073
t1,1.8,1.1022374534,1.134039204
t1,1.8,1.3586378113,1.013237839
t1,1.8,1.3626669271,2.2738105532
t1,1.8,1.4961312754,2.1949436452
t1,1.8,1.7768283594,2.1782318739
t1,1.8,1.7724155726,2.2065394497
t2,-1.01,-0.6,-0.6
t2,-1.01,-0.6040460872,-0.611566739
t2,-1.01,-0.6023560571,-0.6171330247
t2,-1.01,-0.5641942988,-0.5750334631
t2,-1.01,-0.471222887,-0.5317123121
t2,-1.01,-0.3049051632,-0.497923034
t2,-1.01,-0.3025299384,-0.4200753859
t2,-1.01,-0.3429941639,-0.4203692882
t2,-1.01,-0.2711968424,-0.4405050928
t2,-1.01,-0.3383109191,-0.4244258362
t2,-1.01,-0.354472663,-0.3675087428
t2,-1.01,-0.3358465683,-0.4196873717
t2,-1.01,-0.2707728135,-0.4225010342
t2,-1.01,-0.0512188925,-0.2203062986
t2,-1.01,-0.7558843206,0.0700321831
t2,-1.01,-0.7467599237,0.1280334335
t2,-1.01,-0.7805406399,0.2351772831
t2,-1.01,-0.4082117921,-0.1036284265
t2,-1.01,-0.1722782727,0.0349056185
t2,-1.01,-0.1670910217,-0.2272700426
t3,0.58,0.3,0.3
t3,0.58,0.2995953913,0.2988433261
t3,0.58,0.3000660425,0.297520833
t3,0.58,0.3029481988,0.2983556487
t3,0.58,0.3249685946,0.3076381501
t3,0.58,0.3551117623,0.3183401744
t3,0.58,0.3597114715,0.3394627966
t3,0.58,0.3625035937,0.3401809143
t3,0.58,0.3532337003,0.3384485839
t3,0.58,0.352681703,0.3178500425
t3,0.58,0.3387036557,0.3107268364
t3,0.58,0.338656017,0.3173606722
t3,0.58,0.3337906512,0.3303787389
t3,0.58,0.3221896014,0.3501616546
t3,0.58,0.2408054882,0.3813410465
t3,0.58,0.2236062113,0.3859382133
t3,0.58,0.2276955767,0.3851998376
t3,0.58,0.2879289247,0.3451626391
t3,0.58,0.2955460993,0.2691381469
t3,0.58,0.2974033578,0.3043074591
t4,0.3,0.1,0.1
t4,0.3,0.1005639063,0.1015807025
t4,0.3,0.1002182277,0.1024614208
t4,0.3,0.0982477898,0.10006129
t4,0.3,0.0816244869,0.0902460014
t4,0.3,0.049340187,0.0794394916
t4,0.3,0.0419210931,0.0478449318
t4,0.3,0.0311797961,0.0469013836
t4,0.3,0.0545281126,0.0684109816
t4,0.3,0.0053166021,0.0436769498
t4,0.3,0.0167043591,0.0593909243
t4,0.3,0.0171959173,0.0672802485
t4,0.3,0.0058727877,0.0649609603
t4,0.3,0.0470556396,0.0601884292
t4,0.3,0.0202460509,0.046273525
t4,0.3,0.0654755528,0.0596644311
t4,0.3,0.0586385024,0.2439166531
t4,0.3,0.095715793,0.2907612613
t4,0.3,0.0411587787,0.2831922193
t4,0.3,0.0439439499,0.1943149426
t5,0.5,0.7,0.7
t5,0.5,0.7005639063,0.7015807025
t5,0.5,0.7001461616,0.7025944873
t5,0.5,0.6989133906,0.7013264576
t5,0.5,0.6846536932,0.69547409
t5,0.5,0.6640182997,0.6893209663
t5,0.5,0.658938878,0.6769664141
t5,0.5,0.6689975739,0.6763323734
t5,0.5,0.6707337067,0.6733118098
t5,0.5,0.6742387026,0.6835688869
t5,0.5,0.6945833946,0.7004528413
t5,0.5,0.6938368465,0.719158644
t5,0.5,0.6926794038,0.7192487317
t5,0.5,0.7013335536,0.7135106706
t5,0.5,0.8546677937,0.6861733905
t5,0.5,0.8955674323,0.7135253281
t5,0.5,0.9001576408,0.8832824835
t5,0.5,0.8759672385,0.9558760978
t5,0.5,0.847214063,0.9116116843
t5,0.5,0.8490874422,0.9178530217
t6,1,1.5,1.5
t6,1,1.505639063,1.5158070251
t6,1,1.5025469816,1.5239257888
t6,1,1.4675869906,1.4852857446
t6,1,1.3003787896,1.3892860575
t6,1,0.9409935306,1.290881198
t6,1,0.8688096983,1.0302695794
t6,1,0.7785643639,1.023030086
t6,1,0.8273494319,1.1373812972
t6,1,1.0073137116,1.1505463756
t6,1,1.0421488305,1.1819025254
t6,1,1.0350131005,1.2253626511
t6,1,0.8224446193,1.2204333698
t6,1,1.0815550801,1.1722624377
t6,1,1.5183454626,0.8253602573
t6,1,1.4800985017,1.2024774429
t6,1,1.447822654,1.2010002991
t6,1,1.4844371,1.0447523196
t6,1,1.1841956438,0.6462006911
t6,1,1.1936115449,0.5834849409
