Parameter,Case 1,Case 2
Cost,1.29193026395847,98.41533195159565
xk1,0.3420423019521803,8.10421973928792
xk1,0.043454707408717014,17.159461177515634
xk1,-0.3127560025862953,18.302773440697383
xk1,-1.0830910056657521,17.412269398495393
xk1,0.15107730581108905,16.20095630517124
xk1,0.1870568358534535,15.773727656490625
xk1,0.6343787848470982,15.221331903611643
xk1,-0.33339466860269346,14.779389535339678
xk1,-2.0471502294696156,14.182734322100478
xk1,0.4809153763110366,13.784167565603466
xk1,1.2000577954136762,13.979893494679724
xk1,4.3451716436841155,13.712316299890887
xk1,-2.9981402997823627,13.714776233439533
xk1,-4.5199654047341875,12.8702219659079
xk1,-3.7718766507250594,13.497791745979672
xk1,9.669235279321251,13.881579227873722
xk1,13.947490878821212,13.945116150320468
xk1,3.3755649868704474,13.671752617101491
xk1,-0.08695845968971604,13.17022130842932
xk1,0.0,14.237859728801995
xk2,0.17518510237042514,15.504179714312947
xk2,-0.39921650907519907,4.2225117175776665
xk2,-1.3878155580683653,1.7387073106571114
xk2,-0.2933989580590702,0.12938087947810564
xk2,0.14041181683652051,0.9980588755049549
xk2,1.2661624518967927,1.3108891720812839
xk2,0.6803300939970263,0.5027791026268087
xk2,-1.1632739969830872,1.5521085698048664
xk2,-0.25422116727024535,-0.2239115619100701
xk2,1.4083306527117108,2.4217622091187976
xk2,5.245315435977347,-0.0581896347412921
xk2,0.3506165367254403,2.246911238341365
xk2,-4.573311710481085,-0.647167958020867
xk2,-6.794889078864063,1.2635677885626149
xk2,5.702747776335097,1.6000929885186945
xk2,16.00811485935153,0.7740261098318035
xk2,8.015321917062609,1.214039981205571
xk2,-13.682953578416033,-0.503561123503101
xk2,0.0766986621207862,1.3529576122799674
xk2,0.0,2.0674514311095646
xk3,0.12861468073876772,16.276257390329626
xk3,-0.298735192751969,2.8555187632338606
xk3,-0.5747530030144569,11.344219321944912
xk3,0.9203674198621565,12.904168152577938
xk3,-0.46263918017754385,14.682284492172457
xk3,1.513046033189832,14.256756445551623
xk3,-0.5550109634728988,13.395005672607297
xk3,-1.6376601531228954,14.6225353747451
xk3,0.8000304000929643,12.608709881397102
xk3,0.18289908670862737,15.642082404516398
xk3,5.3245224933150075,12.094315388754385
xk3,-4.865244147132684,15.974118034498325
xk3,-1.9451454199603735,12.560270449533201
xk3,-5.766150735765517,15.942013198589395
xk3,11.284527408391863,14.975086373122883
xk3,9.327420429288397,14.321556567073536
xk3,-0.36499908903337663,15.504137561165136
xk3,-13.802687804185537,13.91283960869451
xk3,19.970246472467593,16.39056721228802
xk3,0.0,16.113699158437075
uk,-0.5978341902385705,-5.749902949323913
uk,0.9578073056473002,-30.081721896501037
uk,2.159232593795953,-13.473029154032588
uk,0.6889645321201109,-20.19417485174541
uk,3.193039564468839,-19.080895320213525
uk,-0.8964314009795674,-21.006320894358105
uk,-2.264387677195452,-21.988634815962254
uk,-2.3811033557937047,-19.40035663236312
uk,-1.2455163893781864,-23.171880407580257
uk,5.275398040789464,-16.930775693994022
uk,-4.506141625867789,-24.254578265968007
uk,-3.945856127394231,-16.77788889054789
uk,-12.92984319643363,-24.748461517946133
uk,9.902756704463682,-17.427446476781768
uk,11.985474910674716,-21.190287609258345
uk,6.24144730923567,-21.86055307214474
uk,-26.929201401145104,-20.408317259269115
uk,-29.556745563244085,-23.447621848424433
uk,20.72271241003185,-18.715277752350385
t1,1.8,1.0
t1,1.8,1.4376239003924929
t1,1.8,1.3713069439008159
t1,1.8,1.3650073578062987
t1,1.8,1.3616757641896304
t1,1.8,1.392590255534688
t1,1.8,1.412328624540217
t1,1.8,1.4078288015996612
t1,1.8,1.4592111152703078
t1,1.8,1.4508849293259232
t1,1.8,1.5696932950419518
t1,1.8,1.580043122420539
t1,1.8,1.7174378630053568
t1,1.8,1.7299500049445113
t1,1.8,1.7602901768756751
t1,1.8,1.7619769172810378
t1,1.8,1.7500053564699718
t1,1.8,1.782972244641481
t1,1.8,1.7746466038906015
t1,1.8,1.7982320692297873
t2,-1.01,-0.6
t2,-1.01,-0.16237609960750704
t2,-1.01,-0.1853376760898623
t2,-1.01,-0.18429446873238825
t2,-1.01,-0.18220688734053098
t2,-1.01,-0.18544225456199284
t2,-1.01,-0.17790014355710876
t2,-1.01,-0.17917552377231458
t2,-1.01,-0.17098852915924245
t2,-1.01,-0.1674565253863398
t2,-1.01,-0.14280773992190118
t2,-1.01,-0.1259963901194906
t2,-1.01,-0.08395227467925034
t2,-1.01,-0.06767885074244262
t2,-1.01,-0.06037839943718705
t2,-1.01,-0.05753647047218238
t2,-1.01,-0.05368120832982879
t2,-1.01,-0.05445039509669457
t2,-1.01,-0.044832139741224006
t2,-1.01,-0.03823986254776879
t3,0.58,0.3
t3,0.58,0.3437623900392493
t3,0.58,0.3367187250524172
t3,0.58,0.33684652680301375
t3,0.58,0.3359186842817989
t3,0.58,0.33999712266957716
t3,0.58,0.34449937785918966
t3,0.58,0.34388989848626333
t3,0.58,0.3469000567759291
t3,0.58,0.342209869394464
t3,0.58,0.34342526354042946
t3,0.58,0.3366128735095574
t3,0.58,0.33786510142051784
t3,0.58,0.3307803844835756
t3,0.58,0.33125232125110887
t3,0.58,0.3325127870689951
t3,0.58,0.33206012649352884
t3,0.58,0.3351434573702379
t3,0.58,0.3315387916595587
t3,0.58,0.33279621457418657
t4,0.3,0.1
t4,0.3,0.06354573013805093
t4,0.3,0.08349625565758148
t4,0.3,0.08373182597933407
t4,0.3,0.08529385795448644
t4,0.3,0.07700329082055399
t4,0.3,0.06954754810806715
t4,0.3,0.07054828400935405
t4,0.3,0.061492147585031624
t4,0.3,0.0737895706563196
t4,0.3,0.05264139110228196
t4,0.3,0.06217714501292535
t4,0.3,0.04343898456606127
t4,0.3,0.05020675969303039
t4,0.3,0.041814186832620406
t4,0.3,0.03915584636694669
t4,0.3,0.04082314207524977
t4,0.3,0.03227225645915953
t4,0.3,0.038688796307204426
t4,0.3,0.030759474966761582
t5,0.5,0.7
t5,0.5,0.6635457301380508
t5,0.5,0.682098860424579
t5,0.5,0.6817935875582898
t5,0.5,0.6828456473660006
t5,0.5,0.6770647902249061
t5,0.5,0.6689694175569935
t5,0.5,0.6698221747562378
t5,0.5,0.6685747835061134
t5,0.5,0.6784029568853995
t5,0.5,0.6755579647338016
t5,0.5,0.6967219082298614
t5,0.5,0.6960703871728181
t5,0.5,0.7108945606509313
t5,0.5,0.7105277367667168
t5,0.5,0.7058388677123121
t5,0.5,0.7073592363020077
t5,0.5,0.7036170836057465
t5,0.5,0.7114624997596941
t5,0.5,0.7083593854210445
t6,1,1.5
t6,1,1.1354573013805092
t6,1,1.3327765294569809
t6,1,1.3343523951757492
t6,1,1.341597247986564
t6,1,1.3030729770003358
t6,1,1.2487357872589997
t6,1,1.2592572176201038
t6,1,1.2072727354295403
t6,1,1.2774606824589936
t6,1,1.246235877353213
t6,1,1.3296136700055559
t6,1,1.2982797516541198
t6,1,1.380850849909364
t6,1,1.3749088772056093
t6,1,1.3577755739843178
t6,1,1.3717131690319306
t6,1,1.3388018785360765
t6,1,1.3937591454336253
t6,1,1.38608569668274
