Parameter,Case 1,Case 2
Cost,2.2631926579485255,91.30419361019875
xk1,0.02552375405683211,10.160572605580345
xk1,0.10057094628056536,19.87752053762927
xk1,-0.12627605727003632,19.352734660250864
xk1,-0.6656590936717894,15.331114062065229
xk1,1.0284926934566765,12.064930207738072
xk1,-0.14914738662624258,12.04930371725718
xk1,1.149889392485909,12.525471878505414
xk1,-0.8113852337675711,12.65881656671199
xk1,-0.7925929030771842,12.986486659526856
xk1,-0.8857514765989033,14.330613145656981
xk1,1.7495277337533066,14.503223616801197
xk1,3.0440975286543446,12.199861256676352
xk1,-0.6491786608683837,11.248725063017929
xk1,-6.4624341812474775,12.896504350965982
xk1,-2.956537202701689,13.431012362390824
xk1,8.340770787549605,12.505688812080455
xk1,13.321384367056368,11.948218880866571
xk1,1.2629708548831948,11.580251794397794
xk1,0.389699468237481,12.070995069247626
xk1,0.0,14.354552291003328
xk2,0.16696171670228052,17.64002691095386
xk2,0.12929330291459662,3.740849863289223
xk2,-0.05063989480313218,-0.7328226948072183
xk2,1.0107975079450575,-3.713976286200204
xk2,0.20530387526160582,0.5417058213746854
xk2,1.8863030669105236,1.5164676768007066
xk2,0.760033189167672,1.596213060002139
xk2,-0.40240676655548446,0.911937637852188
xk2,-1.282739999078115,2.2019737075691643
xk2,2.096900407511349,2.9645235343801475
xk2,5.625822130232529,-0.8916794124264092
xk2,2.6302732623957135,-1.7711407534807457
xk2,-5.17651211301942,2.1326328314823857
xk2,-5.139289671056044,2.5323250133933475
xk2,6.790934671410842,0.2162310663370526
xk2,16.763636728621133,-0.2259164340328956
xk2,7.626615861906565,0.9977018829888663
xk2,-13.677508099980898,-0.4926373982605937
xk2,0.8685878221818271,3.555478372081376
xk2,0.0,2.1158149238240282
xk3,0.24482236924350986,16.509269006165642
xk3,-0.04738119735366266,3.9485587480400364
xk3,-0.33220948689457963,12.715227098148265
xk3,0.9203179275149048,14.527345447671003
xk3,-1.4970558524056006,17.973342909404007
xk3,2.9329019413941744,14.745629984855467
xk3,-1.556696582044529,13.800817390798894
xk3,-0.26980183831447635,13.42733157771262
xk3,-1.8421690828751838,14.930067987076574
xk3,3.5025780316896467,15.61452961895767
xk3,3.551937060082365,13.379725779807972
xk3,-1.8890023646704452,14.547088555349221
xk3,-6.649624179322391,16.86282842678523
xk3,-0.625691194456628,14.745265931067854
xk3,8.629459108575938,13.3146260573275
xk3,9.8950660179226,14.23085697265449
xk3,-2.957640115969876,14.846673347412747
xk3,-13.757946222529728,12.195316175513371
xk3,19.08603359503684,16.27469538551031
xk3,0.0,13.832179147152685
uk,0.4322721343534266,-7.550636087758322
uk,-0.6665896136227178,-35.181863541577044
uk,-1.1099381860364976,-18.84103321697393
uk,-2.871588711302829,-25.393741486303863
uk,2.123654820266554,-18.251481228313953
uk,-4.04148864902052,-23.24391566222994
uk,-1.9357466898704156,-21.400251383019555
uk,-5.027169752584794,-21.61085325279076
uk,1.831249553418033,-19.38667471217305
uk,1.3233852889264301,-21.67601566994988
uk,-2.8500712770121686,-28.503657686575288
uk,-9.880503341903962,-23.43131645128457
uk,-8.74419499158898,-18.493336411832097
uk,1.4665037489971708,-24.031072559350513
uk,12.698865357748847,-26.226024489307267
uk,-0.012298726758191743,-23.03158883620671
uk,-26.37498002202093,-21.610594610753097
uk,-31.188872367480712,-24.570145301353943
uk,26.564217486299228,-15.421176238330114
t1,1.8,1.0
t1,1.8,1.4544287769661948
t1,1.8,1.4200065344949726
t1,1.8,1.4791711010874582
t1,1.8,1.4697891869402289
t1,1.8,1.5227271215238238
t1,1.8,1.5230208675147825
t1,1.8,1.5316242226711814
t1,1.8,1.5139335296350043
t1,1.8,1.5231473388052106
t1,1.8,1.5637659826566523
t1,1.8,1.562404357424607
t1,1.8,1.5177446335760636
t1,1.8,1.5424622796557805
t1,1.8,1.5415992114315529
t1,1.8,1.5337534127796524
t1,1.8,1.5145891397315352
t1,1.8,1.5238864126836655
t1,1.8,1.4963867882541688
t1,1.8,1.6297534110650371
t2,-1.01,-0.6
t2,-1.01,-0.1455712230338052
t2,-1.01,-0.15102679182663525
t2,-1.01,-0.16844667130272395
t2,-1.01,-0.15235199779424657
t2,-1.01,-0.1624775246255234
t2,-1.01,-0.15696472443513354
t2,-1.01,-0.1533421691522545
t2,-1.01,-0.15851096439873247
t2,-1.01,-0.15587776168150216
t2,-1.01,-0.15291306244440414
t2,-1.01,-0.14900039028633244
t2,-1.01,-0.128393524330983
t2,-1.01,-0.08977925917385067
t2,-1.01,-0.09127538972551405
t2,-1.01,-0.08832891791597944
t2,-1.01,-0.08894058885708828
t2,-1.01,-0.07082261203325563
t2,-1.01,-0.06317560357922075
t2,-1.01,0.035729307342659306
t3,0.58,0.3
t3,0.58,0.34544287769661947
t3,0.58,0.3417511774704577
t3,0.58,0.3417222460652615
t3,0.58,0.335531364342461
t3,0.58,0.3430388281984676
t3,0.58,0.3447655356416805
t3,0.58,0.3453982080920787
t3,0.58,0.3438641767031238
t3,0.58,0.3442563270673982
t3,0.58,0.348433403429597
t3,0.58,0.34808773057917375
t3,0.58,0.3429750966365461
t3,0.58,0.34655233970519667
t3,0.58,0.34892406086640876
t3,0.58,0.3484015387481736
t3,0.58,0.34663808610326374
t3,0.58,0.34753105635290094
t3,0.58,0.34546059594769
t3,0.58,0.3461158869631332
t4,0.3,0.1
t4,0.3,0.05684589534510454
t4,0.3,0.0683985393098062
t4,0.3,0.06452278984031642
t4,0.3,0.07665196824191886
t4,0.3,0.0566163465601679
t4,0.3,0.0541795701829415
t4,0.3,0.05323956656693441
t4,0.3,0.057091111946287125
t4,0.3,0.05464662684176613
t4,0.3,0.03656284339314966
t4,0.3,0.03717902960715057
t4,0.3,0.05116503033019876
t4,0.3,0.03591446319150139
t4,0.3,0.03639297480252307
t4,0.3,0.03658457190661572
t4,0.3,0.04137864983275776
t4,0.3,0.03410528926678318
t4,0.3,0.04601144311478455
t4,0.3,0.029932657850420683
t5,0.5,0.7
t5,0.5,0.6568458953451045
t5,0.5,0.6674513683162036
t5,0.5,0.6697294819736381
t5,0.5,0.6773264203039451
t5,0.5,0.6662522713820951
t5,0.5,0.6616426252653317
t5,0.5,0.6608757920811258
t5,0.5,0.6615454937915822
t5,0.5,0.6611535068086836
t5,0.5,0.643399343773981
t5,0.5,0.6444389329861473
t5,0.5,0.643713877738299
t5,0.5,0.6347007968491335
t5,0.5,0.621397629952812
t5,0.5,0.6210994761864752
t5,0.5,0.6190878954663319
t5,0.5,0.615359500109843
t5,0.5,0.6510933777498941
t5,0.5,0.6455930143282809
t6,1,1.5
t6,1,1.0684589534510454
t6,1,1.1822649217230647
t6,1,1.1574238310112606
t6,1,1.2063224470772038
t6,1,1.1571501575905114
t6,1,1.1355903596459198
t6,1,1.1220034026022745
t6,1,1.1541486585975196
t6,1,1.1454715338675734
t6,1,1.0575147636030908
t6,1,1.0654260200229162
t6,1,1.103358759615319
t6,1,1.0773798438018716
t6,1,1.020551642780376
t6,1,1.0361996093963157
t6,1,1.0540545721284054
t6,1,1.0365640460142602
t6,1,1.161153204036618
t6,1,1.1684393413793515
