Parameter,Case 1,Case 2
Cost,4.351357257932845,143.2008945775942
xk1,0.09358941314225741,11.017030371284264
xk1,0.08007779664518379,20.139509702048155
xk1,-0.2056038863793131,19.136499223460888
xk1,-0.4489505146962693,15.104517089000506
xk1,0.8923600975133434,12.88847693740904
xk1,-0.5450269103707062,13.55734229653311
xk1,1.230162380460679,13.440667586569543
xk1,-0.7517226085806428,12.685341772102348
xk1,-0.667704310335064,12.133713471931053
xk1,1.5384844089509115e-05,13.96519490782825
xk1,1.2718737025633036,16.259821523018278
xk1,3.357604550006103,15.88723562112499
xk1,-1.7288742227842238,15.288487698273157
xk1,-5.85344515117797,15.150803908614856
xk1,-2.4524177279402077,15.528286079286017
xk1,8.574410075367336,15.468586899909413
xk1,15.277258270775057,15.246209697378687
xk1,2.8249807386348675,15.724878221226735
xk1,2.1012088883095967,15.997771195800759
xk1,0.0,16.245710094484608
xk2,0.16873010431230537,16.835235396060266
xk2,-0.0010057270607686597,3.4461174881167302
xk2,-0.04545783957182187,-1.4861383897079632
xk2,0.41256881140239404,-3.080604467014227
xk2,-0.40130364804498264,2.014728407626335
xk2,1.8720866966799896,1.4713266991536766
xk2,0.6725124045894464,0.6427118439494094
xk2,-0.6898477290806829,0.1378042205884085
xk2,-1.8577387823804947,1.0691961113507973
xk2,-0.11319511891842603,5.455958703605563
xk2,3.6381299937504257,1.8171467368763936
xk2,0.040754088764485275,0.5814858853781939
xk2,-6.4868508663984645,1.2110138719397765
xk2,-6.9841914703290815,1.313234783038141
xk2,4.442732731987094,2.452525921436174
xk2,15.977269859620083,0.10280017648084577
xk2,5.885876890545818,2.5035817190317045
xk2,-13.016191095796618,1.117884610536483
xk2,0.2773648702649812,2.647802060902968
xk2,0.0,-0.1374426928319766
xk3,0.21983207544903022,16.066190435340978
xk3,-0.11614176530880643,4.100462424083181
xk3,-0.22251420169162237,11.942904660332292
xk3,0.25043583196535646,14.208903951315332
xk3,-1.309386428517102,17.64432512256233
xk3,3.471147955977385,13.270385339216887
xk3,-2.0317728034775335,12.755111370562112
xk3,-0.4162040476842015,12.476935551342937
xk3,-2.153708217164885,12.521469874066366
xk3,1.583225229669478,15.06345665492358
xk3,4.560309277166941,10.356811900001215
xk3,-3.2937468541895587,12.705892030095995
xk3,-4.922740915085063,13.927124865960709
xk3,-2.470724597007268,13.338853957878824
xk3,8.54244126009953,14.298244531528741
xk3,12.095831312256598,11.622024891934284
xk3,-4.118214923188805,15.424743695013037
xk3,-9.06148079800541,13.116279747913364
xk3,18.656345202517905,16.169584223062074
xk3,0.0,13.562165456405634
uk,0.21075247288372673,-7.930407054509244
uk,-0.22180520829716627,-34.180014699418344
uk,-1.0704361696083995,-19.144660560745216
uk,-1.2068616022653709,-22.540556949285023
uk,3.0528410859983737,-16.325750756349606
uk,-3.764052278394029,-24.220225652552344
uk,-0.9186594542614057,-21.048440901135482
uk,-4.483819146281338,-20.064053001746498
uk,2.9544200067070165,-17.67233670374136
uk,5.896542176944846,-13.873964988306408
uk,-0.1833540867248534,-24.5428741543491
uk,-3.2941495495658253,-19.043472656894554
uk,-6.256668911030534,-19.09199916331365
