Parameter,Case Dual
Cost,[7848.10096832]
xk1,0.0
xk1,0.23630146006134115
xk1,0.9810956482741299
xk1,2.2642042983368786
xk1,3.580609794314412
xk1,3.281243389194556
xk1,3.10402497651966
xk1,2.03180242648615
xk1,1.1156964901147537
xk1,0.8095395012420133
xk1,0.324231469926768
xk1,0.35409505897242066
xk1,0.11508617467447162
xk1,-0.22058377730050277
xk1,-0.5450511144321238
xk1,-1.624144453640076
xk1,-3.638634415910768
xk1,-10.65059186267985
xk1,-30.49245235131347
xk1,-66.04658564673521
xk2,0.0
xk2,0.35645410010711737
xk2,1.1972463643616065
xk2,2.200260801777535
xk2,2.659377347938301
xk2,0.8332830461540027
xk2,1.346973379643265
xk2,0.5271367548389786
xk2,-0.033216169731014884
xk2,0.5292651307162074
xk2,-0.035951658582681456
xk2,0.21964897033145137
xk2,-0.08308011242567465
xk2,-0.42668812319485233
xk2,-0.470857966006382
xk2,-1.7361823257901434
xk2,-3.6252422462341705
xk2,-11.736906932377524
xk2,-33.46485650227728
xk2,-63.21623022966419
xk3,0.0
xk3,0.4487103127593633
xk3,1.2744180212237102
xk3,2.176380719307363
xk3,2.6869098602331096
xk3,1.0069818068181797
xk3,3.616737313737421
xk3,1.6206637789775409
xk3,1.0528942912327575
xk3,1.6241142754420126
xk3,-0.0558667195220949
xk3,0.6148271802189575
xk3,-0.08775907200550312
xk3,-0.33077030151725434
xk3,-0.2749915221247768
xk3,-2.1144230648042335
xk3,-3.862840488477502
xk3,-13.580153042850512
xk3,-37.151336942436814
xk3,-65.63564176999839
uk,0.31653914069757655
uk,0.11686996307139677
uk,-1.1438135113365384
uk,-3.5767122973451584
uk,-7.2791690105813105
uk,-3.4929557054760316
uk,-7.248918249011639
uk,-4.028928682671046
uk,-1.6885427357942657
uk,-2.90661242237108
uk,-0.01969437087184849
uk,-1.2189394446951685
uk,-0.33402047416060715
uk,0.4318119827168038
uk,-0.42324283595225204
uk,1.7497356058589753
uk,-0.4211140839107898
uk,2.7915174476556763
uk,34.954875160543615
t1,1.0
t1,0.9984130097090701
t1,0.9584700089393937
t1,0.9038823352434744
t1,0.9560710974817066
t1,0.9127489886183007
t1,1.382535861755553
t1,1.3796926977719899
t1,1.3597292836301655
t1,1.3979060697015386
t1,1.4866829677351856
t1,1.5118847015377037
t1,1.523228361368808
t1,1.5124158386258229
t1,1.2852300357903603
t1,1.456828837834808
t1,1.2109143799893773
t1,1.616088468130196
t1,0.8505716909706056
t1,-0.12661649281830956
t2,-0.6
t2,-0.6015869902909299
t2,-0.6095050228912924
t2,-0.4184008185492368
t2,-0.1700036524833538
t2,-0.18698483332768612
t2,-0.20364413940124884
t2,-0.18223166414936465
t2,-0.1531390528632237
t2,-0.17820637708769174
t2,-0.08397080600885562
t2,0.03865100799730982
t2,0.025879976118928887
t2,-0.10005368575825085
t2,-0.4502717509690823
t2,-0.351390744206268
t2,-0.34081901272367937
t2,0.22121109483924511
t2,-0.539896680711244
t2,1.4104466860783758
t3,0.3
t3,0.299841300970907
t3,0.3009862494981447
t3,0.3410873949103751
t3,0.3819677087922269
t3,0.3796481554942598
t3,0.36461392783504515
t3,0.36156771424550116
t3,0.35841973701982377
t3,0.3597095604821508
t3,0.32208689262480494
t3,0.30753791356966953
t3,0.3084907315768469
t3,0.3112835380584822
t3,0.3296496247522789
t3,0.3078966566166823
t3,0.2774918242244153
t3,0.3582891419440176
t3,-0.1834043882235753
t3,-0.5638475641218962
t4,0.1
t4,0.1002165812928624
t4,0.10171227030098229
t4,0.08010654648728097
t4,0.04746875434272242
t4,0.055103097098403664
t4,0.06547858793806
t4,0.0740283297944321
t4,0.08866062604192987
t4,0.055497502178908115
t4,0.07424036698213593
t4,0.06644955898814837
t4,0.06634940798194788
t4,0.06333748570583159
t4,0.05665057032937326
t4,0.06103146419947961
t4,0.0693532238694144
t4,0.0675412196771131
t4,0.10149891734922184
t4,-0.09019890124671873
t5,0.7
t5,0.7002165812928624
t5,0.7007047584736465
t5,0.6757912117524342
t5,0.6452785827635042
t5,0.6516090450121796
t5,0.690821154107731
t5,0.6955555703765928
t5,0.7005302003316282
t5,0.6786029461484393
t5,0.7308133556671512
t5,0.721425746260756
t5,0.7201812908065891
t5,0.7260642348776603
t5,0.7394255992459751
t5,0.7491853613291922
t5,0.7574611553254179
t5,0.7838735100399216
t5,0.9206687255467376
t5,0.7546653737949831
t6,1.5
t6,1.502165812928624
t6,1.5221842458188206
t6,1.3020096303852373
t6,0.9279017982018684
t6,1.0221918446711253
t6,0.8545061063789086
t6,0.8838571841320334
t6,0.9141902265979507
t6,0.9059645498475483
t6,1.0594374574372105
t6,1.0420463121441137
t6,1.0254368663815947
t6,0.9871945791758415
t6,1.0664968667530204
t6,1.107710761485908
t6,1.188662137075246
t6,1.4425431865362686
t6,1.9344661161254084
t6,-0.4146611160214091
