Parameter,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual
Cost,[81.64851505],[124.62227918],[159.48832272],[359.15311079],[186.18399059],[128.2838873],[468.78697955],[128.94345498],[90.03084659],[126.89349089],[103.20048535],[97.64692738],[229.18127129],[121.42062329],[95.33171105],[75.67095126],[442.43380855],[96.48076033],[95.46907808],[140.20297529]
t1,1.0004518831,0.9951416644,0.9953134433,0.9998306026,0.9965102433,0.9964491944,1.0008182469,0.9886472454,0.9913809969,0.9879781683,0.9981077953,1.0013235393,0.9989962821,0.999380035,0.9830892962,0.9259196021,0.9836868402,0.991145703,0.9502125284,0.9810177314
t1,0.9943718744,1.0053074642,0.9968833022,0.9999294327,1.002185318,1.0025585475,1.0150720806,1.0305770945,0.9932834763,0.9878868933,1.003467447,1.0034085887,0.9915231244,0.99269508,0.9660827064,0.9566545347,1.0362704556,0.9718907636,0.7784651364,0.998511469
t1,0.9583368226,0.9796804587,1.1027397943,1.0122932552,1.0358636742,0.9928729148,0.9208688308,1.0905039867,1.0488892415,1.0332529094,1.0250541245,0.9257572493,0.9670135547,0.9972043213,0.9835948505,1.3875600033,1.0343999153,0.9703495549,0.709775127,1.0247263824
t1,0.872878751,1.0958968151,1.1018854638,1.0020959583,1.0322444469,1.0166599159,0.9071249588,1.126941005,1.0908332822,1.1726912771,1.0298399807,0.9373215187,1.0297162396,1.0619950151,1.2615232211,1.3814165283,1.3659814572,1.0040533602,0.7002934401,1.1350178254
t1,0.8264225296,1.1352985443,1.3428213748,1.0073681931,1.0713696232,1.0277365751,1.0746752169,1.239514073,1.1270189375,1.198414478,1.169681352,1.1973151917,1.0095640079,1.0585006353,1.2546245939,2.0122060383,1.2493675439,1.2625395401,1.4043062483,1.1501595391
t1,1.1596488068,1.1641622005,1.3558164822,1.1336346961,1.0743250186,1.0133540287,1.0399493535,1.2400363452,1.1143154944,1.1985798833,1.1584984347,1.0603576156,1.4310494616,1.1035175046,1.4004880924,1.9874373628,1.7593435265,1.2705247502,1.4595441861,1.1705973643
t1,1.022429975,1.1722194452,1.6937975583,1.1242406935,1.0523951692,1.000080434,1.1443567226,1.1587582887,1.4872316961,1.3722886247,1.1067052356,1.2937941782,1.3906275953,1.1393841819,1.4167698454,1.9745208043,1.7558475453,1.3935868859,1.7686587161,1.0808465378
t1,1.113371265,1.2351209156,1.7461258408,1.2819159162,1.1073487284,0.9988897521,1.0832403304,1.3290835154,1.5484713617,1.3107017561,1.0409993885,1.4070527854,1.4746746678,1.2479931321,1.4398884775,1.9598369129,1.7357773071,1.4675946586,2.201083331,1.9051313374
t1,0.8764534162,1.4249420217,1.7669019149,1.3534303444,1.2081029026,0.9836198557,1.6631841059,1.3161064516,1.6096917323,1.4022874877,1.0105478457,2.4006895158,1.4537383767,1.2065849726,1.4456739619,2.0065481621,1.676952802,1.4545614043,2.2984748871,1.9101005492
t1,0.9834878443,1.5657992744,1.6875243697,1.4175713525,1.4138794437,0.9661852494,1.7307071025,1.2565336686,1.56462364,1.3608185427,1.0487504018,2.412870877,1.4546498109,1.2298540396,1.4983924831,2.0037737572,1.6930886973,1.4349187898,2.3000332593,1.7243423517
t1,0.9618000051,1.4917216126,1.5632653801,1.6751081493,1.7491972132,0.8598567406,1.5979113848,1.1865918832,1.5170505532,1.3512205647,1.0966167985,2.4080733013,1.3875563088,1.4584499161,1.5200941858,2.0187462626,1.7025368001,1.423153221,2.3734084255,1.6782771088
t1,0.830151128,1.4169223036,1.5658931884,1.6373243174,1.831457523,1.4118629045,1.7862451378,1.0919706073,1.517339339,1.3271434182,1.2860268982,2.4128356296,1.4410517983,1.4912819447,1.5653781911,1.9917604091,1.7773802806,1.55457501,2.3817204387,1.9097629668
t1,1.6943773684,1.8738983462,1.4080127682,1.685517089,1.8711834442,1.4471870237,1.606278128,1.134039204,1.4438553928,1.5035022973,1.1329329764,2.3930534818,1.4897293251,1.6653848662,1.5649252685,2.0673484904,1.8241761929,1.5409806311,2.4070736386,1.9048218378
t1,1.1922051127,1.8298732639,1.5472508409,1.4437498847,1.8677362976,1.1552313289,1.4731468402,1.013237839,1.3866035315,1.4591919423,2.550443135,2.3487538018,1.5716118552,1.3089789233,1.651791546,2.0347813318,1.8479617733,1.7036581646,2.3958908506,2.0327838552
t1,1.3189402582,1.9298142037,2.2087792951,1.5147124188,1.52005282,2.159789442,1.390921234,2.2738105532,1.2089235063,2.0987134903,2.5310705663,2.3935679466,1.3341097278,1.9253715787,1.7795192461,1.9596069785,1.6667076514,1.4832535674,2.361986501,2.1609968169
t1,1.1223730126,1.4651966003,1.5713678808,0.9427648633,1.1155522325,2.1337438503,1.1028250874,2.1949436452,1.4027230395,2.0372484912,2.6281992455,2.3960041668,1.2367332737,1.6640091937,1.5378151872,1.7065400513,1.285295753,1.6263797445,2.2192461355,1.5381821948
t1,0.6110610111,1.3965060666,1.5720876618,0.9556621986,1.2784847659,2.1034801904,0.9792209408,2.1782318739,1.6757483338,1.8525237309,2.4292159115,2.412736079,1.2346860431,1.6244310123,1.4234405923,1.7402207098,1.3983146109,1.5394152452,2.2398853468,1.5481953589
t1,0.7290506999,1.8105490981,1.9271663229,1.2595569563,0.4979348683,2.1046753177,0.9271123558,2.2065394497,2.0827465299,2.1343168393,2.440966925,2.4769035261,1.4628651069,1.8832720457,1.3659306003,1.6170714361,1.3476791103,2.0173609155,2.1692613511,1.539222823
t2,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
t2,-0.600062277,-0.6014997044,-0.6026070484,-0.600035947,-0.5999809076,-0.5999489587,-0.6010154487,-0.611566739,-0.5998221782,-0.6017390641,-0.601700463,-0.6004986,-0.6002559166,-0.5999647708,-0.6004730881,-0.6304321627,-0.610030879,-0.5999130525,-0.5980639357,-0.6065900104
t2,-0.5986921194,-0.5982448925,-0.5983162822,-0.6000437156,-0.6022460672,-0.603494857,-0.6055137291,-0.6171330247,-0.6053098569,-0.5960392805,-0.6043263434,-0.6020882936,-0.6002215805,-0.6002401366,-0.6042858382,-0.5776280565,-0.6048303239,-0.610738686,-0.6538448571,-0.5988913477
t2,-0.6137999335,-0.5407296742,-0.5939846985,-0.6007442112,-0.6711760266,-0.6244486207,-0.6361715467,-0.5750334631,-0.610573614,-0.5973119804,-0.6008866737,-0.6235591161,-0.5851011417,-0.5928039705,-0.53282416,-0.4529439416,-0.360773679,-0.5948449765,-0.5586277966,-0.43064634
t2,-0.6058543004,-0.6554629912,-0.5132598251,-0.5944201083,-0.6726701848,-0.6295291406,-0.5434314668,-0.5317123121,-0.5244603628,-0.5516241785,-0.5932472051,-0.525744982,-0.4904362966,-0.6088009187,-0.4674635062,-0.084359016,-0.31344265,-0.5267697978,-0.0288728304,-0.2799478017
t2,-0.4248798055,-0.6019638077,-0.498023436,-0.5838905551,-0.6267351355,-0.6525290547,-0.3548197757,-0.497923034,-0.4534929025,-0.515189888,-0.6369617048,-0.3245508495,-0.2016772704,-0.5278293327,-0.2581135559,-0.0227272706,-0.0772232003,-0.4641620038,-0.0377768509,-0.2042107994
t2,-0.3006979266,-0.6295808839,-0.1139258579,-0.5532085127,-0.5769773742,-0.6395606624,-0.1877299075,-0.4200753859,-0.3340126985,-0.4703892056,-0.5831960426,-0.0871371185,-0.2323848658,-0.5302777895,-0.2548815946,-0.2005832467,0.0529232125,-0.2673858343,0.157366155,-0.2109376417
t2,0.1068490346,-0.6441744478,-0.0844899122,-0.4521086817,-0.4666718529,-0.6167340667,-0.1685657469,-0.4203692882,-0.34213764,-0.497637512,-0.5083928493,0.2770185635,-0.0807909656,-0.5008152369,-0.2624336072,-0.4090001158,-0.0971096088,-0.2698544942,0.3793948392,-0.2292234543
t2,0.5090104354,-0.5342068317,0.3163783127,-0.4540167201,-0.4100816705,-0.6030125145,-0.2089816178,-0.4405050928,-0.2886039905,-0.3837973925,-0.5533295216,0.2932700002,0.0063125101,-0.4960086208,-0.3171463222,-0.2982429609,-0.0070562412,-0.1967898785,0.4259884867,0.1455813882
t2,0.5247997936,-0.5528902647,0.1120712387,-0.3301239481,-0.3565091346,-0.5020809409,0.0527929418,-0.4244258362,-0.0664038702,-0.2840922296,-0.5110838656,0.3588765644,0.0150484149,-0.5007965314,-0.2034336436,-0.2363308379,0.1591250958,-0.2697549015,-0.174538911,0.1638191345
t2,0.5771618598,-0.0332109784,0.0990358444,-0.4169770585,-0.3773982395,-0.3565395463,0.2083917349,-0.3675087428,0.1467272703,-0.2277874777,-0.2326514006,0.2857574852,0.0559688647,-0.5452924809,-0.1943558757,-0.3051669619,0.2993045897,-0.199644806,-0.0573898518,0.3508248274
t2,0.109423041,-0.1211436347,0.1542608618,-0.3428714053,-0.6898979819,-0.2597004864,0.1535110599,-0.4196873717,0.2376245519,-0.1253789036,-0.1434299642,0.2676851731,-0.0124662202,-0.5640828286,-0.2229209282,-0.2993777991,0.274349296,-0.2078396749,-0.0637217491,0.4457340178
t2,0.6527900418,-0.1217325932,0.2683701117,-0.0350961551,-0.1762312437,-0.3041536261,0.7217001397,-0.4225010342,0.2725479318,-0.1359946527,-0.1134049518,0.2136609959,-0.1367519606,-0.2748050719,-0.0467284914,-0.3427078141,0.3613121884,-0.2096386505,-0.096928145,0.5495963302
t2,0.440368389,-0.171010967,0.267018608,-0.2291703081,-0.1554705733,0.0312506044,0.441388762,-0.2203062986,0.2699264067,-0.1519432089,-0.0949296411,0.1998090603,-0.1812172736,-0.2090839465,-0.0215215891,-0.1159602939,0.3493122585,-0.1912289023,-0.1070622224,0.6273378496
t2,0.6433331166,-0.0403185229,0.011786841,-0.2271369345,-0.1021209645,0.0211136873,0.3906027262,0.0700321831,0.1112566709,-0.023036227,0.1497266459,0.2450092431,-0.0573711774,0.2364895486,-0.1808457334,-0.1698168991,0.3834848502,-0.2043358901,-0.1242459062,0.6276566157
t2,0.5595968008,0.0566391818,0.3760812185,-0.1988318761,-0.083614507,0.289817824,0.1171428918,0.1280334335,0.0567626707,-0.0581271722,0.3539320388,0.123203736,-0.0574597653,0.3822636825,-0.1214968779,-0.2121219971,0.445504448,0.0517720703,-0.1231390735,0.6227033531
t2,0.5214660595,0.2798459245,0.2064434181,-0.0911390931,-0.0642290878,-0.0423219863,0.0370679835,0.2351772831,0.0600638546,0.3364004298,0.3584590386,-0.2824223334,0.1163413877,0.2645604823,-0.159909996,-0.3342057202,0.4972151859,0.1851318432,-0.2159394299,0.6093698268
t2,-0.0414143981,0.504769366,0.2378107552,-0.1763530632,-0.6518282402,-0.1924985882,-0.2288637318,-0.1036284265,0.2115958599,0.4477016518,-0.4033290117,-0.2768941647,0.0549849638,0.1061696813,-0.2064728849,-0.4446743314,0.4398591227,0.3091291129,-0.3963500359,0.6460199901
t2,-0.1068045772,0.6591498405,0.2815580274,-0.0467870115,-0.3054696868,-0.1090733026,-0.6209659846,0.0349056185,0.6544931975,0.7236800167,0.0184217927,-0.2161827081,0.0073650944,0.2860708099,0.1047071175,-0.1022606932,-0.340025811,0.7177157027,-0.2964841951,0.6326711845
t2,-0.0737371142,-0.0110126301,-0.1575054888,-0.4022663346,0.1087360313,-0.1353854649,-0.6183566028,-0.2272700426,0.059367269,0.086016601,-0.015851419,-0.2656964072,-0.1498051304,-0.0653280342,0.3061664219,0.0706488499,-0.3633665842,0.091066406,-0.1918839364,0.051567967
t3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
t3,0.2999937723,0.2998500296,0.2997392952,0.2999964053,0.3000019092,0.3000051041,0.2998984551,0.2988433261,0.3000177822,0.2998260936,0.2998299537,0.29995014,0.2999744083,0.3000035229,0.2999526912,0.2969567837,0.2989969121,0.3000086948,0.3001936064,0.299340999
t3,0.3002510565,0.3008110283,0.3008552778,0.3000085494,0.2997882982,0.2993985544,0.2986884855,0.297520833,0.299440555,0.3018152829,0.299225344,0.2994799885,0.300029489,0.2999770299,0.3003206448,0.3128527742,0.3006514483,0.2981060336,0.2911630829,0.3019897323
t3,0.2974017543,0.3098516383,0.3014193462,0.2998892961,0.2831906765,0.2937631983,0.2858601983,0.2983556487,0.2981267884,0.3015756192,0.298965783,0.2905372451,0.3019414536,0.3018149761,0.3156837087,0.3312007454,0.3249248398,0.3039679665,0.3314407519,0.3258392523
t3,0.3046780011,0.2872260956,0.3056368252,0.2984120766,0.2750998768,0.2952331839,0.3304079179,0.3076381501,0.3005271271,0.3030702295,0.3012738164,0.3288560376,0.3261408244,0.2977792762,0.3252640329,0.3614814849,0.33702405,0.3137658066,0.4215975743,0.3572284451
t3,0.3428941906,0.2750083536,0.3136642095,0.3042234799,0.2746104657,0.2910491493,0.3698416314,0.3183401744,0.3263061408,0.314431234,0.281880337,0.3634003785,0.3756795053,0.296720626,0.3394496005,0.3391693721,0.3315242432,0.3222430016,0.420067128,0.3649378348
t3,0.377061436,0.278237893,0.3446820283,0.3071747753,0.2805420319,0.288239696,0.3829515168,0.3394627966,0.3602141073,0.3627399684,0.2588217873,0.3895666979,0.3649734952,0.2954608868,0.3355049691,0.2846612539,0.3238109649,0.3519684893,0.4076452761,0.3653093371
t3,0.396016867,0.2912471342,0.3123391517,0.313060249,0.3330995954,0.287874582,0.3823703494,0.3401809143,0.3567329528,0.349530107,0.2377844625,0.386399639,0.3447377082,0.2973214036,0.3327869065,0.3207268014,0.2976209635,0.3322923601,0.384237121,0.3660623288
t3,0.4019921006,0.3576612227,0.2532055602,0.3046368674,0.3587712648,0.2936976574,0.3833534063,0.3384485839,0.344256551,0.3366484646,0.2555684711,0.3061612237,0.3315943648,0.3014302454,0.3390047312,0.2894361818,0.2817417433,0.3217869643,0.2605267818,0.3309297514
t3,0.3276350721,0.3127416189,0.2967921389,0.3024380049,0.3587280563,0.3088161235,0.3555199338,0.3178500425,0.3055217881,0.3251523639,0.2751754404,0.3089807424,0.3225676635,0.3205070249,0.3185240175,0.2875698416,0.2630773194,0.3247444229,0.3215922259,0.1810507544
t3,0.3295398644,0.2830167684,0.2967343285,0.3536813925,0.3571178154,0.3623377482,0.2573274655,0.3107268364,0.2608812201,0.3076472745,0.3071028592,0.2978592721,0.3194422993,0.3593355983,0.3163760639,0.3013874688,0.2345606254,0.3170948846,0.2789935385,0.1875145981
t3,0.4127058446,0.303522049,0.2893708488,0.3286132887,0.3732619843,0.4139939816,0.2396509927,0.3173606722,0.252877078,0.2969675554,0.3466186233,0.2943835777,0.3324515872,0.345633861,0.3127979266,0.3001453525,0.2350921437,0.320076046,0.2784366867,0.1456591643
t3,0.5440254309,0.3055451426,0.2920921083,0.2639249805,0.3343628347,0.4177995144,0.1973740416,0.3303787389,0.2520185067,0.2983612007,0.3487941308,0.3010625307,0.38781849,0.3257308801,0.279263265,0.2854266834,0.225317356,0.3212995841,0.2773687346,0.1370380928
t3,0.5732318235,0.3129860166,0.2929658884,0.2904646675,0.2791293309,0.4058646537,0.2421544818,0.3501616546,0.2519415533,0.2982265103,0.3418563577,0.3062720757,0.3557049438,0.2968896683,0.2529221289,0.239609379,0.2327761886,0.3284295995,0.2788210432,0.1300332753
t3,0.4799756895,0.283647862,0.2768998121,0.2873176841,0.2679544727,0.4087076267,0.264414849,0.3813410465,0.2505128603,0.3059658339,0.3492912696,0.2984467711,0.3526876057,0.2652577197,0.2492962598,0.2704029357,0.2444392937,0.2959581453,0.2780357584,0.1301210924
t3,0.5499765219,0.2655748467,0.2207818171,0.2810824472,0.266105576,0.419554773,0.295364722,0.3859382133,0.2557849112,0.2853520898,0.239777814,0.2996854199,0.3494601276,0.2708640263,0.2434607605,0.2552221099,0.2475777784,0.2780094862,0.274556,0.1244229122
t3,0.5594510057,0.2561553921,0.2677910648,0.2694188314,0.2563728962,0.4127204538,0.3206787599,0.3851998376,0.258996619,0.2657336498,0.2450195714,0.3413629186,0.3339609578,0.2346196464,0.2514424654,0.2618575963,0.2505788228,0.2631981823,0.2728124085,0.1264975553
t3,0.4811045354,0.2161103006,0.2369280894,0.2085151943,0.2509265526,0.3905977404,0.1798023269,0.3451626391,0.2977857859,0.2359190132,0.185795176,0.3410392081,0.3195588018,0.171461148,0.1856940424,0.2504281395,0.1039033064,0.2919505985,0.2677407707,-0.021042923
t3,0.4792243303,0.2085276843,0.2360288997,0.1922858704,0.2297058868,0.368138307,0.1573184407,0.2691381469,0.3763165697,0.2054363061,0.1346167001,0.3417403793,0.3205578787,0.1668238396,0.1566423087,0.2381928254,0.0410685035,0.301113925,0.2659625781,-0.0217650369
t3,0.5112668213,0.0560974408,0.129089947,0.1430214736,0.2327480029,0.3700238754,0.1657084009,0.3043074591,0.3642252568,0.1142035492,0.1331731741,0.3341821495,0.2964995499,0.1353179031,0.1743342509,0.2673186772,0.0622826998,0.2688509361,0.2800958723,-0.1721837104
t4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
t4,0.1000117235,0.1002177782,0.1003763452,0.1000038214,0.0999979269,0.0999892078,0.1001330798,0.1015807025,0.0999774279,0.1002510117,0.1002240241,0.1000743398,0.100038033,0.0999941616,0.1000635017,0.1042845212,0.1014208606,0.0999776953,0.0997530957,0.1009360111
t4,0.0997886867,0.0997152903,0.0997014718,0.1000060148,0.1003832156,0.1005761781,0.100840039,0.1024614208,0.1009100025,0.0993950961,0.1006441299,0.1003189974,0.10003669,0.100041737,0.1007720078,0.0960550751,0.1006198173,0.1017612417,0.1090193015,0.099766723
t4,0.1020520169,0.0932198986,0.0992475435,0.1000567847,0.1104355357,0.103968539,0.1086674602,0.10006129,0.1016226498,0.0995557951,0.1005822584,0.1056897582,0.0990136431,0.099042459,0.0921777831,0.0830721967,0.0825880426,0.0989351165,0.094093283,0.0835896935
t4,0.0998655971,0.109801113,0.0901047864,0.1004104313,0.1131750814,0.1036501527,0.0883256189,0.0902460014,0.0974172983,0.0960533482,0.0978081494,0.0871972764,0.0853010309,0.1012945087,0.085025135,0.0363089665,0.073214764,0.0932615178,0.0484959489,0.058768673
t4,0.0845404809,0.1088424706,0.0845257968,0.0976080359,0.1141376816,0.1041229858,0.0654012209,0.0794394916,0.0774634729,0.0775284851,0.109791107,0.0660899838,0.0492187559,0.0978144801,0.0558748002,0.085312908,0.0528291716,0.0860317731,0.0514587109,0.0409446029
t4,0.0648704534,0.1019990201,0.0335347812,0.0953241793,0.1087407524,0.10514011,0.0404424183,0.0478449318,0.0457403765,0.0338617696,0.1109693532,0.0199933764,0.0647719956,0.0989937429,0.0617784765,0.0301581998,0.0981567967,0.0434122457,0.1114380869,0.0380321111
t4,0.0308347418,0.0876794363,0.0787363379,0.078261093,0.0753323848,0.1069134661,0.0484670991,0.0469013836,0.0520099159,0.0503341811,0.1273937733,0.1355016604,0.06474043,0.0926490279,0.0401166761,-0.069741481,0.0815359029,0.0677580121,0.2152620796,0.0344159415
t4,0.150326511,0.0417894033,0.0123970689,0.086710372,0.0567829696,0.1052263976,0.0462775798,0.0684109816,0.0170468744,0.030579568,0.1273733501,0.191137679,0.1048544246,0.085085735,0.0207881534,-0.070132423,0.1249392237,0.0543934572,0.1253842605,0.137880041
t4,0.239251486,0.0728263964,-0.0356111252,0.0632720419,0.0491096101,0.0974014229,0.1353559467,0.0436769498,0.0999853412,0.0706879101,0.1232969884,0.1881084208,0.0816436793,0.0551029969,0.0679887241,-0.0932153655,0.1205576673,0.0268357426,0.1226294166,0.1547522223
t4,0.2674449112,0.0412417768,-0.0384392623,0.0041109231,0.0354822391,0.062108507,0.0933659516,0.0593909243,0.0406669544,0.0426041748,0.1030486779,0.0816122099,0.0880315074,0.0239572489,0.0650168633,-0.1227914617,0.1020031596,0.0448146823,0.0992161291,0.1894883023
t4,0.367957376,-0.0054689459,-0.019339885,0.0383941935,-0.0482915411,0.0230740049,0.0954011212,0.0672802485,0.0485451511,0.059319391,0.0727135757,0.0714215538,0.0854260671,0.040233017,0.0567889404,-0.1215563625,0.1051512122,0.0520662832,0.0971698191,0.144520626
t4,0.4524949378,0.0195854562,-0.047599521,-0.0361913871,0.0656683868,0.0468013594,0.1577524534,0.0649609603,0.0538733733,0.0599250377,0.0648865927,0.0689708578,0.09406914,-0.0162051674,0.0465282398,-0.0431468785,0.0920694849,0.0527305777,0.0719147091,0.1319552174
t4,0.4551952319,0.0285793427,-0.0479892851,-0.0804159758,-0.0073867765,0.0840219517,0.1555414771,0.0601884292,0.0540434317,0.0582306344,0.0507112793,0.0717622159,0.0998508603,0.0245051338,0.0522909402,-0.0949083362,0.0897900129,0.0597109476,0.0673283534,0.0978139083
t4,0.4903585253,0.0018382001,-0.0333169599,-0.071270723,0.0043840687,0.061828001,0.094149333,0.046273525,0.0558758644,0.0672271188,0.1026819516,0.0772337159,0.0872548523,-0.0105770949,0.0575898623,-0.0850963465,0.0786145103,0.0578515501,0.0821855681,0.0980840315
t4,0.4624699172,0.0030075011,-0.0359520012,-0.0963174007,0.0069468237,0.0955900682,0.0533510533,0.0596644311,0.0564583636,0.0807189946,0.2137331807,0.0644672066,0.0682936528,-0.0163533977,0.0509945514,-0.0828669782,0.0507501385,0.0434951565,0.0807722297,0.0434018286
t4,0.4983425223,-0.0489699921,-0.0671829472,-0.1008631769,-0.066477121,0.2035382552,0.0788560155,0.2439166531,0.0541580767,-0.0086810763,0.2038146171,0.134218722,0.1182842675,0.0011013305,0.0369846936,-0.0565535638,0.1174894431,0.0992847204,0.1012255031,0.0011954433
t4,0.4571636625,0.0040320593,-0.0118806062,-0.0905932181,-0.0693803314,0.2282034509,0.0710112197,0.2907612613,0.0758655057,0.0138731147,0.1875899471,0.1334895477,0.1185735592,0.0351735062,0.0708032858,0.0071684707,0.1438642226,0.0880172018,0.1531135015,0.1120240671
t4,0.5229231789,0.0136066989,-0.014038865,-0.1001466134,-0.1323285097,0.2407021183,0.0924523041,0.2831922193,0.04188208,-0.0052020874,0.1345200779,0.129364577,0.1178157939,0.0428242761,0.0571756159,-0.0070580498,0.1479402609,0.0807041156,0.1442990896,0.1133786209
t4,0.5977647507,0.0438678743,-0.0806308719,-0.0771767046,-0.1559325158,0.2326595481,0.0898197993,0.1943149426,-0.0196931745,-0.0619147212,0.1254097474,0.1021643442,0.1383865567,-0.0168100653,0.0651353063,0.0111739181,0.1518273204,0.0454891689,0.1679665729,0.006933935
t5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
t5,0.7000117235,0.7002177782,0.7003763452,0.7000038214,0.6999979269,0.6999892078,0.7001330798,0.7015807025,0.6999774279,0.7002510117,0.7002240241,0.7000743398,0.700038033,0.6999941616,0.7000635017,0.7042845212,0.7014208606,0.6999776953,0.6997530957,0.7009360111
t5,0.6997697758,0.6995351001,0.6995368109,0.7000027596,0.7003372936,0.7005429989,0.7009932495,0.7025944873,0.7007790899,0.6989455269,0.7006970859,0.7004139989,0.7000125363,0.7000270238,0.7003739616,0.693512485,0.7003081598,0.7017346204,0.708761679,0.6992105441
t5,0.7018572478,0.6930088873,0.699108426,0.7000636805,0.7108617668,0.7042325784,0.7092045639,0.7013264576,0.7015899788,0.699110365,0.7007935593,0.7057156867,0.6985069988,0.6987147985,0.6906934273,0.6805118674,0.6815850646,0.698128817,0.6867607492,0.682199981
t5,0.6979521134,0.7067680613,0.6963175407,0.7006422711,0.7148799992,0.7034659264,0.68618464,0.69547409,0.6998054611,0.6981453784,0.6993221227,0.6857960298,0.6851475458,0.7009155783,0.6845811239,0.6533555876,0.6727545472,0.6927491011,0.6370938264,0.6600390634
t5,0.6803786829,0.7143159192,0.6921023642,0.6978953067,0.7156317975,0.7053826932,0.6656953502,0.6893209663,0.6859412669,0.6924678241,0.7087627473,0.6686882827,0.6588990939,0.7024755896,0.6742740618,0.6973374274,0.6735254536,0.6888031158,0.6402350116,0.6487047553
t5,0.6633329379,0.7119180674,0.6815442652,0.697032945,0.7144705385,0.7066640617,0.6509793916,0.6769664141,0.6661811254,0.6643784431,0.7185510583,0.6388168257,0.6724586966,0.7030717352,0.6787512975,0.7864707842,0.7072967609,0.6728975954,0.6855100477,0.6474242985
t5,0.6473680816,0.7027908598,0.7264558015,0.6962631632,0.6944231073,0.7066321895,0.6563079756,0.6763323734,0.6702000825,0.6763926903,0.7291077099,0.7463799626,0.7154225907,0.7017219632,0.6869318975,0.7063380205,0.7429397086,0.6940641977,0.7572263804,0.6479648324
t5,0.7732772889,0.6679833528,0.8086698294,0.7013416447,0.6801853101,0.7044232771,0.6691009277,0.6733118098,0.7029767543,0.7023380442,0.7247506208,0.7941550268,0.7421934349,0.6978749012,0.6763042544,0.7465854082,0.788884801,0.7097949529,0.7374185676,0.6790797285
t5,0.7932157006,0.6947007811,0.7460514363,0.7008867583,0.6791224173,0.7013644831,0.6955154261,0.6835688869,0.7729961414,0.7260635084,0.7216357961,0.7863873452,0.7335396399,0.6811352575,0.713498854,0.7514157133,0.7440075669,0.6961003487,0.5751559362,0.7929406137
t5,0.87655422,0.7688937471,0.7410496454,0.6503246223,0.6794237431,0.6847886078,0.7398180754,0.7004528413,0.7739007621,0.7203612458,0.7202526978,0.72780477,0.7443320065,0.6573971161,0.7125009525,0.7268821667,0.76214669,0.7156892519,0.608777506,0.7507583109
t5,0.7980619774,0.7337514493,0.7395180743,0.687101456,0.6434779095,0.6579217613,0.7648710297,0.719158644,0.7981309204,0.7451056942,0.6982471055,0.7203471016,0.7114733622,0.6637627627,0.6892256491,0.7275005732,0.7606133628,0.7228898794,0.6055215646,0.7051618698
t5,0.7967911391,0.7611424586,0.7272687208,0.7808162134,0.8025787176,0.6806832927,0.8506252904,0.7192487317,0.7906470788,0.7474049551,0.6917876395,0.6928246131,0.6953192555,0.7257260173,0.7317069663,0.7056941787,0.7584401097,0.7246814711,0.6072241237,0.7117730106
t5,0.8191941881,0.7628028172,0.7262913216,0.7500979087,0.8303357111,0.7826343381,0.8246910237,0.7135106706,0.7910148628,0.7500214615,0.6847384876,0.6833253407,0.6955947859,0.7701701048,0.7418592017,0.6854352551,0.7519608197,0.7021099646,0.6054562962,0.6338042647
t5,0.8472762324,0.7058917913,0.7621668436,0.7583597277,0.8791804322,0.7615694904,0.8002269412,0.6861733905,0.8143037868,0.7388542097,0.7274584906,0.6898143139,0.7026158746,0.752174159,0.748991998,0.6183030611,0.744464997,0.7165243111,0.6139391893,0.6344869964
t5,0.7693213219,0.7229140528,0.7644355542,0.762515164,0.8773249851,0.791995983,0.740237511,0.7135253281,0.8179416371,0.7523297969,0.8396579442,0.6726023898,0.6853527028,0.8056816327,0.7497740616,0.607066442,0.72880074,0.7311196896,0.6116030354,0.6197315624
t5,0.7733099879,0.7308682284,0.7524065119,0.7640331206,0.8152184009,0.8580716891,0.7823654073,0.8832824835,0.8089097531,0.8136013354,0.819758738,0.6596162668,0.7222401603,0.7892125958,0.7420313811,0.5903628587,0.7881210761,0.7679714901,0.6094642743,0.5889297652
t5,0.7703795151,0.7864182227,0.789870707,0.7855310494,0.7902538141,0.9021143549,0.7677870516,0.9558760978,0.8292944153,0.8514357741,0.8733479449,0.6592743673,0.7175900026,0.8809305613,0.7700005209,0.623963617,0.8416612114,0.7666367285,0.620838694,0.7164615622
