Parameter,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE
t1,1.2878523876,1.0459042706,1.1925142277,1.1761210547,1.0980373126,1.120296208,1.1087113967,1.157604076,0.7544883117,1.2957417556,1.1395051613,0.9371287563,1.058167799,1.052935986,0.6320232386,1.02098962,1.4488611215,1.1383077921,0.9687226612,0.5508927861
t1,1.4374188847,0.9622756484,1.1839109644,1.1446000335,1.182987833,1.099219566,1.4689840586,1.1781706157,1.0039109903,1.2760715362,1.1489332634,1.0005313656,0.951572761,1.0806424088,0.889925483,1.0638258927,1.5842693675,1.0819199122,1.2156724133,0.5758643385
t1,1.4347332241,0.6361242549,1.4922667287,1.1284230311,1.3525213306,1.0155751526,1.4809671418,1.1288623633,0.9939090768,1.3063908461,1.2415116078,0.9969999057,0.8234625131,1.1106691666,0.7562609593,1.0525823103,1.5681444132,1.1155122036,1.2058532329,0.9602007675
t1,1.4338401486,0.6204810819,1.5714483954,0.9712049998,1.348627238,0.8992180732,1.4312188666,1.2070513406,1.3381864354,1.2160370107,1.1840576165,1.1469768419,0.8126757065,1.0835879759,0.8411244096,1.0610609111,1.6260758663,1.1112866258,1.3648499344,1.0477676903
t1,1.4419643046,0.5157860704,1.4053516651,1.0854322452,1.3948412369,0.9032849962,1.298536869,1.2097688469,1.4668174114,1.3623591929,1.5866161711,1.2046975922,0.7176494531,1.3428566136,1.0756752961,0.8959268064,1.7199854453,1.104462691,1.3545909863,0.7669418532
t1,1.4701776502,0.5537662507,1.3657638151,1.0935339827,1.309727464,0.8433836252,1.3478499437,1.3883775318,1.5562703293,1.8449049016,1.3366014732,1.2857322752,1.3009836025,1.3022705159,1.8567011172,0.8792994175,1.8590832087,1.4719705016,1.4425860919,0.8590152844
t1,1.6155845547,0.9357382109,1.2882243114,1.0428351324,1.4296864226,0.9573893687,1.6043907375,1.2923297507,1.5614473242,2.1288000386,1.4821115802,1.2865786728,0.5817351961,1.5373963599,2.1536610024,0.8347767523,1.8444335629,1.3316328522,1.5350260831,0.8765136106
t1,1.6394771539,1.4230882536,1.3486927339,1.0583883264,1.4451433871,1.2106487446,1.6170553507,1.1022374534,1.1922929349,2.1108183201,1.4458796403,1.2684226996,0.8067994472,1.5441206566,2.1566976541,0.9100800119,1.6706990366,1.0366639997,1.5440859667,1.0206218556
t1,0.8373541833,1.4177625602,1.349039323,2.2467367315,1.4617850721,1.1853935428,1.5473270109,1.3586378113,1.620437132,2.0464057242,1.4692016613,1.5141718921,0.7775552069,1.6116225034,2.2634654362,0.7715073803,1.6696195841,1.5621694139,1.6209671106,0.9840184702
t1,1.0529804287,1.3906974778,1.6729381255,1.9792151517,1.747172561,1.1743384859,1.6802366477,1.3626669271,1.5927894969,2.045871451,1.6252838182,1.4602032598,0.7959841142,1.6306191848,1.8380264804,1.3818819341,1.8316948841,1.6288004252,1.5372849784,1.0003729926
t1,1.9673677203,1.5361377723,1.628367524,2.1655655004,1.7311022924,1.1737131651,1.6510959653,1.4961312754,1.487350646,1.9277209604,1.5283695693,1.3489102657,1.3589041598,1.5710973282,1.6898334094,1.239747274,1.832455671,1.5210397671,1.5295706134,0.8217746261
t1,2.0586156858,0.7227192938,1.1109223987,1.3537407269,0.9764378112,1.2944547163,1.6402649825,1.7768283594,1.7415347797,1.9371144173,1.4002287752,1.4755534872,1.338110383,1.588864454,2.0523063865,1.40565555,1.7618742971,1.7105739126,1.6628779539,1.134891614
t1,2.275982054,1.2041499124,1.1263622117,1.1470818787,1.2299440135,1.1731939858,1.7258450257,1.7724155726,1.3631655317,1.9331221481,1.5104462196,1.2709578209,1.7305778571,1.5831480133,2.0548645292,1.2511775432,1.8251643671,1.563542011,1.6977335815,1.3254092184
t2,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
t2,-0.5992721656,-0.6038496713,-0.6043431601,-0.6029758261,-0.6000163985,-0.6012388112,-0.6007338853,-0.6040460872,-0.6001040443,-0.6118923442,-0.6004397788,-0.6006703669,-0.6034565869,-0.6005867189,-0.6001723432,-0.6003072709,-0.5996553991,-0.6002958571,-0.6004930876,-0.6018737573
t2,-0.6054322705,-0.5883325979,-0.5982192672,-0.599241877,-0.6136971216,-0.5996505943,-0.5908249218,-0.6023560571,-0.5999943422,-0.5955050242,-0.6004200253,-0.5998179093,-0.591322617,-0.6002730949,-0.614181321,-0.5995033788,-0.6023396882,-0.6009270732,-0.5999988271,-0.6400975476
t2,-0.5146677148,-0.567765193,-0.4940144717,-0.5601314111,-0.5968188493,-0.5974964366,-0.5721485176,-0.5641942988,-0.5880397883,-0.5480299957,-0.6051757503,-0.6153678806,-0.6168398961,-0.6005736594,-0.6194689825,-0.6177600644,-0.5673984542,-0.6079520618,-0.5779598427,-0.6618359463
t2,-0.4930826677,-0.5574649101,-0.4453673287,-0.5656160683,-0.5326757996,-0.5480376662,-0.5422228265,-0.471222887,-0.649580389,-0.5056519196,-0.5695740879,-0.6137337102,-0.6104492549,-0.5851909572,-0.5840113927,-0.5729220585,-0.3687948539,-0.6060879198,-0.5128830013,-0.699632552
t2,-0.3304692064,-0.5589392036,-0.3800352706,-0.5379552111,-0.3301279951,-0.5403403519,-0.5633602722,-0.3049051632,-0.5987539243,-0.422832209,-0.4859390948,-0.6085459375,-0.6540541815,-0.5824827699,-0.6606496585,-0.4379635744,-0.3298689144,-0.6153551674,-0.4583443466,-0.6911470887
t2,-0.3289461468,-0.4961134172,-0.4003623647,-0.5593774081,-0.2824652668,-0.5314088397,-0.5507705021,-0.3025299384,-0.2777209266,-0.424748674,-0.4640527997,-0.6023926551,-0.5493270504,-0.5747511716,-0.6638982787,-0.3043403725,-0.3454066191,-0.4430566211,-0.4550991721,-0.5213261314
t2,-0.3485832353,-0.5071752926,-0.4136017532,-0.5768303416,-0.2666231315,-0.5729063525,-0.5853550697,-0.3429941639,-0.2549377666,-0.3922984295,-0.2050972698,-0.5508036381,-0.5577187728,-0.5860741262,-0.4655382021,-0.3060582211,-0.311607985,-0.4347415714,-0.4851065801,-0.2907150436
t2,-0.2988840444,-0.3439918928,-0.3992301057,-0.5381407123,-0.4214537843,-0.5841660245,-0.2561721176,-0.2711968424,-0.104919683,-0.4509995745,-0.2066524476,-0.3453180572,-0.5146538665,-0.5548358768,0.2145021366,-0.3395399518,-0.1907719655,-0.4777338554,-0.4633525884,-0.2862826696
t2,-0.2461486685,-0.2627650587,-0.275707062,-0.556660594,-0.3909891296,-0.5553316621,-0.13093541,-0.3383109191,-0.0867897804,-0.4333037658,-0.1572213687,-0.3641760293,-0.4793369187,-0.5461289671,0.5970326109,-0.3423586587,-0.2362782654,-0.4756759428,-0.5771775149,-0.4383633615
t2,-0.2435419438,-0.0486131472,-0.1987522615,-0.5426845348,-0.3820747955,-0.4503058962,-0.0630384126,-0.354472663,-0.1130522922,-0.3479544794,-0.4652429573,-0.3273949419,-0.1509776464,-0.5506199884,0.6621525494,-0.3705870435,-0.2332353721,-0.3490815252,-0.5863832001,-0.4108490639
t2,-0.2090373362,-0.0814767403,0.0231978523,-0.5486412533,-0.3067569019,-0.3332367802,-0.2222630249,-0.3358465683,-0.1453146858,-0.554665012,-0.0448537969,-0.2843820464,-0.1691591614,-0.4212035903,0.9733076379,-0.4981362523,0.2963680099,-0.4151441731,-0.5746501858,-0.3492278369
t2,-0.1902629724,-0.2133185004,-0.2206263808,-0.5918771604,-0.3895858965,-0.3317285371,-0.1846129668,-0.2707728135,0.2428019683,-0.1239143432,-0.0829728198,-0.2987164624,-0.3661196198,-0.4399061796,1.521115084,-0.4954301301,0.2406857397,-0.2569901563,-0.5178710997,-0.4138174162
t2,-0.3329386825,-0.3794316218,-0.1590099733,0.0138189665,-0.357780916,-0.5598829677,-0.4504346723,-0.0512188925,0.3968247632,-0.3096826289,-0.2186188856,-0.3003651658,-0.4787519558,-0.3368133673,1.5305620669,-0.2868471575,0.2727521882,0.0816617171,-0.5994172897,-0.2806127109
t2,-0.0434418721,-0.4890967639,0.0507822905,0.0351206753,-0.0169981062,-0.3165645514,-0.2781685725,-0.7558843206,-0.0600989022,-0.2965034522,-0.5380642259,-0.3634511332,-0.8009039856,-0.7750934412,1.4618524703,-0.106828922,0.0119955215,-0.3660879718,-0.6578607593,-0.1933423621
t2,-0.5062012358,-0.4791614373,0.0507401421,0.1643391065,-0.0128452346,-0.3102023432,-0.2958403254,-0.7467599237,-0.0601563123,-0.5220014163,-0.5208098204,-0.2338795275,-0.7209858123,-0.7197415802,1.4306215717,0.1170886604,-0.0580999973,-0.2948989224,-0.511331127,-0.1572326098
t2,-0.7105981451,-0.348526608,-0.5604862499,-0.0129592129,-0.6269522966,-0.288979499,-0.3667849444,-0.7805406399,-0.3591435236,-0.7793987965,-0.5983560447,-0.0664213722,-0.5442453492,-0.7205586446,-0.0607690047,-0.4779142668,-0.1467763109,-0.5438411149,-0.5001517579,-0.0519615616
t2,0.4882231686,-0.0069913041,-0.6865152856,-0.3400626144,-0.5797154948,-0.3409636564,-0.1684226138,-0.4082117921,-0.9725406695,-0.5185037845,-0.2327327248,-0.5995504368,0.396512161,-0.4277535128,0.0974780491,-0.589314435,-0.3640461327,-0.7547990006,-0.4024965747,-0.3495724822
t2,0.465402894,-0.1949460701,-0.7217306712,-0.2421979078,-0.6826348151,-0.3058110524,-0.1796996885,-0.1722782727,-1.000206722,-0.5073226051,-0.3567241826,-0.4859549624,0.3903656846,-0.2628582023,1.0721369131,-0.5430089642,-0.3712306815,-0.4998149376,-0.2249493855,-0.0833647567
t2,0.3106769789,-0.6029294897,-0.7170610846,0.8411726622,-0.202337997,-0.2316762835,-0.2318371261,-0.1670910217,-0.6197341006,-0.5051540328,-0.4439066532,-0.2969077178,0.1877440192,-0.2581381181,1.0748201598,0.0271121101,-0.4059983947,-0.2966102888,-0.2469257396,0.1760359482
t3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
t3,0.3000727834,0.2996150329,0.299565684,0.2997024174,0.2999983602,0.2998761189,0.2999266115,0.2995953913,0.2999895956,0.2988107656,0.2999560221,0.2999329633,0.2996543413,0.2999413281,0.2999827657,0.2999692729,0.3000344601,0.2999704143,0.2999506912,0.2998126243
t3,0.2989959618,0.3026497851,0.3008083038,0.3008036151,0.2978265738,0.3010608524,0.3018933756,0.3000660425,0.2998604385,0.3027974443,0.2999612856,0.3004935971,0.3019444706,0.3002000914,0.2977652003,0.3000985224,0.2994547771,0.2996151622,0.3000372374,0.2931216018
t3,0.3190755076,0.3053157218,0.309412437,0.3062485208,0.3067582254,0.3015026241,0.3052854865,0.3029481988,0.3024467695,0.3082307581,0.2999166779,0.2972348712,0.2990576685,0.300141366,0.295716286,0.2991790106,0.3072040515,0.2978828846,0.3011677244,0.2838656737
t3,0.3226413399,0.3062487362,0.3232656643,0.3051556214,0.3185716064,0.3034167654,0.3069552017,0.3249685946,0.2887461495,0.3145398049,0.3108914186,0.2966570523,0.3035335112,0.3007606511,0.2955755721,0.3112230097,0.3467017978,0.3066581112,0.3206153926,0.2868215095
t3,0.3214520236,0.3064157699,0.3306590751,0.3050412945,0.334714652,0.3057873357,0.32031403,0.3551117623,0.3311185453,0.3400334147,0.3216472237,0.2956828917,0.2982103608,0.3015258997,0.2767564532,0.328112352,0.3614702496,0.3035149582,0.3377269667,0.3153326704
t3,0.3334834129,0.30193762,0.346842684,0.3160176474,0.3687472688,0.3077358707,0.3452367651,0.3597114715,0.393163246,0.332711038,0.3276122146,0.2988469293,0.284633034,0.302025793,0.3155304359,0.3545641835,0.3602467216,0.3015664754,0.338501415,0.3922035397
t3,0.3320339795,0.2931755291,0.3545614295,0.3462124981,0.3647320122,0.317560863,0.3412273339,0.3625035937,0.3996750076,0.3312284066,0.3539705683,0.3035299039,0.296632568,0.3026554735,0.3499067555,0.3615403818,0.346894441,0.3310846975,0.3367340692,0.4203965343
t3,0.31655905,0.279229189,0.3389180555,0.3573880097,0.3759053629,0.3242776802,0.3199787291,0.3532337003,0.4080934434,0.3413007368,0.3483319273,0.3242379827,0.3242141054,0.2946202466,0.392341027,0.3740547489,0.2964734257,0.3685726358,0.3233519101,0.4201760174
t3,0.307551126,0.3526013068,0.2771821463,0.3652307104,0.3509348535,0.335163353,0.2766418987,0.352681703,0.4055707018,0.3353406915,0.3425410026,0.3125982696,0.3564147613,0.3026703131,0.3676630112,0.3767645814,0.3181164765,0.3584010471,0.3657121206,0.4396944573
t3,0.3070777703,0.3726014935,0.2519815712,0.4146494796,0.3501642926,0.3660351558,0.2449413243,0.3387036557,0.4142401851,0.340292546,0.3685055748,0.2900327219,0.3843998684,0.3196149486,0.4238048963,0.3730214658,0.2865838728,0.3660703785,0.3358611694,0.427828344
t3,0.307787763,0.3833287429,0.2085789242,0.3769867036,0.3483471646,0.3805154021,0.2637050775,0.338656017,0.3886745691,0.2725117855,0.3101862135,0.2815677482,0.3874739648,0.2770381765,0.3607971328,0.3827691736,0.2342629892,0.3580933622,0.3116509078,0.406391575
t3,0.3090596887,0.3415205817,0.2520152619,0.4157567607,0.3323030972,0.3855919585,0.2528187577,0.3337906512,0.3368573764,0.1695322183,0.289279177,0.2829151004,0.3352503958,0.2554138966,0.3234332844,0.3846913774,0.2647193274,0.3134863234,0.305231362,0.3965066538
t3,0.3016986313,0.3508593471,0.2819919424,0.5131796323,0.3013310129,0.3707602924,0.2283307552,0.3221896014,0.3122343553,0.2202894503,0.2724320305,0.282905386,0.3421776766,0.2180629057,0.2944538522,0.3940879923,0.2657819068,0.2933285474,0.3075092171,0.3937776477
t3,0.2785438418,0.5377556712,0.3000212391,0.5154333274,0.3041286133,0.365808368,0.2254633735,0.2408054882,0.3199355891,0.2236193096,0.2836282851,0.2797547251,0.3690976207,0.2341489266,0.29688636,0.4013960548,0.2608529321,0.189792726,0.3081122485,0.3971168919
t3,0.3058174812,0.5368726815,0.2999685211,0.3317164836,0.3047885052,0.3631540209,0.2199341878,0.2236062113,0.2574999464,0.2060174958,0.2808232781,0.2662129745,0.347345041,0.2263100894,0.3157604778,0.400371604,0.26716551,0.1212618378,0.3043191596,0.393618551
t3,0.2401799254,0.4564777314,0.2347187868,0.3902047795,0.2296555309,0.365102807,0.1834776698,0.2276955767,0.2404057991,0.245135404,0.2675419598,0.2663576059,0.4066697724,0.2251240448,0.4449500616,0.3194818489,0.2175936567,0.1162613029,0.314891763,0.3906276768
t3,0.2791227974,0.4395042146,0.2407049016,0.6364122289,0.2272886731,0.3630998916,0.1950091193,0.2879289247,0.211359149,0.3187524321,0.2782682911,0.2039537604,0.5256115236,0.269495422,0.4489687318,0.3067100853,0.1871442208,0.0900506584,0.3303648686,0.3636061877
t3,0.3056983339,0.5262422468,0.2130865201,0.5661530337,0.144699749,0.3563441399,0.1945318423,0.2955460993,0.1897399951,0.31918139,0.2547475385,0.1563042639,0.5237597923,0.2859560378,0.5329140314,0.3443675015,0.1856438764,0.0674372342,0.328841781,0.3227365348
t3,0.2745475493,0.1090230018,0.2085971482,0.5573175016,-0.0524210454,0.3395644042,0.1913643688,0.2974033578,0.071328335,0.3196525678,0.2336220745,0.065532214,0.4950850852,0.2883653628,0.5334578693,0.2580868272,0.1899141931,0.0641924095,0.328292713,0.2480937098
t4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
t4,0.0998259599,0.1007682866,0.1008472547,0.1004016653,0.1000936196,0.1001568936,0.100156509,0.1005639063,0.0999874897,0.1017856655,0.1000077736,0.1000669103,0.1007107255,0.1000557403,0.1000976526,0.1001130772,0.0998877188,0.1000082336,0.1001187276,0.1004548112
t4,0.101929643,0.0983035446,0.0999043714,0.0996081594,0.1024708901,0.0996449092,0.0990537468,0.1002182277,0.1001247615,0.0986583021,0.1000023624,0.0997107352,0.098718006,0.099894008,0.1024248575,0.0999836616,0.1007608368,0.1003285436,0.1000537493,0.1070945883
t4,0.0867382494,0.0953950327,0.0885148761,0.0957312855,0.0991191455,0.0993398847,0.0960742131,0.0982477898,0.0976132093,0.0937883895,0.0998964812,0.1018877276,0.1023174153,0.0999259634,0.1034853462,0.1028996876,0.0948121581,0.1019014285,0.097544219,0.112028772
t4,0.0835723498,0.0929497223,0.0760675043,0.0966112736,0.0927145388,0.0962537993,0.0923811452,0.0816244869,0.1093235316,0.0861455077,0.0929149153,0.1021254541,0.1022787963,0.0992798071,0.1041500635,0.0977011948,0.0644621795,0.0995441122,0.0816545823,0.1097619175
t4,0.0634834427,0.0924394023,0.0619709537,0.0935948845,0.0746780052,0.0934324016,0.0663229371,0.049340187,0.092906142,0.0451821537,0.0865526336,0.1057639583,0.1031430979,0.0986389113,0.1199450415,0.0869991395,0.0517779456,0.101141078,0.068397642,0.1046884526
t4,0.0503833996,0.1055667582,0.0330836501,0.0570402017,0.0318848446,0.0877866208,0.0468603088,0.0419210931,0.0630121983,0.0531679215,0.0817818898,0.1053185766,0.1087713759,0.097311057,0.112187119,0.0584212596,0.0537141704,0.0981287638,0.067610018,0.0862168766
t4,0.0578447983,0.1078633548,0.0195778345,0.0306749845,0.0402455102,0.0654153056,0.0514245885,0.0311797961,0.0570604455,0.033918572,0.0325158285,0.1041308608,0.0990204207,0.0907532137,0.1091243336,0.0494727445,0.0056614305,0.0577219891,0.0765737544,0.0592437634
t4,0.0033726033,0.1242405103,0.0556643649,0.0141823777,0.0210028024,0.0597575843,-0.0151379777,0.0545281126,0.0687676768,0.0084265314,0.0394241626,0.0814074012,0.0728552237,0.0985780936,0.0514354745,0.0305849753,0.111018142,0.0150846761,0.043653221,0.0586286196
t4,0.0190296453,0.0885576094,0.0122869962,0.0024736632,0.0649583899,0.0519341473,0.0405928489,0.0053166021,0.0935781346,0.0172983193,0.0338864143,0.0931958704,0.0567882171,0.0969145636,0.1535364513,0.0262591993,0.1275654911,0.0265311228,-0.0044837487,0.1441067793
t4,0.0173887334,0.0566487243,0.0353316004,-0.0768314661,0.0633889788,0.0336049497,-0.001605112,0.0167043591,0.0896251105,0.0030662436,-0.0693193275,0.0939139677,0.0319375329,0.0889850592,0.0386244717,0.0352900421,0.1096239427,0.0027024675,0.0276024614,0.1742093996
t4,0.0242042075,0.0592661878,0.0326830626,-0.0014203825,0.0580110645,0.0157554118,-0.0416009151,0.0171959173,0.1595336801,0.0328571384,0.0269717701,0.1061775837,0.0506636148,0.1198079553,0.0392049801,0.0587123238,0.0600735256,0.030062365,0.0164616556,0.1500940193
t4,0.0241016199,0.2389444624,0.0347297989,0.002651973,0.0584101786,0.0183804616,-0.0408426241,0.0058727877,0.0760677583,0.0358555617,0.009418889,0.1076721469,0.1965992575,0.1244602295,0.2299223791,0.0592952423,0.0192649471,0.0107199178,0.0354939625,0.1556784941
t4,-0.0123203981,0.2505935857,0.0341511747,0.1651199359,0.062785852,0.043530262,-0.090973285,0.0470556396,0.0807943724,0.0058250604,0.0098363401,0.1074620445,0.1453450721,0.1311847482,0.232039094,0.0650203547,0.0303990562,0.055704115,0.0224639687,0.1504470639
t4,0.0228322944,0.2382937694,0.0205963662,0.1619391287,0.0951795891,0.0883750826,-0.078678862,0.0202460509,0.0649198879,0.0188735244,-0.030711346,0.1048028713,0.1616201014,0.0557703671,0.2448140892,0.0607265426,-0.0256518322,0.0011039663,0.0092978526,0.1391664469
t4,-0.0215280511,0.2447267067,0.0205553298,0.1504879272,0.0921338922,0.0936876423,-0.0702995561,0.0654755528,0.0564120917,-0.0918686549,-0.0287274443,0.0769781566,0.1735668267,0.0684037917,0.292092074,0.0465809431,-0.0237325028,0.0451155902,0.027404614,0.147153098
t4,0.0198267323,0.1794572352,-0.0295674739,0.0450815931,-0.0009519524,0.0966965718,-0.1057077162,0.0586385024,-0.0033296591,-0.0890973365,-0.0759952511,0.1208288096,0.2204576243,0.0652120505,0.4288964161,0.3219825074,-0.0565846298,0.003856901,0.0556014057,0.1515368627
t4,0.0528655025,0.216608264,-0.068742598,0.0575936444,0.0159448139,0.0948432453,-0.0854969955,0.095715793,-0.0695874506,-0.063024628,-0.0212625161,0.096573058,0.1857520429,0.0987620701,0.4512598,0.3066646996,-0.0830006783,-0.0178227885,0.0579780876,0.1469178953
t4,-0.0173531296,0.1114151777,-0.0308521541,0.047193587,0.0083505243,0.0868848203,-0.0838698989,0.0411587787,-0.0713402162,-0.0665549569,-0.0043169588,0.1056019339,0.1958292354,0.0798750603,0.2949695327,0.2041433101,-0.0767388475,-0.0923860933,0.0403263208,0.2306653255
t4,-0.0925826479,0.4591366053,-0.0344270746,-0.0897124323,-0.0911577069,0.1196841177,-0.1027442334,0.0439439499,0.1270633253,-0.0656450143,-0.0280455624,0.1813439389,0.2072571985,0.0835010291,0.2954560729,0.3198677949,-0.0914095229,-0.0279092903,0.0302587046,0.3559045586
t5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
t5,0.6998259599,0.7007682866,0.7008472547,0.7004016653,0.7000936196,0.7001568936,0.700156509,0.7005639063,0.6999874897,0.7017856655,0.7000077736,0.7000669103,0.7007107255,0.7000557403,0.7000976526,0.7001130772,0.6998877188,0.7000082336,0.7001187276,0.7004548112
t5,0.7014766808,0.6978578549,0.6996935218,0.6994360148,0.7025423914,0.6993391152,0.6985081849,0.7001461616,0.7001097404,0.6981247947,0.7000023189,0.6996220981,0.6984394629,0.6998535725,0.7025500159,0.6999734793,0.7006353602,0.7003382714,0.7000368279,0.7075617522
t5,0.6843651951,0.6952442192,0.6897061859,0.6959861302,0.6970297931,0.6990255402,0.6954671303,0.6989133906,0.6974156619,0.6941853377,0.69882307,0.7017542622,0.7014297965,0.6998841398,0.703889907,0.7018812792,0.6933751261,0.7020199625,0.6977393632,0.7137797641
t5,0.6817701216,0.6948430917,0.6792654488,0.6966823298,0.6898259557,0.6989757974,0.6947844278,0.6846536932,0.7068059506,0.6904818441,0.6911893257,0.7022604417,0.6981564265,0.7000131193,0.7047862916,0.6943076854,0.6658173544,0.6963456023,0.6842085642,0.711077044
t5,0.7068367302,0.6949568936,0.6812219913,0.6974915387,0.680378524,0.6974337281,0.6962371974,0.6640182997,0.6799785837,0.6748795219,0.6901978391,0.7043506831,0.7017849545,0.699499433,0.7169968616,0.6843491525,0.6553768598,0.698165823,0.6765682875,0.6996942538
t5,0.6970132197,0.6928643301,0.6731296733,0.6878366878,0.6530991568,0.6964082428,0.6822604133,0.658938878,0.6494629806,0.6812174037,0.6890715915,0.7037699374,0.7110000138,0.6991800759,0.6997292414,0.6690375417,0.6539487183,0.7063618884,0.6764836447,0.6821128388
t5,0.6945244329,0.6960377079,0.6656560053,0.6684226201,0.6579178531,0.6912079959,0.6817656,0.6689975739,0.6449421142,0.7038278655,0.679846431,0.7032977478,0.7067233998,0.6995837787,0.6926372129,0.6644091034,0.7015364606,0.6947436724,0.6752248667,0.6582920031
t5,0.7005690891,0.7396557797,0.6823331764,0.6670551263,0.7200004593,0.687805401,0.7054671163,0.6707337067,0.6889860426,0.6942974633,0.6871198142,0.6866343446,0.7083901196,0.7017967575,0.6446901844,0.6813648912,0.8035129585,0.6719808801,0.6678365333,0.65795131
t5,0.7205678995,0.724739838,0.7104868135,0.6705944557,0.7404350113,0.6918564688,0.774005968,0.6742387026,0.7053782195,0.7008832838,0.7135178236,0.6961030996,0.6996633861,0.6939734908,0.7580510947,0.6795130579,0.7924562592,0.6766679753,0.6146572936,0.8224001198
t5,0.7202243105,0.6942647704,0.7454291569,0.6572501237,0.7399321521,0.6780269657,0.8182836247,0.6945833946,0.7807096596,0.692932407,0.7160265171,0.7389783893,0.6832382567,0.6942897022,0.7463436699,0.6845741259,0.7245040462,0.7070251737,0.6423681823,0.8227885024
t5,0.7218403329,0.7069641666,0.7665334209,0.8123828214,0.7112856687,0.654003484,0.78616154,0.6938368465,0.8338862842,0.7824846692,0.8076920696,0.7386198117,0.7072728391,0.6759405915,0.5691638099,0.7115545406,0.7799718426,0.7385330718,0.6905873797,0.9137669503
t5,0.7203514259,0.884431136,0.7689085164,0.7628482661,0.7483708914,0.654545743,0.7966915142,0.6926794038,0.823306763,0.8214364972,0.8401797053,0.7370195092,0.8924502112,0.6965292234,0.4851515716,0.7119381522,0.7415839021,0.7427351357,0.7053482765,0.909751366
t5,0.7321060943,0.8432028656,0.7699727555,0.8365331139,0.7883150138,0.7348828694,0.8010038291,0.7013335536,0.8568129975,0.7853357078,0.8758635024,0.7371218203,0.9828957395,0.759278947,0.5399926026,0.7069776493,0.7437012451,0.7670256393,0.7165664415,0.8961663459
t5,0.7326851609,0.8896911145,0.7562084872,0.8373335835,0.7812754856,0.7223114153,0.8065103088,0.8546677937,0.8964208825,0.7814951711,0.885469294,0.7423263208,0.979147205,0.7629759289,0.4707031313,0.6752727299,0.7401847309,0.8476897748,0.7185277882,0.8791858419
t5,0.8211033302,0.8890475394,0.7561567124,0.9873006764,0.7792529981,0.7240155823,0.8118222066,0.8955674323,0.8737612708,0.7905657812,0.8926277201,0.7364960994,0.9710096556,0.775869476,0.4858817852,0.6811648326,0.7394155311,0.8941311909,0.7183064353,0.8808165
t5,0.8759016745,0.9357399615,0.7750411644,0.9472025417,0.786173417,0.722162632,0.8206090456,0.9001576408,0.8905341937,0.7245750575,0.8933964605,0.7614378479,0.9861845389,0.7746748803,0.3747530767,0.8428359174,0.7496101417,0.9030128653,0.7240319328,0.8708880063
t5,0.8068185982,0.9244460068,0.7724717504,1.246921021,0.7845244884,0.7235346033,0.8149071709,0.8759672385,0.9070638745,0.6464958139,0.8792715401,0.7884424639,0.8862936163,0.7150190595,0.3865907538,0.8303038978,0.7664037026,0.8851824635,0.698157453,0.887599818
t5,0.8117137329,0.9442900396,0.6007147621,1.300183964,0.4854259658,0.7324021353,0.8165572186,0.847214063,0.9612644661,0.6456660632,0.9065909627,0.835780696,0.9011201556,0.6978823451,0.2134425231,0.8639332183,0.7667847702,0.8795718522,0.7202599794,0.9644014429
t5,0.7425032894,1.1497151469,0.6040753073,1.1419316454,0.5641960681,0.7374419028,0.8158753314,0.8490874422,0.9640379372,0.645319096,0.9168138028,0.8163261699,0.812061789,0.6986434099,0.2141754426,0.9500303581,0.7726509859,0.9505391842,0.7151007467,1.1068882652
t6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
t6,1.4982595993,1.5076828659,1.5084725471,1.504016653,1.5009361957,1.5015689357,1.5015650902,1.505639063,1.4998748968,1.5178566546,1.5000777358,1.5006691028,1.5071072546,1.5005574028,1.5009765262,1.5011307721,1.4988771876,1.5000823359,1.5011872756,1.5045481123
t6,1.5215562955,1.4852896311,1.5001116985,1.4969500012,1.5243513771,1.4979837451,1.4932712825,1.5025469816,1.5013227438,1.4893457272,1.500023841,1.4975514283,1.4885872183,1.4991426134,1.5236224594,1.4998875744,1.5082351024,1.5032367532,1.5006222256,1.5685969326
t6,1.3721904901,1.4513102088,1.3527271416,1.4484923264,1.5039234103,1.4947740701,1.4617483583,1.4675869906,1.4766765537,1.425700342,1.5045964123,1.5207377968,1.5319266119,1.4995060678,1.5322907164,1.5370816827,1.4514962985,1.5183185715,1.4680023273,1.6081446218
