Parameter,Case Opt,Case CE,Case Dual
Cost,[2.63749849],46.4619679245,[126.89349089]
xk1,0,0.3183716967,0
xk1,0.2015030185,0.6189799578,-0.1509406613
xk1,0.034329397,0.9243890627,-0.4729316901
xk1,-0.3465390553,1.2302096247,-0.6684786286
xk1,-0.2794650931,1.8722816369,-0.9146190129
xk1,0.2665689399,1.3522357591,-1.4626715842
xk1,-0.0219594565,0.8288744328,-2.2600348024
xk1,1.003420769,0.2337568439,-1.9742271937
xk1,-0.4166297082,-0.0680961504,-1.5785288
xk1,-1.2128038927,0.6002612763,-0.5027044539
xk1,-1.3417932173,0.622016283,-0.1436794736
xk1,2.5375941296,1.6366614823,0.0585119997
xk1,3.0191278323,1.8389849852,-0.3202729366
xk1,-0.9557642707,0.2725244982,-1.1076776494
xk1,-7.051615514,-0.740101413,-2.2355851308
xk1,-2.7649498024,1.1898384281,-2.5625765054
xk1,9.351034806,7.245814715,-3.9565305314
xk1,12.874212023,10.7501057678,-6.4098834834
xk1,2.9137289795,3.5326035818,-5.0488665094
xk1,-1.5375323076,-0.1369886359,2.2789153326
xk2,0,0.480254724,0
xk2,0.1715340702,0.5528178248,-0.227689714
xk2,-0.2344628431,0.5980272742,-0.532817027
xk2,-0.0718464469,0.8286100839,-0.4160934386
xk2,-0.1271329479,1.5372804847,-0.5858017822
xk2,0.0004943437,0.0124501937,-1.2650297566
xk2,1.5630694934,-0.1547523212,-1.8276520696
xk2,0.4808123349,0.0042330942,-0.4104851673
xk2,-1.3818615161,-0.0312904508,-0.3164370521
xk2,-1.8802655102,1.0250965198,0.3678103329
xk2,2.2870565103,0.1906073142,-0.1099289016
xk2,4.6220314288,1.5713353415,-0.0543833576
xk2,1.2712101793,1.0847513983,-0.5047312473
xk2,-6.0773385556,-1.7263926097,-1.2436997245
xk2,-5.0996999906,-1.0051280625,-1.9911110189
xk2,6.6916457909,3.5119120106,-1.2053019758
xk2,16.2990803795,9.3946509567,-3.1401202886
xk2,8.90625536,6.5773588039,-5.6509015691
xk2,-14.0297205556,-7.8771579578,-0.3856157494
xk2,0.3825261852,-1.8216766683,8.8611987328
xk3,0,0.6045526977,0
xk3,0.18021277,0.38237892,-0.2866194703
xk3,-0.248911894,0.6455214835,-0.5220767069
xk3,-0.0504949935,1.1377668961,-0.296192989
xk3,-0.3749355742,2.0006717477,-0.838727543
xk3,-0.0460102897,-0.2236238245,-1.6764314963
xk3,2.0835834165,1.0291613577,-2.0309009691
xk3,-1.3571942405,0.8458395756,-0.29162341
xk3,-1.2933381789,0.0969804174,-1.6843546114
xk3,-1.0344515659,1.2568919987,-0.4592738823
xk3,3.984969904,-0.4980217366,-0.9759936345
xk3,1.6660844114,2.3614857455,0.0083984968
xk3,-1.5736992435,0.8448883386,-0.520885837
xk3,-6.248995734,-1.8282510164,-1.2325938932
xk3,0.1488836526,1.1115792188,-1.9774412488
xk3,7.884881337,4.8147648244,-1.0869877963
xk3,9.6859510169,8.4742635166,-4.7923226373
xk3,0.0672809426,3.3410383632,-6.6857309721
xk3,-16.2595321127,-8.0388462768,0.7653528196
xk3,0,10.591974366,6.9794681106
uk,-0.1404505615,0.4264771421,-0.2021932241
uk,0.6375301828,-0.7840592787,0.13132217
uk,-0.8914567274,-0.8277581719,0.9934319033
uk,0.4578795987,-1.222780632,0.6989875582
uk,1.828989862,-1.5674988982,1.0289268478
uk,-1.9193318908,-4.9303329665,2.4039910491
uk,-1.4476662638,-1.15173534,5.1622518861
uk,-2.613092135,-1.7825487732,2.1365744027
uk,2.3788506128,-1.1700015824,3.8358281976
uk,1.6831605816,0.8883014265,0.6227964797
uk,0.394197834,-2.4422461057,1.2233085196
uk,-8.3111432803,1.2366744111,-0.4751523848
uk,-6.713394771,-4.1768774106,0.0973364544
uk,2.0310151783,-4.8798601384,1.4319326299
uk,14.2519819129,2.0041171128,4.4846537607
uk,2.8613671958,3.2607873108,1.572020731
uk,-30.0667182007,-0.3584132363,5.9678808262
uk,-29.4221960801,-16.3820994151,16.6551404226
uk,19.9389141682,-24.9728995708,11.9585837659
t1,1.8,1,1
t1,1.8,0.9881076558,0.9982609359
t1,1.8,0.9836428754,0.9879781683
t1,1.8,1.0078297576,0.9878868933
t1,1.8,1.052234345,1.0332529094
t1,1.8,1.2412429312,1.1726912771
t1,1.8,1.2522825045,1.198414478
t1,1.8,1.2957417556,1.1985798833
t1,1.8,1.2760715362,1.3722886247
t1,1.8,1.3063908461,1.3107017561
t1,1.8,1.2160370107,1.4022874877
t1,1.8,1.3623591929,1.3608185427
t1,1.8,1.8449049016,1.3512205647
t1,1.8,2.1288000386,1.3271434182
t1,1.8,2.1108183201,1.5035022973
t1,1.8,2.0464057242,1.4591919423
t1,1.8,2.045871451,2.0987134903
t1,1.8,1.9277209604,2.0372484912
t1,1.8,1.9371144173,1.8525237309
t1,1.8,1.9331221481,2.1343168393
t2,-1.01,-0.6,-0.6
